N	2gram	Potebnia_M_4	VerxiiNi
1	и в	23	26
2	таким образом	24	22
3	с тем	7	18
4	вместе с	6	15
5	в этом	23	15
6	точки зрения	4	13
7	как бы	5	12
8	в том	23	11
9	может быть	26	10
10	не только	10	10
11	и с	4	10
12	из этих	2	10
13	связи с	3	9
14	что в	17	9
15	но и	11	9
16	в области	2	9
17	так как	14	9
18	с другой	2	8
19	и не	18	8
20	и у	2	8
21	том что	12	7
22	к нему	5	7
23	то что	29	7
24	потому что	33	7
25	но в	8	7
26	к тому	3	6
27	и потому	10	6
28	всяком случае	3	6
29	что и	7	6
30	так и	6	6
31	все это	5	6
32	все эти	3	6
33	с точки	3	6
34	во всяком	5	6
35	в себе	14	6
36	мы должны	2	6
37	о том	8	6
38	образом в	5	5
39	и к	6	5
40	крайней мере	5	5
41	отношение к	2	5
42	до сих	4	5
43	в его	5	5
44	никогда не	3	5
45	сих пор	4	5
46	так же	4	5
47	лишь в	3	5
48	а не	12	5
49	того чтобы	4	5
50	для того	6	5
51	не имеет	5	5
52	в силу	7	5
53	и для	2	5
54	в мире	2	5
55	по крайней	5	5
56	в этих	3	4
57	что все	4	4
58	и вместе	3	4
59	что он	4	4
60	в нем	7	4
61	в смысле	3	4
62	из которых	2	4
63	в самом	3	4
64	в котором	4	4
65	не может	11	4
66	и только	3	4
67	а в	5	4
68	то же	14	4
69	в течение	2	4
70	и что	7	4
71	на этот	2	4
72	и по	3	4
73	с другими	4	4
74	в которых	3	4
75	во время	2	4
76	в виде	2	4
77	он не	2	4
78	в то	4	4
79	только в	15	4
80	то есть	34	4
81	не менее	5	3
82	течением времени	2	3
83	что это	7	3
84	если бы	13	3
85	так или	2	3
86	хотя бы	4	3
87	точно так	2	3
88	можно сказать	4	3
89	для него	5	3
90	так что	5	3
91	и как	2	3
92	и при	2	3
93	в своем	8	3
94	и если	3	3
95	и о	4	3
96	к ним	2	3
97	не вполне	2	3
98	тем не	4	3
99	отношению к	8	3
100	при этом	15	3
101	уже не	3	3
102	того что	14	3
103	и даже	2	3
104	с течением	2	3
105	в которой	6	3
106	в таком	4	3
107	или иначе	2	3
108	и таким	3	3
109	что эти	3	3
110	на нее	3	3
111	в других	2	3
112	в одном	4	3
113	признать что	2	2
114	уже в	5	2
115	не могут	2	2
116	самого начала	2	2
117	только не	3	2
118	именно в	3	2
119	состоит в	2	2
120	к которым	3	2
121	из себя	2	2
122	в них	3	2
123	по тому	2	2
124	убеждение что	2	2
125	превращается в	2	2
126	только для	2	2
127	не как	2	2
128	тогда когда	8	2
129	в образе	2	2
130	не всегда	3	2
131	большею частью	2	2
132	в свою	2	2
133	на то	7	2
134	тех пор	6	2
135	этого последнего	2	2
136	к его	2	2
137	и здесь	2	2
138	по своему	2	2
139	все что	2	2
140	же время	3	2
141	что мы	10	2
142	тот же	2	2
143	еще не	3	2
144	мысль о	6	2
145	и из	3	2
146	конечно не	2	2
147	и проч	18	2
148	один из	2	2
149	не с	2	2
150	никем не	2	2
151	и сами	2	2
152	в процессе	3	2
153	быть и	2	2
154	заключает в	8	2
155	только что	3	2
156	в разных	3	2
157	не было	12	2
158	те же	3	2
159	мы имеем	4	2
160	можно только	2	2
161	в самой	2	2
162	в глазах	2	2
163	виде в	2	2
164	и на	3	2
165	можно назвать	2	2
166	сказать что	8	2
167	не в	11	2
168	мы можем	10	2
169	когда человек	4	2
170	тем и	6	2
171	же самое	4	2
172	и все	4	2
173	и это	2	2
174	из этого	2	2
175	отчасти от	2	2
176	между тем	9	2
177	в виду	3	2
178	из него	2	2
