N	2gram	Bakhtin_Fr_3	Problema
1	то что	5	42
2	вовсе не	12	35
3	то есть	18	33
4	и в	40	32
5	и не	13	31
6	не менее	2	19
7	в этом	15	19
8	не только	13	17
9	потому что	2	16
10	а не	5	15
11	в себе	3	15
12	как бы	3	14
13	может быть	9	14
14	у нас	4	14
15	но в	8	14
16	в нем	5	13
17	сказать что	3	13
18	как раз	5	13
19	что в	12	12
20	том что	4	12
21	так и	3	12
22	и даже	4	11
23	также и	4	11
24	о том	4	11
25	так как	4	11
26	то же	7	10
27	прежде всего	16	10
28	в этой	3	10
29	об этом	3	10
30	но не	2	9
31	в том	8	9
32	это есть	2	9
33	но и	11	9
34	еще не	3	9
35	того чтобы	4	9
36	в данном	4	9
37	и это	2	9
38	данном случае	2	8
39	не может	3	8
40	все эти	8	8
41	и о	4	8
42	и на	8	8
43	даже и	2	8
44	он и	7	8
45	было бы	4	8
46	в своей	6	8
47	как нечто	2	8
48	для того	3	8
49	но это	3	8
50	и ее	2	8
51	ни в	4	7
52	смысле слова	4	7
53	такого рода	3	7
54	все это	4	7
55	всех этих	3	7
56	в них	9	7
57	и все	9	7
58	что он	2	7
59	во всех	6	7
60	как мы	10	7
61	тем что	3	7
62	только в	3	7
63	здесь не	3	7
64	и есть	3	6
65	в конце	3	6
66	и как	3	6
67	при этом	3	6
68	в самом	6	6
69	и если	2	6
70	в виду	7	6
71	таким образом	10	6
72	это не	2	6
73	и здесь	4	6
74	но как	2	6
75	о чем	2	6
76	в то	6	6
77	в его	13	6
78	на самом	3	6
79	самом деле	3	6
80	в своем	7	5
81	или иной	2	5
82	можно сказать	2	5
83	мы уже	13	5
84	той или	2	5
85	в котором	2	5
86	еще и	2	5
87	связи с	6	5
88	далеко не	2	5
89	в других	3	5
90	именно в	2	4
91	в дальнейшем	2	4
92	один из	4	4
93	в их	4	4
94	не было	5	4
95	а в	3	4
96	их в	3	4
97	в истории	4	4
98	как он	2	4
99	если бы	3	4
100	в литературе	5	4
101	никак не	3	4
102	а также	4	4
103	как в	3	4
104	только на	4	4
105	и для	5	4
106	в связи	5	4
107	только для	3	3
108	уже в	2	3
109	в этих	6	3
110	с другой	2	3
111	но все	3	3
112	хотя бы	2	3
113	другими словами	3	3
114	из них	4	3
115	для этого	3	3
116	и его	17	3
117	же и	3	3
118	с этим	2	3
119	но он	2	3
120	точки зрения	2	3
121	и еще	2	3
122	но ведь	3	3
123	и следовательно	3	3
124	и во	4	3
125	в ее	3	3
126	как и	11	3
127	того же	2	3
128	есть и	2	3
129	здесь в	4	3
130	до сих	4	3
131	но именно	3	3
132	мы увидим	2	3
133	он не	9	3
134	о нем	3	3
135	сих пор	4	3
136	хотя в	2	3
137	свидетельствует о	2	3
138	во всей	3	3
139	к нему	2	3
140	можно было	3	3
141	дело в	2	3
142	в общей	2	2
143	xx века	5	2
144	следовательно и	2	2
145	момент в	2	2
146	для него	5	2
147	кроме того	3	2
148	например в	2	2
149	на его	2	2
150	здесь нет	2	2
151	и до	8	2
152	мы находим	3	2
153	и очень	2	2
154	особенно в	4	2
155	что для	2	2
156	больше чем	2	2
157	и с	8	2
158	одно из	3	2
159	из этих	2	2
160	здесь только	2	2
161	между тем	3	2
162	поэтому и	3	2
163	с его	3	2
164	и так	2	2
165	говорят о	2	2
166	мы видим	5	2
167	со всеми	5	2
168	в сущности	9	2
169	по преимуществу	2	2
170	и потому	4	2
171	гораздо больше	2	2
172	вместе с	3	2
173	и сама	2	2
174	это вовсе	2	2
175	как его	2	2
176	со всем	2	2
177	мы не	2	2
178	нас в	2	2
179	он в	2	2
180	в таких	3	2
181	в которой	2	2
182	в области	4	2
183	в эту	4	2
