N	2gram	Bakhtin_Fr_2	Problemy
1	и в	49	46
2	то есть	32	40
3	и не	15	27
4	может быть	5	23
5	как бы	11	19
6	не может	7	19
7	в нем	9	17
8	в этом	15	16
9	не только	17	14
10	и т.п	11	14
11	но и	13	12
12	как и	11	12
13	как мы	7	12
14	и на	17	11
15	точки зрения	6	11
16	в одном	3	11
17	в пределах	2	10
18	прежде всего	19	9
19	в том	3	9
20	в самом	3	9
21	и все	3	9
22	вовсе не	10	9
23	и к	4	9
24	в его	18	9
25	с точки	5	9
26	до сих	4	8
27	сих пор	4	8
28	и с	6	7
29	еще не	2	7
30	в сущности	8	7
31	в себе	4	7
32	никогда не	5	6
33	ни в	3	6
34	но это	2	6
35	есть в	2	6
36	хотя и	2	6
37	в него	2	6
38	но в	4	6
39	на фоне	2	6
40	что он	3	6
41	в романе	9	6
42	то же	7	6
43	все это	9	6
44	и его	17	6
45	только в	13	6
46	же время	6	5
47	при этом	5	5
48	к нему	3	5
49	жизни и	7	5
50	мы находим	4	5
51	в самой	2	5
52	особенно в	2	5
53	рядом с	6	5
54	в то	6	5
55	так как	6	5
56	в жизни	4	5
57	с его	5	5
58	у него	2	5
59	на площади	2	5
60	за пределы	2	5
61	о том	3	5
62	во всех	6	5
63	уже в	5	4
64	что в	2	4
65	в этих	4	4
66	можно сказать	2	4
67	да и	3	4
68	до конца	2	4
69	в виду	3	4
70	в их	2	4
71	таким образом	7	4
72	все эти	7	4
73	и других	3	4
74	во всем	3	4
75	мы можем	2	4
76	превращается в	3	4
77	том что	4	4
78	но не	5	4
79	совершенно не	2	4
80	все же	7	4
81	то что	6	4
82	но эти	3	4
83	так и	6	4
84	в себя	6	4
85	здесь не	2	4
86	диалога в	2	3
87	и другие	2	3
88	в отношении	2	3
89	с другой	4	3
90	из этих	5	3
91	человека и	3	3
92	на то	2	3
93	в мире	2	3
94	в своем	5	3
95	в формах	2	3
96	эти явления	2	3
97	в последующих	3	3
98	одним из	2	3
99	себе и	2	3
100	отношение к	8	3
101	и до	4	3
102	другой стороны	3	3
103	так же	2	3
104	и даже	2	3
105	его творчества	3	3
106	также и	3	3
107	но он	6	3
108	имеем в	2	3
109	в конце	2	3
110	их в	3	3
111	и во	4	3
112	но здесь	3	3
113	в условиях	2	3
114	с ее	3	3
115	по существу	2	3
116	мы сказали	2	3
117	но именно	3	3
118	было бы	3	3
119	смех в	3	3
120	мы уже	6	3
121	в своей	5	3
122	и о	4	3
123	жизнь и	2	3
124	тем что	4	3
125	в этой	10	3
126	и т.д	2	3
127	далеко не	3	3
128	и это	3	3
129	например у	3	2
130	смех и	10	2
131	отчасти и	2	2
132	или меньшей	3	2
133	на все	3	2
134	для понимания	2	2
135	без всякого	2	2
136	в известной	4	2
137	но все	4	2
138	лишь как	2	2
139	времени и	6	2
140	большей или	3	2
141	в большей	3	2
142	не дает	3	2
143	для него	9	2
144	мы здесь	2	2
145	меньшей степени	3	2
146	и следовательно	2	2
147	значение в	4	2
148	образов и	3	2
149	целый ряд	2	2
150	отношения к	4	2
151	не было	4	2
152	лишь в	4	2
153	свое время	3	2
154	речь и	2	2
155	а в	4	2
156	сказать что	6	2
157	смены и	3	2
158	в художественном	2	2
159	в произведении	2	2
160	он как	2	2
161	с ним	4	2
162	сознания и	2	2
163	в духе	4	2
164	раз в	3	2
165	карнавального типа	3	2
166	одна из	4	2
167	все что	2	2
168	здесь в	6	2
169	в произведениях	2	2
170	к ней	2	2
171	в свое	4	2
172	вместе с	2	2
173	так в	3	2
174	у рабле	6	2
175	можно было	3	2
176	здесь с	2	2
177	ничего не	2	2
178	во всяком	2	2
179	автора и	2	2
180	могут быть	2	2
181	в другом	2	2
182	там где	4	2
183	того как	2	2
