N	3gram	Vygotskiy__1	Dialekti
1	и т д	8	19
2	с точки зрения	2	12
3	сама по себе	2	8
4	в том что	9	7
5	по себе не	2	5
6	само по себе	5	5
7	на то что	8	4
8	с другой стороны	5	4
9	потому что он	2	3
10	в конце концов	3	3
11	более или менее	2	3
12	не может быть	8	3
13	в этом смысле	2	3
14	не было бы	2	2
15	никогда не может	2	2
16	о том что	7	2
17	то что я	2	2
18	с одной стороны	5	2
19	точно так же	3	2
20	несмотря на то	2	2
21	и т п	15	2
22	в этом отношении	2	2
23	до сих пор	3	2
24	во всяком случае	6	2
25	на самом деле	2	2
26	по себе а	2	2
27	то или иное	2	2
