N	2gram	Vygotskiy__1	Formalny
1	т е	3	32
2	и не	16	30
3	вовсе не	6	28
4	и в	31	27
5	может быть	22	25
6	не может	17	24
7	так и	3	21
8	и его	7	19
9	таким образом	20	18
10	в этом	12	18
11	а не	13	17
12	точки зрения	15	16
13	самом деле	9	16
14	в нем	2	15
15	в процессе	5	15
16	то же	5	15
17	на самом	2	14
18	как и	16	14
19	с точки	2	14
20	не в	11	12
21	если бы	6	12
22	и от	2	11
23	в самом	11	11
24	в жизни	2	11
25	художественное произведение	10	11
26	и т	26	11
27	но и	2	10
28	не могут	3	10
29	так как	18	9
30	не только	13	9
31	так же	12	9
32	что в	23	8
33	ни в	9	8
34	при этом	19	8
35	как бы	5	8
36	отнюдь не	6	8
37	и все	5	8
38	то что	32	8
39	как раз	2	8
40	как мы	2	8
41	только в	14	8
42	не менее	2	7
43	в том	30	7
44	все это	8	7
45	потому что	10	7
46	в искусстве	4	7
47	в то	5	7
48	его в	2	7
49	между тем	4	7
50	художественного произведения	17	7
51	с тем	3	7
52	совершенно не	5	7
53	в его	6	7
54	если мы	12	7
55	тем же	3	7
56	там где	4	7
57	все время	4	6
58	с другой	5	6
59	и теперь	2	6
60	всяком случае	6	6
61	т д	8	6
62	в своих	4	6
63	бы в	2	6
64	но в	3	6
65	что он	7	6
66	было бы	6	6
67	все же	5	6
68	в своей	3	6
69	и для	5	6
70	во всяком	8	6
71	произведение как	2	6
72	вместе с	8	6
73	независимо от	2	5
74	никогда не	8	5
75	в каждом	3	5
76	зависимости от	6	5
77	что они	2	5
78	совсем не	3	5
79	того чтобы	7	5
80	не является	5	5
81	и их	2	5
82	другой стороны	5	5
83	в одной	3	5
84	в результате	4	5
85	в художественном	3	5
86	в зависимости	5	5
87	но не	3	5
88	и потому	2	5
89	что же	2	5
90	т п	16	5
91	тому как	7	5
92	если же	2	5
93	уже в	3	4
94	прежде всего	4	4
95	к тому	4	4
96	мы знаем	3	4
97	и как	2	4
98	до конца	6	4
99	для того	6	4
100	мы видели	2	4
101	в целом	5	4
102	жизни и	3	4
103	со стороны	4	4
104	в связи	2	4
105	от всех	3	4
106	произведения но	2	4
107	о том	7	4
108	как это	4	4
109	мы можем	4	4
110	тогда когда	5	4
111	по себе	9	4
112	бы ни	2	4
113	не есть	3	4
114	в ее	5	4
115	том что	16	4
116	она не	5	4
117	как в	9	4
118	только на	3	4
119	роль в	3	4
120	в слове	3	4
121	мы не	12	4
122	могут быть	11	4
123	подобно тому	5	4
124	из этого	2	4
125	же как	4	3
126	бы и	2	3
127	искусства в	9	3
128	что это	6	3
129	в этих	4	3
130	его и	3	3
131	тому что	4	3
132	в какой	5	3
133	столь же	4	3
134	формы и	5	3
135	формы в	4	3
136	в конце	3	3
137	те же	4	3
138	для нас	5	3
139	должна быть	3	3
140	того что	10	3
141	имеет место	2	3
142	в него	2	3
143	в виду	4	3
144	и тем	2	3
145	только то	2	3
146	той же	3	3
147	этом отношении	2	3
148	и что	8	3
149	данной эпохи	2	3
150	в которых	3	3
151	никак не	4	3
152	их в	2	3
153	сказать что	7	3
154	и с	2	3
155	в основе	2	3
156	и следовательно	2	3
157	нуждается в	3	3
158	в них	2	3
159	ясно что	19	3
160	художественном произведении	3	3
161	у нас	4	3
162	того же	2	3
163	же самое	2	3
164	дело с	3	3
165	в произведении	3	3
166	уже не	2	3
167	всех других	2	3
168	случае в	3	3
169	внутренней формы	3	3
170	в себе	4	3
171	может стать	3	3
172	в поэзии	2	3
173	или иное	2	2
174	в основу	2	2
175	она должна	2	2
176	человека и	2	2
177	главным образом	2	2
178	ее и	2	2
179	но это	3	2
180	такой же	2	2
181	в этой	3	2
182	очевидно что	6	2
183	художественного творчества	6	2
184	смысле слова	3	2
185	не можем	3	2
186	совпадает с	4	2
187	и очень	2	2
188	в котором	4	2
189	был бы	5	2
190	от других	2	2
191	из них	2	2
192	от того	3	2
193	что она	6	2
194	отличается от	2	2
195	в своем	3	2
196	в нас	2	2
197	и только	3	2
198	бы тот	4	2
199	и даже	6	2
200	одной и	4	2
201	увидим что	2	2
202	принадлежат к	2	2
203	из виду	2	2
204	из этих	6	2
205	как он	2	2
206	конце концов	3	2
207	видели что	2	2
208	только не	3	2
209	этом смысле	2	2
210	смысле этого	2	2
211	и во	2	2
212	в такой	2	2
213	к этому	4	2
214	стороны и	3	2
215	одна из	4	2
216	от него	2	2
217	и тогда	2	2
218	эпохи в	3	2
219	ту или	2	2
220	мы увидим	4	2
221	в сущности	10	2
222	этого слова	4	2
223	на почве	2	2
224	даже в	2	2
225	с таким	11	2
226	что и	13	2
227	тем не	2	2
228	в отличие	3	2
229	это только	2	2
230	это и	3	2
231	то или	2	2
232	в таком	3	2
233	это можно	2	2
234	в каком	2	2
235	ту же	2	2
236	и это	3	2
237	отличие от	4	2
238	в области	11	2
239	ничего не	2	2
