N	2gram	Bakhtin_Pr_1	DiskursI
1	не только	13	28
2	в том	11	23
3	а не	20	22
4	то есть	24	20
5	том что	9	19
6	может быть	21	17
7	и в	23	16
8	как и	8	16
9	в этом	25	15
10	еще не	5	14
11	но и	11	14
12	при этом	3	13
13	и т.п	3	12
14	прежде всего	7	11
15	но не	8	11
16	и не	34	11
17	с другой	2	10
18	как в	6	10
19	в нем	20	9
20	отношению к	11	9
21	по отношению	11	9
22	не может	11	9
23	так и	10	8
24	о том	2	8
25	но в	4	8
26	в основе	5	7
27	в его	24	7
28	со стороны	2	7
29	то же	10	7
30	не было	3	7
31	роль в	2	7
32	в себе	5	7
33	только в	8	7
34	не в	6	7
35	в своем	8	6
36	и как	8	6
37	в рамках	2	5
38	можно сказать	2	5
39	как бы	28	5
40	в котором	2	5
41	в своей	11	5
42	то что	18	5
43	во всех	5	5
44	в процессе	4	5
45	в отличие	2	5
46	а в	7	5
47	в себя	3	5
48	в их	3	5
49	отличие от	2	5
50	и на	10	5
51	в данном	2	5
52	с его	6	4
53	что в	8	4
54	в них	3	4
55	для себя	2	4
56	не как	12	4
57	и к	4	4
58	что он	10	4
59	уже не	8	4
60	для него	15	4
61	в истории	2	4
62	в целом	4	4
63	же время	7	4
64	на его	2	4
65	и о	3	4
66	по своим	2	4
67	лишь в	3	4
68	в которых	2	4
69	потому что	12	4
70	между тем	5	4
71	перед нами	4	3
72	однако в	2	3
73	это не	10	3
74	в одной	4	3
75	по себе	7	3
76	что и	5	3
77	в самом	8	3
78	один из	2	3
79	хотя бы	2	3
80	все же	5	3
81	из них	2	3
82	как не	4	3
83	таким образом	11	3
84	именно в	6	3
85	заключается в	2	3
86	того что	2	3
87	другой стороны	2	3
88	и даже	3	3
89	в своих	2	3
90	сказать что	5	3
91	тем что	3	3
92	точки зрения	21	3
93	к той	2	3
94	в то	10	3
95	тому как	3	3
96	в первом	2	3
97	зрения на	8	3
98	и потому	3	3
99	в каждой	2	3
100	мира в	6	3
101	в едином	4	2
102	в противоположность	3	2
103	но они	4	2
104	и есть	5	2
105	никогда не	5	2
106	и одновременно	3	2
107	к себе	2	2
108	или даже	2	2
109	и во	2	2
110	по крайней	2	2
111	и все	3	2
112	в одном	9	2
113	в каждом	8	2
114	это в	2	2
115	к этому	2	2
116	для понимания	3	2
117	в литературе	3	2
118	крайней мере	2	2
119	его как	5	2
120	в пределах	9	2
121	более того	3	2
122	в построении	5	2
123	есть в	3	2
124	е годы	2	2
125	отличается от	2	2
126	своего времени	2	2
127	в сущности	5	2
128	одним из	8	2
129	совпадает с	2	2
130	о нем	11	2
131	сами по	3	2
132	например в	3	2
133	оно не	2	2
134	точка зрения	7	2
135	и тем	2	2
136	с ее	2	2
137	себя в	3	2
138	героя и	5	2
139	в е	2	2
140	в форме	6	2
141	данном случае	2	2
142	мысли и	2	2
143	приводит к	3	2
144	за пределы	6	2
145	для своего	2	2
146	отношения к	2	2
147	уже в	5	2
148	человека в	5	2
149	сознания в	2	2
150	как мы	5	2
151	и по	2	2
152	к другому	2	2
153	и его	13	2
154	как их	3	2
155	во всяком	4	2
156	героя в	4	2
157	подобно тому	3	2
158	на себя	3	2
159	но как	3	2
160	в этой	4	2
161	автора в	2	2
162	всей его	2	2
163	так сказать	3	2
164	они не	3	2
165	заметить что	2	2
166	диалогические отношения	3	2
