N	2gram	Losev_Prob_2	Formalny
1	и не	37	30
2	вовсе не	37	28
3	и в	35	27
4	может быть	18	25
5	не может	13	24
6	так и	7	21
7	таким образом	4	18
8	в этом	17	18
9	а не	10	17
10	точки зрения	2	16
11	самом деле	4	16
12	то же	5	15
13	на самом	4	14
14	как и	5	14
15	не в	2	12
16	если бы	4	12
17	и от	3	11
18	в самом	5	11
19	и т	6	11
20	но и	16	10
21	не могут	4	10
22	в действительности	2	9
23	лишь в	3	9
24	так как	7	9
25	не только	24	9
26	так же	5	9
27	что в	11	8
28	ни в	6	8
29	при этом	3	8
30	как бы	4	8
31	отнюдь не	5	8
32	и все	5	8
33	то что	38	8
34	как раз	8	8
35	входит в	2	8
36	как мы	5	8
37	только в	14	8
38	не менее	13	7
39	в том	12	7
40	все это	4	7
41	потому что	13	7
42	в то	6	7
43	его в	3	7
44	с тем	3	7
45	для них	3	7
46	совершенно не	2	7
47	в его	7	7
48	если мы	9	7
49	с другой	6	6
50	всяком случае	10	6
51	т д	6	6
52	все эти	7	6
53	в своих	3	6
54	бы в	3	6
55	но в	6	6
56	что он	4	6
57	еще не	10	6
58	было бы	8	6
59	все же	8	6
60	хотя бы	12	6
61	и для	6	6
62	в данном	10	6
63	во всяком	13	6
64	и ее	2	6
65	вместе с	2	6
66	независимо от	2	5
67	зависимости от	2	5
68	войти в	2	5
69	что они	3	5
70	совсем не	7	5
71	того чтобы	2	5
72	не является	7	5
73	и их	3	5
74	другой стороны	5	5
75	в ней	2	5
76	в результате	4	5
77	в истории	3	5
78	в зависимости	2	5
79	но не	4	5
80	что же	9	5
81	между которыми	2	5
82	сводится к	2	5
83	тому как	3	5
84	тем что	4	5
85	связи с	5	5
86	если же	3	5
87	смысла и	2	4
88	уже в	3	4
89	то ни	3	4
90	прежде всего	11	4
91	к тому	3	4
92	да и	10	4
93	и как	4	4
94	можно говорить	3	4
95	для того	3	4
96	же и	2	4
97	и является	3	4
98	бы то	2	4
99	в целом	3	4
100	данном случае	5	4
101	в связи	5	4
102	содержания и	5	4
103	но ведь	3	4
104	о том	18	4
105	мы можем	6	4
106	между собой	5	4
107	каждый элемент	2	4
108	тогда когда	3	4
109	по себе	8	4
110	не есть	33	4
111	том что	19	4
112	она не	3	4
113	в корне	2	4
114	конечно не	2	4
115	только на	9	4
116	роль в	2	4
117	в слове	3	4
118	мы не	7	4
119	подобно тому	2	4
120	слова и	4	4
121	из этого	2	4
122	бы и	7	3
123	в этих	4	3
124	тому что	3	3
125	в конце	7	3
126	можно сказать	6	3
127	является для	2	3
128	как таковой	4	3
129	для нас	9	3
130	мы и	6	3
131	того что	12	3
132	не о	6	3
133	в него	2	3
134	в виду	8	3
135	и тем	4	3
136	только то	3	3
137	той же	2	3
138	и что	13	3
139	и на	5	3
140	никак не	11	3
141	их в	4	3
142	сказать что	24	3
143	и с	10	3
144	в основе	3	3
145	и следовательно	4	3
146	от его	2	3
147	и более	5	3
148	в них	2	3
149	раз и	5	3
150	ясно что	8	3
151	в условиях	2	3
152	у нас	18	3
153	же самое	6	3
154	мы уже	3	3
155	во всех	2	3
156	о нем	2	3
157	еще в	2	3
158	нет и	3	3
159	оно не	3	3
160	в той	2	3
161	уже не	8	3
162	в себе	5	3
163	он является	2	2
164	эти элементы	2	2
165	или иное	2	2
166	она должна	2	2
167	мы еще	3	2
168	одним и	2	2
169	для этого	3	2
170	в отношении	4	2
171	говорить об	3	2
172	вообще не	4	2
173	язык как	3	2
174	или иной	5	2
175	всех этих	4	2
176	его от	2	2
177	но это	6	2
178	в этой	9	2
179	является не	2	2
180	как о	3	2
181	смысле слова	7	2
182	не можем	4	2
183	ведь мы	2	2
184	в общем	4	2
185	совпадает с	2	2
186	но если	4	2
187	не являются	3	2
188	и др	2	2
189	был бы	6	2
190	только один	3	2
191	учение о	2	2
192	нам кажется	2	2
193	что она	4	2
194	допустим что	2	2
195	отличается от	2	2
196	знака и	15	2
197	в своем	4	2
198	и только	4	2
199	можно только	2	2
200	но эта	3	2
201	эта связь	2	2
202	ведь если	4	2
203	и даже	11	2
204	одной и	2	2
205	может иметь	2	2
206	из этих	3	2
207	конце концов	7	2
208	слово в	2	2
209	и действительно	2	2
210	возможно только	2	2
211	сознания и	2	2
212	только не	3	2
213	этом смысле	5	2
214	перестает быть	3	2
215	и всякое	2	2
216	предмета и	3	2
217	в такой	2	2
218	но при	2	2
219	стороны и	4	2
220	языка как	2	2
221	людей между	3	2
222	говорить о	10	2
223	и притом	3	2
224	обойтись без	3	2
225	одна из	3	2
226	что каждый	2	2
227	мы должны	3	2
228	ни с	2	2
229	мы ни	2	2
230	не значит	2	2
231	даже в	2	2
232	сами по	2	2
233	что и	2	2
234	тем не	12	2
235	но уже	5	2
236	и речи	3	2
237	в языке	15	2
238	и самый	4	2
239	это только	3	2
240	бы не	3	2
241	это и	3	2
242	чтобы не	2	2
243	или точнее	3	2
244	конструктивных элементов	2	2
245	то или	3	2
246	оказалось бы	2	2
247	в таком	11	2
248	это значит	4	2
249	слова как	3	2
250	быть только	3	2
251	является в	2	2
252	правда в	2	2
253	в каком	4	2
254	и это	5	2
255	без всякой	5	2
256	здесь не	2	2
257	в области	6	2
258	ничего не	10	2
