N	2gram	Propp_Russ_2	Myshleni
1	и в	29	25
2	в том	22	23
3	том что	22	20
4	что в	22	17
5	так же	4	17
6	таким образом	6	17
7	с тем	6	16
8	как и	11	15
9	то что	5	15
10	в этом	11	14
11	вместе с	6	14
12	может быть	13	13
13	между собой	2	13
14	так как	13	12
15	в качестве	3	12
16	как бы	18	10
17	и что	5	10
18	того что	3	10
19	было бы	3	10
20	что и	2	10
21	связи с	2	9
22	как в	7	9
23	мы не	6	9
24	показывает что	8	8
25	того чтобы	6	8
26	тем что	3	8
27	как мы	3	8
28	все эти	3	7
29	как это	4	7
30	для того	6	7
31	не менее	2	6
32	с другой	2	6
33	как уже	2	6
34	не в	4	6
35	же как	4	6
36	один из	2	6
37	мы видели	7	6
38	не может	5	6
39	и на	6	6
40	потому что	5	6
41	представляет собой	2	6
42	но не	5	6
43	не только	10	6
44	все же	2	6
45	в отличие	3	6
46	все это	10	6
47	можно было	2	6
48	отличие от	3	6
49	именно в	4	5
50	что это	3	5
51	тем не	2	5
52	и как	2	5
53	одной стороны	2	5
54	при этом	6	5
55	одним из	2	5
56	что она	3	5
57	с одной	2	5
58	и по	3	5
59	о том	9	5
60	из которых	2	5
61	могут быть	2	5
62	в этой	3	5
63	никогда не	2	4
64	из этих	2	4
65	прежде всего	2	4
66	что с	2	4
67	из них	4	4
68	но и	8	4
69	не столько	2	4
70	то и	4	4
71	друг друга	3	4
72	а в	9	4
73	в то	2	4
74	мы имеем	6	4
75	тогда когда	4	4
76	с этим	2	4
77	и все	4	4
78	рассматриваться как	2	4
79	нет никаких	2	4
80	тем и	2	4
81	то время	2	4
82	еще не	6	4
83	связь между	2	4
84	там где	2	4
85	с этой	2	3
86	как оно	2	3
87	связаны с	3	3
88	на этом	3	3
89	переход от	2	3
90	не можем	2	3
91	в него	2	3
92	в котором	3	3
93	в которых	4	3
94	их в	4	3
95	между тем	3	3
96	во всем	2	3
97	его в	8	3
98	видели что	4	3
99	по этому	2	3
100	состоит в	15	3
101	к этому	5	3
102	приводит нас	2	3
103	из основных	2	3
104	с ней	5	3
105	связь с	3	3
106	а с	2	3
107	этот вопрос	2	3
108	в виде	4	3
109	того как	2	3
110	то же	4	2
111	в этих	3	2
112	и от	3	2
113	для нас	6	2
114	так что	4	2
115	нас к	3	2
116	с развитием	2	2
117	в свете	3	2
118	где они	2	2
119	для этого	5	2
120	и других	3	2
121	здесь мы	2	2
122	должно быть	2	2
123	на себя	2	2
124	каждый из	2	2
125	в своих	2	2
126	что по	4	2
127	к жизни	5	2
128	главным образом	3	2
129	из нее	2	2
130	моментов в	2	2
131	в них	4	2
132	представления о	2	2
133	связанные с	2	2
134	на первый	3	2
135	об этом	2	2
136	же в	6	2
137	в таком	4	2
138	одна из	11	2
139	а также	4	2
140	еще в	2	2
141	этом и	2	2
142	в своей	2	2
143	в течение	2	2
144	уже не	4	2
145	и для	2	2
146	или в	7	2
147	с другими	3	2
148	тому как	3	2
149	и то	2	2
150	в эту	3	2
