N	2gram	Vinokur_Ku_3	Analitik
1	в этом	16	18
2	в частности	2	16
3	и в	23	16
4	не только	17	16
5	так и	6	15
6	как и	5	14
7	в том	22	12
8	своего рода	2	12
9	но и	3	12
10	и не	10	12
11	том что	11	12
12	в качестве	2	11
13	иначе говоря	2	11
14	могут быть	6	10
15	как бы	5	10
16	при этом	6	10
17	а не	11	10
18	в пределах	2	9
19	лишь в	8	9
20	ничего не	6	9
21	в данном	7	8
22	отнюдь не	3	8
23	состоит в	2	8
24	в целом	4	8
25	не случайно	4	8
26	к тому	3	7
27	то что	4	7
28	о том	6	7
29	а также	4	7
30	с другой	7	6
31	в самом	13	6
32	говорить о	6	6
33	может быть	14	6
34	как это	7	6
35	но в	2	6
36	и к	3	5
37	данном случае	4	5
38	с одной	4	5
39	на себя	2	5
40	не менее	12	4
41	в своем	4	4
42	столь же	4	4
43	можно сказать	2	4
44	этом случае	4	4
45	уже не	8	4
46	тому же	3	4
47	не в	5	4
48	за пределы	2	4
49	но не	3	4
50	того же	4	4
51	тем самым	4	4
52	одной стороны	4	4
53	в сущности	4	4
54	по преимуществу	3	4
55	и тем	6	4
56	не с	2	4
57	отношению к	2	4
58	как в	4	4
59	все это	2	4
60	как раз	4	4
61	по отношению	3	4
62	не может	6	4
63	на этом	2	4
64	то же	6	4
65	не так	3	4
66	хотя и	5	4
67	он в	2	4
68	точки зрения	23	4
69	только в	6	4
70	в рамках	5	3
71	в нашем	7	3
72	как о	3	3
73	не столько	4	3
74	на фоне	7	3
75	прежде всего	9	3
76	или иного	3	3
77	или иной	7	3
78	этого слова	4	3
79	что на	3	3
80	тем не	9	3
81	по поводу	3	3
82	было бы	16	3
83	и если	2	3
84	мы имеем	2	3
85	той или	5	3
86	что и	6	3
87	себя внимание	2	3
88	в их	6	3
89	если бы	8	3
90	не знает	2	3
91	именно в	3	3
92	того или	3	3
93	можно было	11	3
94	а в	5	3
95	как мы	5	3
96	тому как	2	3
97	в результате	3	3
98	тем что	5	3
99	я в	3	3
100	я и	3	3
101	в общем	6	2
102	того что	11	2
103	речь идет	3	2
104	в одном	2	2
105	и иной	2	2
106	что все	2	2
107	вовсе не	5	2
108	и я	2	2
109	по себе	6	2
110	отличие от	2	2
111	по существу	3	2
112	а то	2	2
113	что в	13	2
114	она не	3	2
115	еще не	9	2
116	о чем	2	2
117	в своей	4	2
118	нас к	2	2
119	е к	2	2
120	не о	2	2
121	в таких	2	2
122	в котором	2	2
123	один из	4	2
124	не есть	3	2
125	в отличие	2	2
126	вместе с	2	2
127	дело не	2	2
128	на него	3	2
129	что она	5	2
130	которые и	3	2
131	другой стороны	3	2
132	внимание на	2	2
133	вообще и	3	2
134	языка и	2	2
135	в текст	2	2
136	таким образом	9	2
137	той же	3	2
138	т е	32	2
139	еще более	2	2
140	те же	7	2
141	в двух	2	2
142	на этот	2	2
143	не имеет	3	2
144	речи в	7	2
145	с точки	16	2
146	так же	2	2
147	в таком	4	2
148	никак не	2	2
149	между тем	4	2
150	он не	3	2
151	этого рода	3	2
152	к его	2	2
153	на протяжении	2	2
154	в то	3	2
155	в его	11	2
156	в поэзии	5	2
157	его в	2	2
158	в этих	2	2
159	таком случае	2	2
160	сказать что	7	2
