N	2gram	Berdyaev_M_1	Psycholo
1	то что	5	44
2	и в	28	33
3	в этом	20	28
4	как бы	2	25
5	и что	2	25
6	потому что	16	24
7	для того	2	23
8	может быть	30	22
9	том что	3	22
10	того чтобы	2	22
11	что в	10	21
12	в том	6	21
13	о том	2	20
14	что он	10	20
15	и мы	2	15
16	и не	11	13
17	сказать что	2	13
18	то есть	3	13
19	все это	6	13
20	к тому	3	12
21	в самом	11	12
22	и все	10	12
23	так как	3	12
24	было бы	10	12
25	он не	24	11
26	не может	28	10
27	в его	9	10
28	если бы	2	10
29	в этой	6	9
30	в конце	7	8
31	в каком	2	8
32	вместе с	6	8
33	как будто	2	8
34	в своем	10	7
35	для нас	3	7
36	до конца	14	7
37	в нем	13	7
38	не только	29	7
39	когда он	3	7
40	это не	5	6
41	в самой	7	6
42	в ней	15	6
43	все эти	2	6
44	и вот	3	6
45	но он	9	6
46	точки зрения	4	6
47	когда мы	2	6
48	у него	17	6
49	мы видим	2	6
50	а не	25	6
51	в себе	7	6
52	никогда не	14	5
53	и как	2	5
54	и на	6	5
55	как он	2	5
56	с ним	2	5
57	с этим	3	5
58	это и	4	5
59	как и	5	5
60	и его	9	5
61	все же	2	5
62	и это	12	5
63	и есть	14	4
64	жизни и	2	4
65	а в	4	4
66	того что	7	4
67	с этой	4	4
68	с тем	9	4
69	в жизни	3	4
70	к этому	2	4
71	у нас	5	4
72	никто не	2	4
73	о нем	2	4
74	себя в	3	4
75	в своей	15	4
76	только в	6	4
77	в которой	6	4
78	в мире	10	3
79	должно быть	3	3
80	на этом	3	3
81	но если	3	3
82	был бы	10	3
83	но и	25	3
84	конечно не	3	3
85	тому чтобы	2	3
86	не было	18	3
87	увидим что	4	3
88	в которых	4	3
89	в то	2	3
90	его в	3	3
91	в основе	2	3
92	должен был	4	3
93	но не	8	3
94	до сих	2	3
95	пути и	2	3
96	она не	4	3
97	конце концов	2	3
98	и этот	4	3
99	что и	4	3
100	в дневнике	2	3
101	сих пор	2	3
102	как в	2	3
103	и он	12	3
104	к этой	2	3
105	и для	2	3
106	от этого	2	3
107	тем что	4	3
108	эти слова	2	3
109	в той	2	3
110	на этот	2	3
111	место в	2	2
112	уже в	4	2
113	не был	7	2
114	бы и	3	2
115	и от	2	2
116	прежде всего	10	2
117	вопрос о	2	2
118	всю жизнь	4	2
119	себе и	2	2
120	в виду	2	2
121	в котором	8	2
122	один из	4	2
123	только одно	3	2
124	которой все	2	2
125	мысли о	2	2
126	не хотел	3	2
127	в их	4	2
128	быть не	2	2
129	не имеет	3	2
130	есть только	2	2
131	его не	3	2
132	время как	2	2
133	и с	3	2
134	одно из	3	2
135	также и	2	2
136	не в	16	2
137	человеческой природы	20	2
138	и потому	10	2
139	бы не	2	2
140	но в	7	2
141	а как	2	2
142	с его	3	2
143	в них	4	2
144	если он	5	2
145	и к	2	2
146	в ее	3	2
147	в легенде	4	2
148	литературы и	2	2
149	мы увидим	3	2
150	которую он	2	2
151	и когда	2	2
152	начинает с	2	2
153	не все	2	2
154	тему о	4	2
155	оказывается что	2	2
156	он знает	2	2
157	толстого который	2	2
158	то время	2	2
159	и она	2	2
160	хотя бы	3	2
161	на пути	4	2
162	те которые	9	2
163	ничего не	3	2
