N	2gram	Losev_Dial_2	Komedia
1	и в	19	22
2	и не	30	21
3	т е	30	16
4	том что	10	13
5	в том	14	12
6	таким образом	4	12
7	так как	14	11
8	ни в	10	10
9	потому что	14	10
10	до сих	2	9
11	в самом	5	9
12	вместе с	2	9
13	сих пор	2	9
14	в своем	4	8
15	что он	6	8
16	что и	5	8
17	в этом	8	8
18	о том	5	8
19	его в	3	8
20	о чем	3	7
21	об этом	3	7
22	при этом	4	7
23	то же	12	7
24	не по	2	7
25	только что	5	7
26	а в	4	7
27	в конце	2	7
28	во время	2	6
29	ясно что	4	6
30	еще не	4	6
31	к тому	2	6
32	может быть	20	6
33	как раз	5	6
34	самом деле	4	6
35	и что	5	6
36	так что	7	6
37	и его	5	6
38	в то	6	6
39	не менее	3	5
40	связи с	4	5
41	что в	7	5
42	же время	5	5
43	прежде всего	8	5
44	то это	2	5
45	как это	7	5
46	не только	19	5
47	в своей	8	5
48	из них	3	5
49	все это	4	5
50	он не	4	5
51	тем что	2	5
52	к нему	4	5
53	с ним	4	5
54	но в	2	5
55	с самого	2	4
56	самого начала	2	4
57	с тем	2	4
58	но все	2	4
59	отнюдь не	6	4
60	с другой	5	4
61	сразу же	3	4
62	вовсе не	13	4
63	все же	4	4
64	не в	8	4
65	несмотря на	2	4
66	в ней	2	4
67	и т	17	4
68	то что	14	4
69	но и	12	4
70	на него	2	4
71	что она	14	4
72	т п	2	4
73	а не	16	4
74	так же	2	4
75	тут же	4	4
76	точки зрения	12	4
77	в себе	15	4
78	в связи	4	4
79	так и	10	4
80	хотя бы	4	4
81	и с	5	4
82	в частности	2	3
83	никогда не	9	3
84	следует что	2	3
85	в какой	2	3
86	с этим	3	3
87	в нем	10	3
88	нисколько не	4	3
89	и к	7	3
90	тем не	2	3
91	в ее	4	3
92	как и	10	3
93	в этой	3	3
94	по своему	5	3
95	было бы	3	3
96	и мы	3	3
97	конечно не	6	3
98	как бы	14	3
99	тех пор	3	3
100	сходство в	2	3
101	не может	9	3
102	с одной	2	3
103	все равно	5	3
104	что не	6	3
105	с точки	8	3
106	тем же	2	3
107	и даже	14	3
108	их в	2	3
109	во всяком	2	3
110	говорить о	5	3
111	же самое	2	3
112	как он	4	3
113	в которой	2	3
114	ничего не	3	3
115	всяком случае	2	3
116	том как	2	3
117	уже в	4	2
118	все время	3	2
119	не мешает	5	2
120	не отличаются	2	2
121	не как	2	2
122	как в	2	2
123	не будет	2	2
124	это не	10	2
125	и все	12	2
126	в одном	4	2
127	человека и	2	2
128	и я	2	2
129	не могут	4	2
130	если мы	2	2
131	как из	2	2
132	без всякого	4	2
133	в силу	5	2
134	что они	6	2
135	она не	8	2
136	то время	4	2
137	что с	2	2
138	только как	3	2
139	и если	4	2
140	совершенно не	7	2
141	на его	2	2
142	в сущности	2	2
143	за пределы	4	2
144	от того	4	2
145	так или	2	2
146	раз в	2	2
147	после этого	3	2
148	во всех	2	2
149	дело не	2	2
150	в их	2	2
151	как мы	3	2
152	другой стороны	4	2
153	в изображении	2	2
154	его не	2	2
155	хочет быть	3	2
156	не было	3	2
157	время как	7	2
158	в мире	2	2
159	в таком	4	2
160	или иначе	2	2
161	в своих	2	2
162	в результате	2	2
163	тому что	2	2
164	между тем	2	2
165	нуждается в	3	2
166	нет ни	3	2
167	в другом	4	2
168	что мы	2	2
169	е в	3	2
170	и это	5	2
171	в области	2	2
172	в виду	5	2
