N	3gram	Vygotskiy__5	Myshleni
1	в том что	14	31
2	заключается в том	6	14
3	с точки зрения	2	11
4	с одной стороны	12	9
5	мы могли бы	4	9
6	с другой стороны	5	8
7	друг с другом	3	7
8	то же самое	3	7
9	в этом отношении	3	7
10	в самом деле	5	6
11	одно и то	3	6
12	и то же	3	6
13	и того же	2	5
14	так же как	2	5
15	можно было бы	3	5
16	одного и того	2	5
17	не только не	4	5
18	для того чтобы	19	5
19	и той же	2	4
20	на первый план	2	4
21	на то что	16	4
22	таким образом что	3	4
23	и то что	3	4
24	одной и той	2	4
25	по сравнению с	4	3
26	с таким образом	2	3
27	о том что	6	3
28	с тем что	3	3
29	бы сказать что	2	3
30	в этом случае	2	3
31	одним и тем	3	3
32	состоит в том	2	3
33	и тем же	3	3
34	вместе с тем	3	3
35	мы видим в	2	2
36	в данном случае	2	2
37	мы видим что	3	2
38	и в результате	2	2
39	а с другой	4	2
40	в отличие от	2	2
41	могли бы сказать	2	2
42	в том чтобы	2	2
43	и что в	3	2
44	именно то что	4	2
