N	2gram	Vinokur_St_2	Problemy
1	и в	29	43
2	и не	9	29
3	т е	10	26
4	может быть	2	23
5	как бы	5	22
6	не может	2	18
7	но и	19	14
8	как и	2	14
9	и т	9	13
10	точки зрения	5	13
11	в этом	21	13
12	что он	13	13
13	в нем	4	12
14	в одном	6	12
15	не в	4	11
16	по себе	3	11
17	не только	19	11
18	прежде всего	5	10
19	и на	6	10
20	но в	8	10
21	в его	13	10
22	никогда не	3	9
23	он не	9	9
24	т п	3	9
25	для него	4	8
26	то же	2	8
27	с точки	2	8
28	и его	6	8
29	до сих	6	7
30	и сам	2	7
31	в самом	7	7
32	в то	2	7
33	то что	11	7
34	сих пор	5	7
35	а не	5	7
36	в другом	4	7
37	в этих	3	6
38	в том	27	6
39	при этом	2	6
40	в котором	7	6
41	что я	2	6
42	на то	2	5
43	так что	3	5
44	хотя и	4	5
45	у меня	3	5
46	все это	11	5
47	таким образом	10	5
48	все эти	2	5
49	и с	4	5
50	это слово	3	5
51	вовсе не	6	5
52	о том	17	5
53	но не	3	5
54	было бы	5	5
55	никак не	2	5
56	и что	6	5
57	в той	5	5
58	самом деле	3	5
59	в речи	4	5
60	и он	3	5
61	в себе	2	5
62	я не	7	4
63	что в	19	4
64	в своем	9	4
65	с другой	4	4
66	к тому	10	4
67	до конца	3	4
68	но это	3	4
69	ни одного	3	4
70	т д	6	4
71	в результате	2	4
72	но он	3	4
73	во время	2	4
74	так как	2	4
75	а как	4	4
76	с его	2	4
77	в них	2	4
78	совершенно не	2	4
79	в своей	7	4
80	том же	2	4
81	не на	2	4
82	в отличие	2	4
83	там где	2	4
84	на этот	2	4
85	как раз	8	4
86	этот вопрос	2	4
87	только в	2	4
88	и это	2	4
89	отличие от	2	4
90	не менее	3	3
91	в отношении	2	3
92	в одной	2	3
93	он был	2	3
94	тому же	3	3
95	более или	2	3
96	о своей	2	3
97	кроме того	4	3
98	в виду	7	3
99	в их	3	3
100	и даже	3	3
101	и здесь	3	3
102	его в	2	3
103	между тем	5	3
104	если бы	2	3
105	и к	4	3
106	в романе	4	3
107	по существу	2	3
108	даны в	2	3
109	того же	2	3
110	говорят что	2	3
111	кажется что	3	3
112	наконец в	3	3
113	даже в	2	3
114	что и	2	3
115	все же	6	3
116	так и	9	3
117	или менее	2	3
118	другой стороны	3	3
119	также и	2	3
120	ничего не	4	3
121	тем что	3	3
122	в эту	3	3
123	не был	3	2
124	что у	4	2
125	в конце	2	2
126	в образе	3	2
127	была бы	5	2
128	вопрос о	6	2
129	что на	3	2
130	тем не	2	2
131	ни в	3	2
132	и как	2	2
133	но все	7	2
134	из его	2	2
135	времени и	4	2
136	что это	3	2
137	например в	3	2
138	что такое	2	2
139	и др	2	2
140	того что	5	2
141	очень хорошо	2	2
142	так же	3	2
143	особенно в	2	2
144	сказать что	2	2
145	письме к	8	2
146	из них	3	2
147	как он	2	2
148	во всяком	3	2
149	ни было	2	2
150	в письме	5	2
151	два слова	2	2
152	с этим	3	2
153	что было	2	2
154	конечно в	2	2
155	на меня	2	2
156	бы ни	2	2
157	об этом	6	2
158	а затем	2	2
159	у нас	3	2
160	по своему	2	2
161	на себя	3	2
162	и о	4	2
163	которую он	2	2
164	на почве	2	2
165	и пр	8	2
166	дело в	4	2
167	в процессе	2	2
168	ее в	2	2
169	как в	3	2
170	уже после	2	2
171	а с	3	2
172	еще более	4	2
173	том что	27	2
174	тем же	2	2
175	хотя бы	3	2
176	и всегда	2	2
177	чтобы сделать	2	2
178	что этот	2	2
179	отношении к	3	2
180	того как	7	2
