N	3gram	Vygotskiy__2	Myslijsy
1	сами по себе	3	7
2	во всяком случае	2	7
3	в том что	17	7
4	в свою очередь	2	6
5	тем не менее	4	5
6	заключает в себе	2	4
7	в то время	3	4
8	до сих пор	5	4
9	подобно тому как	2	4
10	сам по себе	4	4
11	на то что	6	3
12	и т д	2	3
13	то время как	2	3
14	и т п	8	3
15	таким образом в	2	2
16	только потому что	2	2
17	само по себе	3	2
18	то же время	2	2
19	с таким образом	8	2
20	не в том	2	2
21	не может быть	8	2
22	в то же	2	2
23	с другой стороны	2	2
24	для того чтобы	13	2
25	на самом деле	5	2
