N	2gram	Vygotskiy__2	Dialekti
1	и не	10	30
2	а не	7	18
3	может быть	18	17
4	и т	10	17
5	ничего не	4	17
6	то что	21	16
7	и в	32	15
8	т д	2	15
9	как бы	6	14
10	не имеет	4	14
11	так как	12	14
12	точки зрения	17	14
13	что это	8	13
14	того что	8	13
15	по себе	12	13
16	это не	2	12
17	и вот	3	11
18	в том	37	11
19	не может	17	11
20	ясно что	7	11
21	и все	4	11
22	в этом	13	11
23	с ее	3	10
24	в основе	11	10
25	потому что	21	10
26	том что	21	10
27	было бы	11	9
28	в виду	3	9
29	все это	5	9
30	мы не	3	9
31	и что	22	9
32	то же	13	9
33	с точки	10	9
34	значит что	3	9
35	ни в	2	8
36	не в	8	8
37	это значит	3	8
38	в себе	2	8
39	не только	12	8
40	в чем	4	8
41	и ее	3	8
42	и это	4	8
43	что в	20	7
44	что именно	3	7
45	и мы	6	7
46	что оно	2	7
47	что он	13	7
48	как и	10	7
49	и его	7	7
50	и вообще	2	7
51	только в	7	7
52	так что	3	6
53	же время	2	6
54	и тем	4	6
55	и даже	5	6
56	сказать что	7	6
57	вовсе не	2	6
58	ни на	3	6
59	если бы	6	6
60	тем более	2	6
61	в то	5	6
62	что и	17	6
63	как только	2	5
64	так и	3	5
65	на то	11	5
66	но что	2	5
67	того чтобы	14	5
68	в ней	5	5
69	в нем	4	5
70	что она	16	5
71	но только	4	5
72	в свете	2	5
73	таким образом	21	5
74	и на	5	5
75	о том	6	5
76	мы имеем	4	5
77	с его	2	5
78	тогда когда	3	5
79	в жизни	4	5
80	есть не	4	5
81	в смысле	3	5
82	в сущности	7	5
83	если мы	12	5
84	для того	13	5
85	и для	4	5
86	той же	8	5
87	в каком	3	5
88	что все	9	4
89	и как	7	4
90	но это	2	4
91	в этой	6	4
92	что они	7	4
93	один из	3	4
94	жизни и	4	4
95	но и	10	4
96	в особенности	2	4
97	так же	18	4
98	само по	3	4
99	также и	2	4
100	и с	4	4
101	мы должны	3	4
102	в одном	2	4
103	с тем	11	4
104	отнюдь не	5	4
105	не как	3	4
106	видим что	3	4
107	мы видим	4	4
108	то ни	2	4
109	она не	2	4
110	еще не	2	4
111	как раз	5	4
112	должны быть	3	4
113	хотя бы	3	4
114	тому как	3	4
115	в его	2	4
116	подобно тому	2	4
117	что если	6	3
118	та же	3	3
119	на этом	3	3
120	в свою	3	3
121	и той	4	3
122	и следовательно	2	3
123	совершенно не	4	3
124	в их	3	3
125	смысл и	2	3
126	все эти	7	3
127	есть только	5	3
128	с этим	4	3
129	но в	3	3
130	же что	2	3
131	об этом	3	3
132	только потому	2	3
133	когда она	4	3
134	в своей	3	3
135	говорит о	2	3
136	при помощи	10	3
137	когда он	10	3
138	бы и	3	3
139	как в	9	3
140	одной и	4	3
141	что не	3	3
142	из которых	2	3
143	то или	2	3
144	в данном	4	3
145	и то	3	3
146	мы можем	3	3
147	могут быть	4	3
148	едва ли	4	3
149	не менее	8	2
150	не могут	3	2
151	мы будем	2	2
152	в частности	3	2
153	чувства и	2	2
154	и без	2	2
155	или что	3	2
156	в отношении	3	2
157	она является	2	2
158	с этой	4	2
159	точно так	3	2
160	представление о	3	2
161	главным образом	3	2
162	на все	5	2
163	показывает что	3	2
164	что на	4	2
165	к своему	2	2
166	совершенно ясно	7	2
167	заключается в	12	2
168	свою очередь	2	2
169	что с	3	2
170	в нашей	3	2
171	при этом	13	2
172	и часто	2	2
173	в самом	12	2
174	себе и	2	2
175	которые мы	4	2
176	никогда не	9	2
177	с той	4	2
178	из них	4	2
179	и их	3	2
180	есть нечто	2	2
181	другой стороны	2	2
182	для этого	3	2
183	и только	2	2
184	не было	2	2
185	от того	4	2
186	этой точки	2	2
187	мы находим	2	2
188	во внимание	2	2
189	и по	4	2
190	произведение и	2	2
191	самое что	2	2
192	о ней	4	2
193	и так	3	2
194	и когда	4	2
195	но как	3	2
196	во всем	3	2
197	того или	3	2
198	не понимает	2	2
199	показать как	2	2
200	как это	4	2
201	есть по	4	2
202	том как	2	2
203	сам по	4	2
204	если она	2	2
205	при таком	4	2
206	в них	2	2
207	сравнению с	2	2
208	только мы	2	2
209	думать что	3	2
210	в ее	2	2
211	все же	4	2
212	все что	2	2
213	и из	6	2
214	никак не	4	2
215	в свое	2	2
216	не значит	2	2
217	для нее	2	2
218	оно не	2	2
219	тем не	4	2
220	по сравнению	2	2
221	как не	2	2
222	во всех	3	2
223	вместе с	2	2
224	что же	3	2
225	художественное произведение	6	2
226	как нечто	2	2
227	бы не	2	2
228	того как	4	2
229	которая не	2	2
230	жизнь и	3	2
231	что по	2	2
232	что этот	2	2
233	во всяком	2	2
234	тем что	9	2
235	мы получаем	2	2
236	и при	2	2
237	как будто	7	2
238	и другое	2	2
239	отношении к	3	2
240	в которой	2	2
241	отличие от	2	2
242	не могли	3	2
243	это было	3	2
