N	2gram	Berdyaev_M_2	Istorich
1	и в	46	26
2	т е	4	18
3	так же	6	18
4	то что	5	16
5	не только	18	15
6	что в	4	14
7	может быть	21	14
8	же как	3	13
9	но и	15	12
10	что он	7	10
11	так и	4	10
12	и его	5	10
13	что и	4	9
14	и не	18	9
15	его в	3	9
16	так как	8	9
17	то же	5	8
18	а в	2	8
19	в этих	2	7
20	превращается в	2	7
21	как и	13	7
22	он не	10	7
23	как в	7	7
24	в этом	20	7
25	не всегда	2	6
26	мы видим	2	6
27	что они	3	6
28	вместе с	2	6
29	не может	15	6
30	а не	13	6
31	к нему	2	6
32	потому что	12	6
33	как он	3	6
34	у него	22	5
35	это не	5	5
36	это и	3	5
37	ничего не	2	5
38	в его	5	5
39	до сих	3	5
40	сих пор	3	5
41	и что	2	5
42	уже не	4	5
43	не в	9	5
44	и с	3	5
45	тем что	3	5
46	и здесь	6	5
47	но в	10	5
48	с собой	2	5
49	вопрос о	6	4
50	все что	4	4
51	в своей	5	4
52	он в	3	4
53	того как	3	4
54	но эта	2	4
55	его на	4	4
56	но он	11	4
57	о том	3	4
58	что у	4	3
59	к себе	2	3
60	в образе	3	3
61	к своему	2	3
62	в том	3	3
63	том что	4	3
64	и других	2	3
65	но это	8	3
66	во всем	5	3
67	не что	3	3
68	она не	8	3
69	мы увидим	2	3
70	и если	2	3
71	на его	2	3
72	как бы	8	3
73	и он	11	3
74	что она	5	3
75	на земле	8	3
76	те же	5	3
77	не мог	3	3
78	не имеет	4	3
79	на смену	3	3
80	что иное	3	3
81	связи с	2	3
82	только в	3	3
83	в русской	6	3
84	переходит в	8	3
85	иное как	3	3
86	е в	2	3
87	связана с	7	2
88	уже в	2	2
89	и есть	8	2
90	никогда не	18	2
91	в своем	8	2
92	он же	3	2
93	и во	3	2
94	в который	2	2
95	и все	5	2
96	по себе	2	2
97	ни в	3	2
98	так что	2	2
99	есть в	3	2
100	на этом	2	2
101	есть и	3	2
102	и там	6	2
103	после того	2	2
104	и тот	2	2
105	говорит что	2	2
106	если бы	3	2
107	такого рода	2	2
108	у нас	11	2
109	он уже	2	2
110	но для	2	2
111	хотя и	2	2
112	по своей	3	2
113	хотя бы	7	2
114	только это	2	2
115	в нем	22	2
116	не есть	13	2
117	он также	2	2
118	себя в	4	2
119	не к	2	2
120	отношение к	8	2
121	от того	3	2
122	что это	6	2
123	что есть	2	2
124	и за	2	2
125	и вот	5	2
126	лишь в	2	2
127	идет на	2	2
128	того что	6	2
129	только с	3	2
130	увидим что	2	2
131	и на	3	2
132	не случайно	2	2
133	сказать что	3	2
134	его с	2	2
135	в себе	10	2
136	в этой	7	2
137	ему как	2	2
138	но этот	2	2
139	и этим	2	2
140	он открывает	2	2
141	стоит на	2	2
