N	2gram	Vygotskiy__6	Problemy
1	и в	28	35
2	как бы	11	31
3	и не	11	27
4	что он	18	24
5	в его	3	21
6	но в	5	19
7	не может	19	18
8	как и	6	18
9	в нем	7	16
10	к другому	4	16
11	то же	7	15
12	и все	5	15
13	но и	10	14
14	для него	6	14
15	может быть	13	14
16	все это	2	14
17	в сущности	7	14
18	и его	3	14
19	в этом	27	14
20	что я	2	13
21	он не	7	13
22	прежде всего	2	12
23	и к	6	12
24	в другом	2	12
25	в пределах	5	11
26	в то	6	11
27	не в	4	10
28	самом деле	2	10
29	не только	16	10
30	то что	28	10
31	в отношении	10	9
32	я не	4	8
33	самого начала	7	8
34	так и	6	8
35	с самого	7	8
36	потому что	22	8
37	мы уже	2	8
38	все же	2	8
39	как мы	10	8
40	так же	15	7
41	а в	2	7
42	и наконец	2	7
43	точки зрения	13	7
44	с ним	2	7
45	с его	3	7
46	еще не	8	7
47	себе и	2	7
48	отношению к	10	7
49	отношении к	3	7
50	там где	7	7
51	таким образом	18	7
52	он сам	2	6
53	что в	17	6
54	в каждом	3	6
55	к тому	10	6
56	но это	2	6
57	что они	2	6
58	и что	6	6
59	отношение к	7	6
60	в самом	8	6
61	что у	2	6
62	и на	5	6
63	он с	2	6
64	не знает	3	6
65	в одном	2	6
66	от него	2	6
67	но не	10	6
68	по отношению	10	6
69	в плане	3	6
70	только в	18	6
71	в конце	2	5
72	в том	28	5
73	так что	6	5
74	с ними	2	5
75	этого слова	2	5
76	как в	3	5
77	и то	4	5
78	в себе	4	5
79	все время	3	4
80	но на	2	4
81	никогда не	8	4
82	друг другу	2	4
83	с другой	2	4
84	в такой	2	4
85	до конца	3	4
86	друг с	5	4
87	на его	3	4
88	его отношение	3	4
89	но он	2	4
90	но как	3	4
91	его в	6	4
92	так как	10	4
93	бы в	3	4
94	у него	2	4
95	как раз	6	4
96	в них	3	4
97	по себе	3	4
98	по своему	2	4
99	еще в	2	4
100	в своей	2	4
101	только на	2	4
102	в той	4	4
103	а не	3	4
104	тем что	8	4
105	с другом	5	4
106	в чем	6	4
107	за собой	3	3
108	и от	2	3
109	в целом	3	3
110	из них	2	3
111	другой стороны	2	3
112	в одной	4	3
113	все эти	2	3
114	к одному	2	3
115	но только	2	3
116	того что	24	3
117	это не	5	3
118	сказать что	13	3
119	нуждается в	3	3
120	мы должны	3	3
121	в высшей	2	3
122	своего собственного	2	3
123	в котором	2	3
124	с тем	5	3
125	поэтому он	2	3
126	друг к	3	3
127	с этим	4	3
128	раз и	2	3
129	этом смысле	2	3
130	это и	3	3
131	том что	19	3
132	и своего	2	3
133	слов и	3	3
134	было бы	9	3
135	во всех	4	3
136	другим и	2	3
137	что и	4	3
138	когда он	2	3
139	к другу	4	3
140	он умеет	5	3
141	только что	2	3
142	и т.д	3	3
143	не менее	2	2
144	на вопрос	2	2
145	в этих	2	2
146	тому что	11	2
147	для этого	2	2
148	вообще не	6	2
149	с этой	2	2
150	что все	5	2
151	именно потому	2	2
152	это в	2	2
153	вопрос о	5	2
154	что на	4	2
155	мы знаем	4	2
156	на этом	4	2
157	но что	4	2
158	что с	3	2
159	при этом	3	2
160	например в	4	2
161	к другим	11	2
162	совпадает с	4	2
163	хотя и	3	2
164	мог бы	3	2
165	время как	5	2
166	речи в	2	2
167	мы видели	8	2
168	в своем	7	2
169	что оно	7	2
170	те же	3	2
171	и по	3	2
172	в которых	2	2
173	по своей	3	2
174	в первом	4	2
175	мысли в	4	2
176	другу как	2	2
177	до крайности	2	2
178	лежит в	3	2
179	в раннем	2	2
180	слово не	2	2
181	раз в	3	2
182	и того	4	2
183	то в	5	2
184	если я	4	2
185	друг друга	4	2
186	его мысли	3	2
187	вместе с	7	2
188	приводит к	6	2
189	всем этим	2	2
190	показать что	5	2
191	на этот	4	2
192	и как	6	2
193	с точки	10	2
194	в которой	7	2
195	той же	4	2
196	можно было	7	2
197	с другими	2	2
198	мы можем	9	2
199	между двумя	2	2
200	за ним	2	2
201	всех тех	2	2
202	и вообще	2	2
203	из этого	2	2
204	в каждой	4	2
