N	2gram	Losev_Prob_4	Problemy
1	и в	20	46
2	то есть	27	40
3	и не	28	27
4	может быть	9	23
5	как бы	4	19
6	не может	5	19
7	в нем	5	17
8	у достоевского	4	16
9	в этом	9	16
10	не только	24	14
11	перед нами	13	12
12	но и	14	12
13	как и	6	12
14	как мы	3	12
15	и на	3	11
16	точки зрения	14	11
17	в одном	4	11
18	а не	7	11
19	не в	13	10
20	в пределах	2	10
21	прежде всего	11	9
22	в том	20	9
23	в самом	2	9
24	и все	8	9
25	вовсе не	21	9
26	и к	3	9
27	в его	3	9
28	с точки	11	9
29	конечно не	3	8
30	или в	5	8
31	и с	7	7
32	по себе	11	7
33	еще не	7	7
34	как раз	4	7
35	в себе	12	7
36	ни в	17	6
37	но это	6	6
38	есть в	7	6
39	хотя и	5	6
40	друг друга	2	6
41	но в	8	6
42	что он	8	6
43	то же	7	6
44	все это	9	6
45	и он	2	6
46	и его	10	6
47	только в	23	6
48	это не	7	5
49	о себе	3	5
50	при этом	6	5
51	в котором	2	5
52	к нему	3	5
53	нам кажется	2	5
54	жизни и	5	5
55	мы находим	2	5
56	в самой	4	5
57	в то	4	5
58	так как	5	5
59	в жизни	3	5
60	в романах	2	5
61	с его	2	5
62	за пределы	2	5
63	о том	5	5
64	во всех	4	5
65	если мы	5	5
66	уже в	4	4
67	что в	3	4
68	в этих	5	4
69	можно сказать	5	4
70	слова но	3	4
71	да и	5	4
72	кроме того	4	4
73	в виду	6	4
74	таким образом	8	4
75	еще и	3	4
76	все эти	16	4
77	и наконец	4	4
78	потому что	15	4
79	же и	3	4
80	во всем	2	4
81	мы не	7	4
82	мы можем	3	4
83	как в	5	4
84	том что	12	4
85	но не	5	4
86	совершенно не	3	4
87	он не	2	4
88	все же	2	4
89	то что	15	4
90	то перед	2	4
91	так и	10	4
92	уже не	5	4
93	самом деле	3	4
94	здесь не	7	4
95	в отношении	4	3
96	с другой	7	3
97	к своему	2	3
98	в своем	3	3
99	более или	2	3
100	слова то	2	3
101	но если	6	3
102	у меня	2	3
103	себе и	3	3
104	здесь нет	3	3
105	то это	3	3
106	и для	4	3
107	не к	2	3
108	другой стороны	6	3
109	так же	5	3
110	и только	4	3
111	и даже	9	3
112	также и	13	3
113	имеем в	3	3
114	но этот	2	3
115	в конце	2	3
116	мы имеем	6	3
117	если бы	8	3
118	и во	4	3
119	с собой	3	3
120	в условиях	3	3
121	с ее	2	3
122	так чтобы	2	3
123	а то	2	3
124	того же	2	3
125	и что	2	3
126	но именно	2	3
127	было бы	14	3
128	кажется что	2	3
129	в своей	4	3
130	и о	5	3
131	никак не	4	3
132	что и	3	3
133	себя в	2	3
134	или менее	2	3
135	только на	2	3
136	еще более	2	3
137	в той	8	3
138	отличается от	4	3
139	почти всегда	2	3
140	жизнь и	4	3
141	сам по	6	3
142	тем что	3	3
143	правда в	3	3
144	в этой	4	3
145	далеко не	2	3
146	и это	2	3
147	дело в	2	3
148	не менее	10	2
149	сама по	2	2
150	только и	5	2
151	для этого	2	2
152	на все	2	2
153	или иной	13	2
154	к тому	3	2
155	все время	2	2
156	все в	3	2
157	для нас	6	2
158	без всякого	4	2
159	в одно	6	2
160	так что	6	2
161	и как	3	2
162	но все	3	2
163	том или	3	2
164	времени и	4	2
165	смысле слова	15	2
166	для него	3	2
167	мы здесь	2	2
168	той или	14	2
169	и является	3	2
170	и тем	7	2
171	он тоже	2	2
172	но она	3	2
173	то и	5	2
174	в других	2	2
175	не было	3	2
176	и по	2	2
177	а в	4	2
178	только так	2	2
179	и совершенно	2	2
180	в результате	8	2
181	сказать что	7	2
182	что мы	3	2
183	в художественном	4	2
184	он как	3	2
185	с ним	4	2
186	сознания и	3	2
187	здесь конечно	2	2
188	с этим	4	2
189	у пушкина	3	2
190	этом смысле	3	2
191	и жизнь	2	2
192	стороны и	2	2
193	этом мы	2	2
194	о которых	2	2
195	остановимся на	2	2
196	у нас	14	2
197	указывает на	4	2
198	здесь в	5	2
199	в корне	2	2
200	об этом	6	2
201	к ней	2	2
202	только к	3	2
203	нет и	2	2
204	сами по	2	2
205	если оно	2	2
206	вместе с	5	2
207	бы и	3	2
208	все равно	3	2
209	или к	2	2
210	хотя бы	7	2
211	можно было	4	2
212	в данном	6	2
213	во всяком	8	2
214	в другом	3	2
215	не могли	2	2
