N	2gram	Vygotskiy__2	Marksizm
1	может быть	9	28
2	и в	15	19
3	как бы	7	19
4	и не	7	19
5	не может	9	18
6	в процессе	11	18
7	точки зрения	26	17
8	то же	5	16
9	и его	4	16
10	языка и	3	15
11	как мы	6	15
12	в этом	19	15
13	таким образом	14	14
14	лишь в	3	14
15	в сущности	9	14
16	не только	15	13
17	с точки	18	13
18	речи и	15	13
19	связи с	9	13
20	если бы	8	11
21	вовсе не	6	11
22	не в	8	10
23	но и	10	10
24	том что	27	10
25	так и	8	10
26	и т.п	7	10
27	речи в	6	10
28	для него	3	9
29	при этом	3	9
30	в основе	3	9
31	как и	6	9
32	самом деле	6	9
33	а не	3	9
34	отнюдь не	2	8
35	не является	9	8
36	по отношению	6	8
37	с его	4	8
38	отношению к	5	8
39	только в	4	8
40	никогда не	8	7
41	в связи	6	7
42	в том	33	7
43	но в	6	7
44	и более	2	7
45	прежде всего	4	7
46	внутренней речи	5	7
47	на самом	3	7
48	и для	2	7
49	к тому	7	6
50	ни в	2	6
51	и как	2	6
52	того чтобы	12	6
53	в самом	11	6
54	с помощью	5	6
55	же самое	2	6
56	и все	3	6
57	речи мы	4	6
58	мы уже	6	6
59	во всех	2	6
60	и значением	3	6
61	если мы	6	6
62	для того	10	6
63	хотя бы	4	6
64	мы можем	10	6
65	или иной	2	5
66	смысле слова	5	5
67	на этой	2	5
68	в их	2	5
69	так же	4	5
70	к этому	4	5
71	того же	3	5
72	в его	2	5
73	этого слова	3	5
74	все же	4	5
75	в данном	3	5
76	тем более	3	5
77	в отношении	6	4
78	это не	5	4
79	на то	6	4
80	той или	2	4
81	все те	2	4
82	то что	20	4
83	и тем	2	4
84	мы видели	6	4
85	и их	5	4
86	значение в	3	4
87	того что	17	4
88	речь и	5	4
89	сказать что	6	4
90	как раз	4	4
91	смысле этого	3	4
92	следует что	2	4
93	что он	12	4
94	было бы	10	4
95	для себя	3	4
96	связь с	2	4
97	речь в	3	4
98	и ее	3	4
99	в себе	2	4
100	и т.д	12	4
101	ничего не	3	4
102	не существует	3	3
103	перед нами	2	3
104	в этих	2	3
105	столь же	2	3
106	с другой	6	3
107	высшей степени	7	3
108	в этой	6	3
109	одной стороны	7	3
110	за пределы	2	3
111	в котором	2	3
112	а в	4	3
113	с этим	3	3
114	с одной	7	3
115	что оно	4	3
116	все эти	3	3
117	в другом	2	3
118	не имеет	4	3
119	должно быть	2	3
120	в истории	6	3
121	но ведь	2	3
122	о том	9	3
123	в высшей	7	3
124	так как	4	3
125	к которым	4	3
126	по себе	7	3
127	социальной среды	5	3
128	для всего	2	3
129	в качестве	4	3
130	одной из	3	3
131	он не	7	3
132	и до	3	3
133	что и	2	3
134	в своей	4	3
135	только что	3	3
136	в отличие	3	3
137	на основе	7	3
138	той же	2	3
139	с другими	3	3
140	во всяком	7	3
141	могут быть	2	3
142	и это	3	3
143	отличие от	3	3
144	для данной	2	3
145	связана с	4	2
146	уже в	5	2
147	все время	3	2
148	независимо от	4	2
149	что в	14	2
150	что это	6	2
151	точку зрения	6	2
152	и речь	2	2
153	на все	2	2
154	вопрос о	5	2
155	в собственном	3	2
156	его к	2	2
157	является для	4	2
158	как процесс	2	2
159	мы знаем	7	2
160	которой мы	2	2
161	что они	3	2
162	более или	2	2
163	но что	2	2
164	и самого	2	2
165	всяком случае	6	2
166	в зависимости	6	2
167	в своем	9	2
168	речи к	7	2
169	именно в	2	2
170	они не	3	2
171	категорий и	2	2
172	и даже	5	2
173	друг друга	5	2
174	не следует	2	2
175	но для	2	2
176	в более	2	2
177	и с	4	2
178	к его	2	2
179	в начале	4	2
180	или как	2	2
181	от этого	2	2
182	однако и	2	2
183	у него	2	2
184	лежит в	3	2
185	в учении	6	2
186	стороны и	2	2
187	зависимости от	6	2
188	но не	3	2
189	подход к	2	2
190	мы увидим	2	2
191	прав в	2	2
192	речью и	5	2
193	и особенно	3	2
194	должен быть	2	2
195	собственном смысле	3	2
196	или менее	2	2
197	и речи	13	2
198	приводит к	5	2
199	и тогда	2	2
200	а с	4	2
201	и эта	2	2
202	мы не	10	2
203	или в	3	2
204	речи которые	2	2
205	тем что	2	2
206	это же	3	2
207	на протяжении	2	2
208	там где	6	2
209	вместе с	6	2
