N	3gram	Vygotskiy__1	Problema
1	о том что	7	9
2	с точки зрения	2	8
3	в том что	9	8
4	в конце концов	3	6
5	с другой стороны	5	5
6	тем не менее	2	5
7	как будто бы	2	3
8	в настоящее время	2	3
9	в то время	5	3
10	только тогда когда	4	3
11	вместе с тем	2	3
12	в этом смысле	2	3
13	с одной стороны	5	3
14	то время как	5	3
15	точно так же	3	3
16	на то что	8	2
17	никак не может	2	2
18	по этому поводу	2	2
19	потому что он	2	2
20	во всяком случае	6	2
21	в таком случае	2	2
22	не может быть	8	2
23	для того чтобы	5	2
24	тех или иных	2	2
25	до сих пор	3	2
