N	2gram	Vygotskiy__4	Formalny
1	и в	33	38
2	в этом	28	27
3	может быть	22	23
4	и его	5	21
5	таким образом	13	20
6	и не	13	20
7	в самом	12	16
8	прежде всего	2	15
9	не в	2	15
10	и т	6	14
11	не может	10	14
12	в нем	7	13
13	но и	3	13
14	связи с	2	13
15	в пределах	3	12
16	с его	2	11
17	с тем	4	11
18	в том	21	11
19	вовсе не	5	11
20	в его	10	10
21	и с	2	9
22	как и	5	9
23	при этом	2	9
24	не только	7	9
25	т п	3	9
26	что и	3	8
27	все же	5	8
28	так и	3	8
29	самом деле	12	8
30	тем что	3	8
31	точки зрения	6	8
32	что в	21	7
33	по себе	9	7
34	по существу	2	7
35	слова и	4	7
36	в своей	4	7
37	как мы	4	7
38	с точки	4	7
39	не было	3	6
40	все время	24	6
41	в результате	2	6
42	то что	44	6
43	для понимания	2	6
44	и ее	2	6
45	в ней	6	6
46	в этой	9	6
47	было бы	12	6
48	вместе с	8	6
49	в их	2	6
50	то же	9	6
51	все эти	6	6
52	а не	6	6
53	как раз	9	6
54	он не	11	6
55	только в	4	6
56	а в	4	6
57	хотя бы	2	6
58	в первый	3	5
59	если бы	10	5
60	что он	20	5
61	именно в	2	5
62	это и	5	5
63	же время	2	5
64	во всех	2	5
65	если мы	12	5
66	с этим	5	5
67	и только	7	5
68	т д	2	5
69	и для	3	5
70	сводится к	2	5
71	в основе	3	5
72	говорить о	3	5
73	в то	3	5
74	во всяком	3	5
75	всяком случае	3	5
76	материала и	2	4
77	к этому	4	4
78	к тому	12	4
79	что они	6	4
80	литературы и	2	4
81	в сторону	3	4
82	все остальное	2	4
83	совершенно не	4	4
84	в сущности	6	4
85	как бы	25	4
86	и к	2	4
87	из них	4	4
88	вот как	3	4
89	как в	3	4
90	другой стороны	2	4
91	что оно	3	4
92	что не	4	4
93	и наконец	2	4
94	именно как	2	4
95	ничего не	2	4
96	так как	12	4
97	но в	2	4
98	все дело	2	3
99	всех этих	3	3
100	же как	3	3
101	место в	2	3
102	была бы	2	3
103	и может	5	3
104	в какой	5	3
105	с другой	2	3
106	из этих	2	3
107	а как	2	3
108	мы знаем	2	3
109	и здесь	3	3
110	и как	5	3
111	но все	2	3
112	например в	3	3
113	и сюжет	3	3
114	должно было	2	3
115	однако не	2	3
116	не является	2	3
117	то это	3	3
118	в целом	5	3
119	жизни и	4	3
120	и до	3	3
121	все это	13	3
122	на самом	6	3
123	такой же	2	3
124	того что	4	3
125	того чтобы	22	3
126	для того	23	3
127	мы не	5	3
128	и на	5	3
129	сам по	2	3
130	материал и	2	3
131	говорит эйхенбаум	2	3
132	и все	12	3
133	его в	3	3
134	сюжета и	2	3
135	что это	13	3
136	не то	4	3
137	это было	4	3
138	от этого	3	3
139	времени и	2	2
140	смысла и	4	2
141	между двумя	2	2
142	уже в	2	2
143	от этих	4	2
144	в характере	2	2
145	самого начала	5	2
146	никогда не	5	2
147	тому что	6	2
148	для этого	8	2
149	перед нами	6	2
150	столь же	2	2
151	это не	6	2
152	в одной	2	2
153	в такой	2	2
154	в конце	8	2
155	в основу	3	2
156	не просто	4	2
157	приходим к	2	2
158	тем и	2	2
159	ее и	2	2
160	что именно	3	2
161	это время	2	2
162	в тех	2	2
163	в ее	2	2
164	до конца	7	2
165	с самого	5	2
166	том что	22	2
167	идет о	3	2
168	но не	3	2
169	чтобы сделать	2	2
170	и другое	2	2
171	она не	3	2
172	ни на	2	2
173	в каких	2	2
174	мы в	3	2
175	едва ли	2	2
176	и о	4	2
177	конце концов	3	2
178	слова как	3	2
179	но совершенно	4	2
180	в котором	2	2
181	даже в	2	2
182	сами по	3	2
183	один из	2	2
184	есть только	2	2
185	не будет	4	2
186	ни в	3	2
187	не по	2	2
188	ее в	4	2
189	со стороны	2	2
190	даже не	2	2
191	во всей	3	2
192	тому чтобы	3	2
193	как она	10	2
194	его не	2	2
195	при анализе	2	2
196	смысл и	4	2
197	на этом	3	2
198	и других	4	2
199	в той	3	2
200	тем самым	3	2
201	какой мере	2	2
202	не имеет	2	2
203	должно быть	3	2
204	что для	5	2
205	в таком	4	2
206	этот вопрос	4	2
207	и то	2	2
208	и совершенно	5	2
209	их в	3	2
210	сказать что	13	2
211	ничем не	2	2
212	и от	2	2
213	в искусстве	2	2
214	ее с	4	2
215	при помощи	4	2
216	и это	5	2
217	в художественном	2	2
218	из этого	5	2
219	что эта	6	2
220	должен был	3	2
221	потому что	24	2
222	как это	14	2
223	в которой	4	2
224	с ним	5	2
225	та же	3	2
226	слово в	2	2
227	в виду	2	2
