N	2gram	Propp_Isto_5	Problemy
1	и в	25	35
2	как бы	2	31
3	и не	11	27
4	что он	22	24
5	в его	12	21
6	не может	6	18
7	как и	7	18
8	в нем	7	16
9	то же	4	15
10	и все	3	15
11	но и	13	14
12	может быть	17	14
13	все это	4	14
14	и его	9	14
15	в этом	10	14
16	к нему	3	13
17	он не	4	13
18	прежде всего	6	12
19	и с	3	12
20	в пределах	4	11
21	в то	3	11
22	не в	6	10
23	самом деле	2	10
24	не только	13	10
25	то что	7	10
26	героя и	3	10
27	потому что	7	8
28	мы уже	4	8
29	все же	10	8
30	как мы	5	8
31	и для	2	8
32	и сам	2	7
33	на них	2	7
34	так же	5	7
35	а в	3	7
36	точки зрения	2	7
37	с ним	4	7
38	вовсе не	2	7
39	еще не	8	7
40	отношению к	2	7
41	в виде	9	7
42	там где	6	7
43	таким образом	9	7
44	что в	8	6
45	но это	7	6
46	и что	8	6
47	что у	4	6
48	и на	8	6
49	но не	5	6
50	по отношению	2	6
51	только в	7	6
52	в том	6	5
53	так что	2	5
54	от себя	2	5
55	во время	7	5
56	даже в	2	5
57	на него	8	5
58	как в	6	5
59	героя в	9	5
60	и это	4	5
61	никогда не	3	4
62	с другой	9	4
63	но все	5	4
64	друг с	2	4
65	но он	2	4
66	его в	9	4
67	так как	11	4
68	у него	2	4
69	по себе	2	4
70	во всем	2	4
71	с которым	2	4
72	еще в	2	4
73	в своей	2	4
74	а не	2	4
75	тем что	10	4
76	с другом	2	4
77	что это	5	4
78	все его	2	4
79	уже в	2	3
80	но так	2	3
81	его к	3	3
82	такой же	2	3
83	в него	5	3
84	в целом	3	3
85	из них	2	3
86	другой стороны	8	3
87	его и	2	3
88	в форме	3	3
89	все эти	8	3
90	того что	2	3
91	это не	6	3
92	сказать что	2	3
93	мы должны	4	3
94	или как	2	3
95	под влиянием	2	3
96	с тем	8	3
97	него и	5	3
98	не как	4	3
99	с этим	5	3
100	им и	2	3
101	в ее	4	3
102	том что	8	3
103	во всех	2	3
104	что и	6	3
105	когда он	2	3
106	уже не	11	3
107	которой он	2	3
108	ничего не	2	3
109	не менее	4	2
110	это уже	2	2
111	в этих	6	2
112	с этой	2	2
113	не знал	2	2
114	что все	4	2
115	вопрос о	2	2
116	мы знаем	8	2
117	что его	3	2
118	такое же	2	2
119	в дальнейшем	4	2
120	на этом	3	2
121	например в	5	2
122	на нее	2	2
123	мы видели	7	2
124	здесь он	2	2
125	по которому	3	2
126	на которой	2	2
127	и по	2	2
128	особенно в	2	2
129	но для	2	2
130	в которых	3	2
131	героя но	2	2
132	их в	3	2
133	в ней	5	2
134	здесь еще	3	2
135	о том	7	2
136	герой не	3	2
137	а как	2	2
138	уже и	2	2
139	меня в	2	2
140	а затем	7	2
141	то в	2	2
142	мы увидим	5	2
143	о нем	3	2
144	друг друга	3	2
145	как можно	2	2
146	еще один	2	2
147	но уже	3	2
148	себя в	6	2
149	вместе с	22	2
150	но эти	3	2
151	говорит о	2	2
152	так в	2	2
153	в голове	2	2
154	и он	6	2
155	и как	3	2
156	в которой	4	2
157	или в	6	2
158	с другими	4	2
159	связан с	2	2
160	мы можем	2	2
161	за ним	4	2
162	и вообще	3	2
163	это было	2	2
