N	2gram	Tiupa_Narr_1	Myshleni
1	в этом	17	29
2	точки зрения	10	28
3	и в	19	26
4	не только	32	24
5	то что	11	24
6	с точки	2	21
7	представляет собой	13	19
8	в том	18	18
9	и не	20	18
10	том что	14	17
11	как и	7	15
12	так же	2	14
13	как мы	3	14
14	что в	3	12
15	и его	5	12
16	но и	23	11
17	не может	10	11
18	что они	3	10
19	по своей	3	10
20	что мы	2	9
21	в сущности	3	9
22	тем что	3	9
23	в себе	8	9
24	же как	3	8
25	то же	4	8
26	сказать что	4	8
27	что он	6	8
28	тем самым	6	8
29	только в	4	8
30	к тому	7	7
31	прежде всего	4	7
32	может быть	25	7
33	в какой	2	6
34	и тем	4	6
35	по отношению	7	6
36	именно в	6	6
37	как бы	4	6
38	между собой	2	6
39	в ее	3	6
40	было бы	4	6
41	все эти	2	6
42	все же	7	6
43	самом деле	2	6
44	а не	12	6
45	что это	3	6
46	можно сказать	5	5
47	одной стороны	7	5
48	во второй	2	5
49	данном случае	4	5
50	с одной	7	5
51	и с	4	5
52	одно из	2	5
53	как это	6	5
54	в силу	4	5
55	в качестве	21	5
56	она не	2	5
57	у нее	2	5
58	отношению к	6	5
59	как говорит	3	5
60	и для	2	5
61	в данном	5	5
62	не менее	3	4
63	никогда не	3	4
64	что у	2	4
65	с другой	8	4
66	имеет место	4	4
67	если в	3	4
68	этой точки	2	4
69	в его	9	4
70	о том	6	4
71	но в	6	4
72	о чем	2	4
73	связи с	4	4
74	еще не	7	4
75	одной из	4	4
76	не есть	3	4
77	как в	7	4
78	приводит к	2	4
79	это и	3	4
80	в той	6	4
81	не в	14	4
82	и только	2	4
83	в области	2	4
84	это не	2	3
85	из этих	3	3
86	в собственном	2	3
87	тем не	3	3
88	есть в	2	3
89	для него	2	3
90	мог бы	3	3
91	в ней	3	3
92	в основе	5	3
93	между ними	2	3
94	из двух	3	3
95	обратимся к	3	3
96	не является	8	3
97	как к	2	3
98	этом отношении	3	3
99	во втором	4	3
100	он не	3	3
101	нуждается в	5	3
102	в первом	3	3
103	состоит в	13	3
104	первом случае	2	3
105	к другому	2	3
106	по себе	5	3
107	в то	3	3
108	но не	5	3
109	и потому	2	3
110	этого слова	2	3
111	нет и	2	3
112	так и	9	3
113	как раз	2	3
114	к нему	5	3
115	отличается от	4	3
116	между двумя	5	3
117	в этой	5	3
118	перед нами	4	2
119	уже в	3	2
120	известном смысле	2	2
121	себя и	2	2
122	точку зрения	4	2
123	столь же	3	2
124	точно так	2	2
125	одного из	4	2
126	как известно	2	2
127	только о	2	2
128	что на	2	2
129	а по	2	2
130	ни в	3	2
131	свою очередь	3	2
132	в свою	3	2
133	несмотря на	2	2
134	не мог	4	2
135	или в	2	2
136	одним из	2	2
137	в конечном	3	2
138	все те	4	2
139	сути дела	2	2
140	один из	3	2
141	в нем	4	2
142	с ее	3	2
143	отношение к	2	2
144	отношения к	2	2
145	не имеет	2	2
146	процесса и	2	2
147	а в	11	2
148	от одного	2	2
149	его в	2	2
150	что по	2	2
151	в известном	2	2
152	конечном счете	2	2
153	в случае	7	2
154	она может	2	2
155	идет о	2	2
156	то в	6	2
157	в памяти	2	2
158	совершенно не	2	2
159	наряду с	2	2
160	наконец в	2	2
161	время в	2	2
162	даже в	2	2
163	и до	2	2
164	во всей	2	2
165	в отличие	5	2
166	этого понятия	2	2
167	что не	4	2
168	из которых	4	2
169	и он	3	2
170	можно было	2	2
171	могут быть	3	2
172	и ее	2	2
173	отличие от	5	2
174	ничего не	2	2
