N	2gram	Bakhtin_Fr_8	Tvorches
1	и в	56	20
2	в году	3	16
3	в романе	21	15
4	не только	8	13
5	никогда не	5	11
6	как бы	11	11
7	в его	18	10
8	таким образом	17	10
9	в то	12	10
10	и его	12	9
11	и не	9	9
12	прежде всего	6	8
13	в том	13	8
14	при этом	4	8
15	но и	9	8
16	может быть	3	8
17	в этом	14	8
18	и с	8	8
19	это не	2	7
20	же время	10	7
21	что в	5	7
22	не может	2	7
23	то же	11	7
24	потому что	6	7
25	у него	7	6
26	что он	2	6
27	как и	5	6
28	в своей	2	6
29	так и	13	6
30	все это	8	6
31	а не	2	6
32	в мире	2	5
33	но это	2	5
34	еще не	10	5
35	но не	5	5
36	и сам	2	5
37	например в	4	5
38	все же	2	5
39	и даже	8	5
40	так же	2	5
41	и на	7	5
42	в этой	6	5
43	о том	4	5
44	в творчестве	5	5
45	то есть	24	5
46	в духе	4	4
47	мы не	2	4
48	том что	8	4
49	мы видим	6	4
50	что они	2	4
51	на его	6	4
52	первой части	3	4
53	хотя и	2	4
54	что она	2	4
55	когда он	2	4
56	все эти	15	4
57	не в	3	4
58	а в	2	4
59	и потому	4	4
60	если бы	2	4
61	но в	6	4
62	казалось бы	3	3
63	с этой	2	3
64	человека и	2	3
65	в образе	3	3
66	к этому	2	3
67	с ним	2	3
68	одна из	4	3
69	так например	2	3
70	для него	2	3
71	одной из	3	3
72	своего рода	5	3
73	в самом	9	3
74	он не	5	3
75	в котором	2	3
76	и др	8	3
77	один из	5	3
78	в нем	8	3
79	то что	3	3
80	вместе с	2	3
81	сих пор	8	3
82	в их	3	3
83	так как	4	3
84	в свете	4	3
85	уже не	3	3
86	одним из	5	3
87	в своих	4	3
88	в которых	2	3
89	в себе	4	3
90	его в	2	3
91	между тем	3	3
92	до сих	8	3
93	действующих лиц	2	2
94	уже в	2	2
95	весь роман	2	2
96	себя на	2	2
97	с другой	2	2
98	в одном	2	2
99	вовсе не	6	2
100	такой же	5	2
101	и ее	4	2
102	что на	2	2
103	однако эти	2	2
104	в литературе	3	2
105	в ее	6	2
106	так что	3	2
107	более того	3	2
108	между людьми	2	2
109	характер в	3	2
110	в частности	7	2
111	точка зрения	2	2
112	не могли	2	2
113	в первой	3	2
114	по преимуществу	2	2
115	в процессе	5	2
116	в ту	4	2
117	начиная с	2	2
118	не было	5	2
119	и других	4	2
120	самом деле	2	2
121	связь с	3	2
122	и наконец	3	2
123	другой стороны	2	2
124	во многом	2	2
125	рядом с	3	2
126	роль в	5	2
127	в основе	4	2
128	из них	2	2
129	в виде	2	2
130	в которой	4	2
131	и еще	2	2
132	только в	9	2
133	так сказать	5	2
134	их в	4	2
135	к которому	3	2
