N	2gram	Tiupa_Hudo_2	Problema
1	и не	18	28
2	не только	11	24
3	только в	4	23
4	в виде	2	22
5	вовсе не	2	21
6	в том	15	20
7	и в	28	20
8	то что	6	15
9	потому что	2	15
10	было бы	3	14
11	но и	9	14
12	точки зрения	2	14
13	перед нами	11	13
14	или иной	2	13
15	не в	13	13
16	в нашем	2	12
17	в себе	9	12
18	том что	19	12
19	прежде всего	3	11
20	с точки	2	11
21	как будто	4	11
22	не менее	5	10
23	тем не	4	10
24	отнюдь не	2	10
25	в качестве	4	10
26	не является	2	10
27	так и	8	10
28	и его	5	10
29	едва ли	3	10
30	может быть	8	9
31	все это	3	9
32	в этом	13	9
33	если бы	6	8
34	что он	8	8
35	и все	7	8
36	но в	2	8
37	с другой	3	7
38	это не	6	7
39	еще не	3	7
40	то же	6	7
41	именно в	2	7
42	а не	14	7
43	сказать что	2	7
44	и с	6	7
45	в ней	3	7
46	здесь не	2	7
47	хотя бы	2	7
48	об этом	7	6
49	и от	2	6
50	а также	2	6
51	для нас	3	6
52	как и	11	6
53	при этом	11	6
54	в данном	2	6
55	же самое	3	6
56	но не	4	5
57	в нем	3	5
58	можно сказать	6	5
59	в ее	18	5
60	да и	5	5
61	и о	4	5
62	человеческой жизни	6	5
63	жизни и	6	5
64	вместе с	2	5
65	данном случае	2	5
66	как в	5	5
67	так же	3	5
68	то и	4	5
69	не может	4	5
70	в них	3	5
71	уже не	10	5
72	или в	3	5
73	в этих	3	5
74	о том	12	5
75	и для	2	4
76	в одном	3	4
77	и ее	3	4
78	в этой	5	4
79	тем самым	2	4
80	только не	2	4
81	одной из	3	4
82	ни о	3	4
83	несмотря на	3	4
84	в своей	6	4
85	что она	7	4
86	как бы	5	4
87	и т	4	4
88	ни с	2	4
89	и только	2	4
90	а в	6	4
91	что не	2	4
92	можно было	3	4
93	как раз	4	4
94	человеческих отношений	2	4
95	в то	6	4
96	в художественном	4	4
97	с ним	7	4
98	человека в	4	3
99	к тому	7	3
100	казалось бы	6	3
101	это уже	2	3
102	все они	3	3
103	о себе	3	3
104	в жизни	8	3
105	с собой	2	3
106	или иного	2	3
107	и к	2	3
108	как мы	2	3
109	для него	5	3
110	себе в	2	3
111	же и	2	3
112	в его	11	3
113	только для	2	3
114	что и	4	3
115	что в	5	3
116	дело не	2	3
117	бы и	4	3
118	в своем	5	3
119	т д	2	3
120	не было	6	3
121	еще и	2	3
122	и сама	4	3
123	самом деле	3	3
124	для того	4	3
125	к нему	3	3
126	с другими	3	3
127	и на	3	3
128	тем что	6	3
129	из них	2	3
130	в другом	2	3
131	того или	2	3
132	нет ничего	2	3
133	как это	7	3
134	как о	3	3
135	все время	3	2
136	в частности	7	2
137	однако в	2	2
138	со своей	2	2
139	столь же	3	2
140	была бы	3	2
141	для себя	6	2
142	с его	5	2
143	с такою	2	2
144	ему в	2	2
145	о которых	2	2
146	как же	2	2
147	тому же	2	2
148	то в	4	2
149	этого произведения	3	2
150	что они	4	2
151	они и	2	2
152	но именно	2	2
153	том как	2	2
154	в это	3	2
155	что это	5	2
156	в самом	5	2
157	нам представляется	2	2
158	по преимуществу	3	2
159	он не	4	2
160	к ней	2	2
161	в котором	6	2
162	все же	2	2
163	с ее	5	2
164	себя в	8	2
165	не будет	2	2
166	говорит о	4	2
167	только на	5	2
168	и тогда	2	2
169	дело с	2	2
170	жизни в	7	2
171	чтобы не	3	2
172	она в	2	2
173	того чтобы	4	2
174	и он	3	2
175	в других	4	2
176	с ними	3	2
177	приходит к	2	2
178	говорить о	2	2
179	и то	2	2
180	будто бы	3	2
181	его в	2	2
182	и это	3	2
183	мы читаем	2	2
184	это было	2	2
