N	2gram	Nazirov_Tv_1	Myshleni
1	то что	8	26
2	что он	6	25
3	в этом	6	25
4	потому что	5	21
5	таким образом	5	19
6	в том	7	18
7	не может	4	18
8	что в	12	16
9	и в	21	16
10	того что	3	16
11	так как	3	16
12	не только	7	16
13	так же	3	15
14	том что	11	15
15	сказать что	2	13
16	и не	7	12
17	в его	13	11
18	но не	3	10
19	к осознанию	2	10
20	а не	5	10
21	только в	5	10
22	может быть	5	9
23	о том	6	8
24	в основе	2	8
25	как и	12	8
26	он не	8	8
27	то же	13	8
28	тем самым	7	8
29	в нем	3	7
30	но он	2	7
31	того же	2	7
32	так и	2	7
33	представляет собой	3	7
34	приводит к	2	7
35	что все	3	6
36	не в	2	6
37	в этой	5	6
38	но если	3	6
39	но и	3	6
40	и на	7	6
41	но в	7	6
42	у него	7	6
43	к тому	2	6
44	самого начала	3	5
45	никогда не	3	5
46	в своем	4	5
47	для него	6	5
48	как бы	17	5
49	хотя бы	5	5
50	еще более	2	5
51	не знает	2	5
52	в то	15	5
53	с ним	3	5
54	можно сказать	2	5
55	тот же	2	5
56	как в	8	5
57	мысли и	4	5
58	только что	2	5
59	с самого	3	5
60	говорит что	2	5
61	в которой	3	5
62	значит что	2	5
63	зависит от	2	4
64	с другой	3	4
65	это не	4	4
66	так что	2	4
67	в свою	7	4
68	при этом	7	4
69	в самом	3	4
70	в целом	4	4
71	именно в	2	4
72	и по	3	4
73	не означает	2	4
74	в качестве	2	4
75	вместе с	2	4
76	той же	3	4
77	могут быть	2	4
78	не то	2	4
79	такой же	2	4
80	не менее	6	3
81	в частности	2	3
82	прежде всего	4	3
83	и как	4	3
84	но это	5	3
85	самом деле	2	3
86	до конца	2	3
87	если в	2	3
88	и тем	2	3
89	в их	3	3
90	процесса в	4	3
91	а в	6	3
92	больше чем	2	3
93	и с	3	3
94	и отношений	2	3
95	приходит к	3	3
96	в первом	2	3
97	в этих	2	3
98	к жизни	2	3
99	к этому	2	3
100	все же	5	3
101	и того	2	3
102	это и	3	3
103	то в	2	3
104	одной из	4	3
105	еще в	2	3
106	что и	2	3
107	говорит о	3	3
108	ее в	3	3
109	в себя	2	3
110	вот почему	3	3
111	и его	6	3
112	в чем	2	3
113	я не	3	2
114	и другие	3	2
115	и от	4	2
116	на его	3	2
117	не имеют	4	2
118	вслед за	2	2
119	одним из	4	2
120	в ней	2	2
121	в виду	2	2
122	в котором	6	2
123	в своей	4	2
124	из них	2	2
125	в отличие	2	2
126	что она	2	2
127	отношений между	2	2
128	все это	10	2
129	но только	2	2
130	и даже	3	2
131	что для	2	2
132	в своих	5	2
133	в момент	4	2
134	с каким	2	2
135	своего собственного	2	2
136	в жизни	2	2
137	вовсе не	5	2
138	есть не	2	2
139	отличие от	2	2
140	что я	3	2
141	со всеми	3	2
142	во второй	2	2
143	жизни и	3	2
144	в первой	2	2
145	когда он	2	2
146	только на	2	2
147	ни на	3	2
148	на протяжении	3	2
149	ту же	3	2
150	как будто	5	2
