N	2gram	Losev_Prob_1	Istorich
1	и в	32	24
2	что он	7	21
3	не только	17	21
4	и т	11	17
5	этих случаях	3	16
6	т д	10	16
7	может быть	14	14
8	не может	8	14
9	в этих	3	13
10	что в	12	13
11	мы имеем	2	12
12	как в	4	12
13	в этом	19	12
14	и здесь	6	12
15	но и	9	11
16	это не	6	10
17	том что	12	10
18	а в	4	10
19	и что	9	10
20	мы видим	2	10
21	с другой	3	9
22	не в	4	9
23	о том	11	9
24	потому что	16	9
25	еще не	9	8
26	все это	7	8
27	другой стороны	3	8
28	то же	10	8
29	а не	15	8
30	или в	4	8
31	так как	11	8
32	с собой	2	7
33	один из	4	7
34	в том	9	7
35	во всех	7	7
36	то что	42	7
37	вместе с	2	7
38	к нему	3	7
39	что здесь	3	7
40	таким образом	6	7
41	тем что	7	6
42	всех этих	7	6
43	об этом	10	6
44	для нас	5	6
45	как и	3	6
46	так же	9	6
47	но не	9	6
48	мы увидим	3	6
49	в нем	13	6
50	а именно	12	6
51	он не	3	6
52	и все	7	6
53	того что	7	6
54	только в	7	6
55	как он	4	6
56	что это	3	6
57	не менее	19	5
58	тот кто	2	5
59	представление об	2	5
60	так и	12	5
61	что она	5	5
62	в чем	3	5
63	с ним	3	5
64	ничего не	10	5
65	но в	14	5
66	никогда не	7	4
67	вовсе не	35	4
68	тем не	18	4
69	по существу	2	4
70	но все	3	4
71	при этом	6	4
72	есть и	3	4
73	мы уже	5	4
74	же как	2	4
75	как бы	14	4
76	в их	4	4
77	то и	6	4
78	если не	4	4
79	и не	31	4
80	не имеет	2	4
81	в других	5	4
82	мы не	2	4
83	точки зрения	3	4
84	в данном	9	4
85	мы должны	5	4
86	на первый	2	4
87	мы можем	4	4
88	или когда	2	3
89	уже в	3	3
90	с его	2	3
91	в качестве	2	3
92	в них	7	3
93	на то	8	3
94	так что	6	3
95	в дальнейшем	4	3
96	что они	3	3
97	после этого	4	3
98	кроме того	2	3
99	но есть	2	3
100	и если	6	3
101	например в	2	3
102	между прочим	2	3
103	его в	6	3
104	здесь нет	2	3
105	при помощи	13	3
106	сих пор	3	3
107	ее в	2	3
108	данном случае	8	3
109	как мы	7	3
110	и даже	11	3
111	и его	3	3
112	но это	8	3
113	хотя и	6	3
114	знаем что	2	3
115	из этих	2	3
116	связи с	5	3
117	что мы	13	3
118	в конце	6	3
119	того как	3	3
120	тоже не	7	3
121	что вы	3	2
122	перед нами	5	2
123	не будет	2	2
124	становится ясным	2	2
125	по этому	3	2
126	тому что	4	2
127	не стоит	2	2
128	того же	3	2
129	вообще не	2	2
130	и так	2	2
131	не знал	5	2
132	только после	2	2
133	прежде всего	10	2
134	не могут	2	2
135	в литературе	4	2
136	не можем	2	2
137	и ее	8	2
138	не содержит	2	2
139	в целях	2	2
140	в то	6	2
141	ни в	7	2
142	в ее	3	2
143	без всякого	2	2
144	что его	3	2
145	нас не	2	2
146	говорит о	3	2
147	есть еще	3	2
148	есть знак	8	2
149	с целью	4	2
150	она не	2	2
151	было бы	8	2
152	в действительности	3	2
153	на его	2	2
154	в самом	6	2
155	не имеют	5	2
156	и о	8	2
157	но для	3	2
158	в котором	5	2
159	тем более	5	2
160	а потом	2	2
161	на себя	2	2
162	и тем	13	2
163	от всех	2	2
164	другими словами	3	2
165	на том	4	2
166	в отдельности	4	2
167	оказывается что	2	2
168	здесь не	7	2
169	точно так	4	2
170	в связи	4	2
171	уже не	3	2
172	во многих	2	2
173	не просто	23	2
174	мы здесь	2	2
175	что не	3	2
176	что такое	6	2
177	на этот	3	2
178	по его	2	2
179	в которой	2	2
180	как это	6	2
181	что этот	2	2
182	которые не	3	2
183	очень много	3	2
184	сказать что	13	2
185	из них	3	2
186	он в	2	2
187	с этим	3	2
188	но он	3	2
189	и на	8	2
190	и другое	2	2
191	только на	4	2
192	в таких	2	2
193	все эти	8	2
194	и это	9	2
195	в ряд	2	2
196	до сих	3	2
