N	2gram	Losev_Prob_5	Formalny
1	и не	12	30
2	вовсе не	8	28
3	и в	30	27
4	может быть	7	25
5	не может	5	24
6	так и	7	21
7	и его	6	19
8	таким образом	13	18
9	в этом	17	18
10	а не	5	17
11	точки зрения	10	16
12	самом деле	2	16
13	в нем	6	15
14	то же	2	15
15	как и	7	14
16	с точки	8	14
17	не в	7	12
18	в самом	5	11
19	но и	13	10
20	не могут	2	10
21	так как	6	9
22	не только	18	9
23	так же	5	9
24	что в	5	8
25	ни в	4	8
26	при этом	4	8
27	как бы	6	8
28	с помощью	2	8
29	отнюдь не	4	8
30	и все	9	8
31	то что	18	8
32	как раз	5	8
33	как мы	2	8
34	только в	9	8
35	не менее	5	7
36	в том	12	7
37	потому что	13	7
38	в то	4	7
39	его в	6	7
40	между тем	2	7
41	с тем	5	7
42	для них	3	7
43	в его	12	7
44	тем же	3	7
45	все время	3	6
46	с другой	6	6
47	всяком случае	2	6
48	все эти	2	6
49	но в	9	6
50	что он	7	6
51	еще не	3	6
52	было бы	4	6
53	все же	9	6
54	в своей	22	6
55	хотя бы	2	6
56	и для	6	6
57	в данном	2	6
58	во всяком	2	6
59	вместе с	7	6
60	никогда не	7	5
61	что именно	2	5
62	в дальнейшем	7	5
63	что они	3	5
64	совсем не	3	5
65	того чтобы	2	5
66	и их	5	5
67	другой стороны	6	5
68	в одной	2	5
69	в ней	3	5
70	в результате	7	5
71	но не	7	5
72	тем что	2	5
73	связи с	7	5
74	уже в	2	4
75	то ни	2	4
76	прежде всего	6	4
77	в смысле	4	4
78	к тому	2	4
79	он был	2	4
80	да и	2	4
81	и как	6	4
82	для того	3	4
83	и является	2	4
84	бы то	2	4
85	жизни и	2	4
86	данном случае	2	4
87	в связи	7	4
88	они не	2	4
89	о том	12	4
90	мы можем	5	4
91	тогда когда	4	4
92	по себе	2	4
93	в ее	3	4
94	том что	17	4
95	конечно не	2	4
96	как в	2	4
97	мы не	2	4
98	из этого	4	4
99	в какой	2	3
100	это не	2	3
101	в конце	8	3
102	можно сказать	6	3
103	для нас	10	3
104	мы и	2	3
105	того что	3	3
106	в виду	3	3
107	и тем	3	3
108	в эпоху	3	3
109	по отношению	2	3
110	и что	6	3
111	и на	6	3
112	никак не	8	3
113	сказать что	9	3
114	и с	5	3
115	он и	5	3
116	и более	2	3
117	жизни в	4	3
118	в них	2	3
119	раз и	2	3
120	ясно что	4	3
121	у нас	7	3
122	того же	4	3
123	равно как	2	3
124	еще в	5	3
125	отношению к	2	3
126	ее в	2	3
127	уже не	6	3
128	жизнь и	3	3
129	в себе	4	3
130	имеется еще	2	2
131	в отношении	3	2
132	человека и	4	2
133	была бы	2	2
134	именно для	4	2
135	в этой	10	2
136	художественного творчества	8	2
137	как о	4	2
138	смысле слова	3	2
139	с такой	2	2
140	он считает	2	2
141	но для	2	2
142	в котором	2	2
143	учение о	3	2
144	проявляется в	2	2
145	из них	2	2
146	в своем	11	2
147	и только	2	2
148	в самой	3	2
149	именно на	2	2
150	и даже	14	2
151	конце концов	6	2
152	поэтому и	2	2
153	нисколько не	5	2
154	этом смысле	3	2
155	однако в	3	2
156	к этому	2	2
157	и притом	5	2
158	и тогда	2	2
159	в целях	2	2
160	что и	6	2
161	тем не	5	2
162	но уже	2	2
163	и речи	2	2
164	бы не	3	2
165	на земле	9	2
166	в таком	2	2
167	что этот	5	2
168	от этого	3	2
169	быть только	3	2
170	дело в	2	2
171	здесь не	7	2
172	в области	2	2
173	ничего не	2	2
