N	2gram	Medvedev_F_2	StatiiOP
1	и в	38	25
2	в этом	27	24
3	в том	11	20
4	что в	7	19
5	что он	5	19
6	может быть	23	19
7	тем что	8	19
8	что это	3	16
9	том что	2	15
10	в этой	6	14
11	и пр	21	13
12	в его	10	12
13	то что	6	12
14	не только	9	12
15	в этих	2	11
16	прежде всего	15	10
17	таким образом	20	10
18	и не	20	10
19	но и	13	9
20	и т	14	8
21	все это	3	8
22	в языке	6	8
23	как например	2	8
24	т е	26	8
25	это было	3	8
26	это не	2	7
27	было бы	6	7
28	с этим	5	7
29	не может	14	7
30	точки зрения	8	7
31	в то	5	7
32	место в	3	6
33	из этих	3	6
34	в конце	2	6
35	не в	15	6
36	только в	6	6
37	как бы	4	6
38	как в	4	6
39	а в	6	6
40	и на	3	6
41	т п	9	6
42	в области	3	6
43	между тем	2	6
44	то же	6	5
45	независимо от	4	5
46	потому что	2	5
47	с другой	3	5
48	ни в	2	5
49	в котором	2	5
50	на почве	9	5
51	и это	2	5
52	а не	6	5
53	того что	3	5
54	другой стороны	4	5
55	он не	6	5
56	отметить что	2	5
57	так и	8	5
58	но в	4	5
59	этом отношении	7	4
60	с тем	11	4
61	всяком случае	5	4
62	состоит в	2	4
63	и др	3	4
64	этом смысле	2	4
65	была бы	3	4
66	а как	3	4
67	как и	9	4
68	но это	2	4
69	то в	2	4
70	должна была	2	4
71	в качестве	2	4
72	в общем	5	4
73	если бы	5	4
74	например в	3	4
75	и к	4	4
76	в ней	6	4
77	и тем	2	4
78	в своей	7	4
79	в целом	3	4
80	отношение к	2	4
81	из этого	2	4
82	всего в	2	4
83	в особенности	4	4
84	не было	6	4
85	лишь в	7	4
86	с точки	7	4
87	в чем	2	4
88	к нему	3	4
89	и для	5	4
90	и с	9	4
91	сказать что	2	4
92	во всяком	5	4
93	все же	8	4
94	в которой	2	4
95	ничего не	4	4
96	уже в	2	3
97	с его	11	3
98	и более	2	3
99	тому что	2	3
100	в какой	3	3
101	к этому	4	3
102	же время	5	3
103	поэзии в	3	3
104	и здесь	3	3
105	всех этих	3	3
106	его как	2	3
107	он был	2	3
108	для него	7	3
109	на этом	2	3
110	кроме того	2	3
111	до конца	2	3
112	и наконец	4	3
113	на язык	2	3
114	конце концов	2	3
115	все эти	6	3
116	не является	3	3
117	в некоторых	4	3
118	со стороны	2	3
119	по этому	2	3
120	в их	6	3
121	от нее	4	3
122	как раз	6	3
123	в связи	10	3
124	в в	2	3
125	уже не	7	3
126	не так	2	3
127	и его	21	3
128	что для	2	3
129	говорить о	5	3
130	связи с	13	3
131	бы совершенно	2	3
132	так как	4	3
133	сам он	2	2
134	все время	6	2
135	при помощи	2	2
136	должен был	2	2
137	все более	2	2
138	борьба с	2	2
139	никогда не	2	2
140	для этого	2	2
141	как о	4	2
142	не столько	4	2
143	в предисловии	2	2
144	в одной	2	2
145	в поэзии	12	2
146	одного из	3	2
147	этих двух	2	2
148	вовсе не	11	2
149	в такой	2	2
150	и ее	6	2
151	самого начала	2	2
152	что именно	2	2
153	к тому	4	2
154	как мы	7	2
155	на котором	2	2
156	не как	4	2
157	но все	3	2
158	такой же	3	2
159	что они	4	2
160	но не	2	2
161	времени и	2	2
162	и может	3	2
163	в самом	16	2
164	в сущности	4	2
165	во всех	5	2
166	в статье	4	2
167	слова как	2	2
168	в виду	2	2
169	если в	3	2
170	один из	2	2
171	в развитии	2	2
172	вместе с	6	2
173	ее в	2	2
174	предисловии к	2	2
175	и только	5	2
176	т д	5	2
177	этой статье	2	2
178	и других	2	2
179	не просто	2	2
180	этого термина	2	2
181	самом деле	8	2
182	во втором	7	2
183	произведения и	3	2
184	с самого	2	2
185	для того	3	2
186	что не	4	2
187	языка к	3	2
188	и по	2	2
189	не была	2	2
190	его не	2	2
191	мы не	3	2
192	или в	3	2
193	слово в	2	2
194	в результате	6	2
195	то и	3	2
196	ни на	2	2
197	могут быть	6	2
198	к сожалению	2	2
199	он и	3	2
200	поэтического слова	3	2
201	но как	2	2
202	том смысле	3	2
203	стал бы	2	2
204	что эта	2	2
205	так сказать	3	2
206	не имеет	2	2
207	в плане	2	2
208	произведения как	2	2
