N	2gram	Bakhtin_Fr_7	Stilisti
1	и в	41	42
2	как бы	7	27
3	не только	5	27
4	и т.п	9	24
5	прежде всего	11	22
6	и т.д	2	20
7	но и	9	15
8	то же	13	15
9	и не	7	14
10	может быть	4	12
11	не может	3	12
12	точки зрения	5	11
13	как и	14	11
14	мы уже	12	11
15	и как	2	10
16	как мы	11	10
17	в этом	15	10
18	при этом	3	9
19	в то	10	9
20	то что	8	9
21	мы не	2	9
22	в ней	5	8
23	таким образом	19	8
24	тем самым	3	8
25	в себе	11	8
26	и это	5	8
27	никогда не	2	7
28	и от	8	7
29	же время	9	7
30	и на	4	7
31	потому что	5	7
32	так как	3	7
33	с его	2	7
34	слов и	4	7
35	было бы	4	7
36	а не	2	7
37	и его	9	7
38	только в	6	7
39	в которой	2	7
40	ничего не	4	7
41	другими словами	2	6
42	не в	9	6
43	в этой	13	6
44	в свою	3	6
45	в форме	3	6
46	в конце	8	6
47	и так	2	6
48	в нем	7	6
49	во всех	3	6
50	в процессе	2	6
51	так и	10	6
52	в области	2	6
53	уже в	5	5
54	мы видели	5	5
55	и их	3	5
56	с помощью	6	5
57	а в	5	5
58	и с	4	5
59	и наконец	4	5
60	одно и	2	5
61	в его	12	5
62	вместе с	5	5
63	в той	3	5
64	с точки	3	5
65	той же	3	5
66	все время	2	4
67	что это	4	4
68	не просто	2	4
69	к тому	2	4
70	влияние на	4	4
71	с самого	2	4
72	но все	4	4
73	связаны с	2	4
74	свою очередь	3	4
75	в качестве	9	4
76	точка зрения	2	4
77	в словах	2	4
78	все это	10	4
79	того что	2	4
80	так же	5	4
81	о том	6	4
82	его в	3	4
83	бы в	2	4
84	но в	8	4
85	и к	5	4
86	мы видим	6	4
87	не знаем	2	4
88	всего в	5	4
89	уже не	2	4
90	можно было	3	4
91	и то	2	4
92	то есть	20	4
93	так сказать	3	4
94	в разных	2	3
95	связанных с	3	3
96	что у	3	3
97	перед нами	2	3
98	это не	6	3
99	и эта	3	3
100	не мог	2	3
101	хотя и	4	3
102	из них	3	3
103	жизни и	3	3
104	уже видели	2	3
105	во второй	2	3
106	и вот	2	3
107	их в	2	3
108	и здесь	4	3
109	та же	4	3
110	в виду	4	3
111	и все	14	3
112	в одном	3	3
113	том что	4	3
114	еще не	2	3
115	мы в	2	3
116	что и	5	3
117	только на	2	3
118	какую роль	2	3
119	на самом	2	3
120	и для	5	3
121	роль в	2	3
122	конце концов	4	3
123	выражение в	3	3
124	не знает	3	3
125	может стать	2	3
126	место в	4	2
127	человека в	2	2
128	в мире	3	2
129	в том	11	2
130	нас не	2	2
131	но это	3	2
132	находит свое	2	2
133	для него	6	2
134	до конца	2	2
135	несмотря на	3	2
136	значительной степени	2	2
137	в этих	2	2
138	отношение к	2	2
139	в первой	2	2
140	целый ряд	4	2
141	в связи	2	2
142	в отношении	3	2
143	не было	3	2
144	этом отношении	2	2
145	все эти	13	2
146	должно быть	4	2
147	и те	3	2
148	в которых	2	2
149	также и	2	2
150	все то	3	2
151	возникновения и	2	2
152	мы имеем	2	2
153	для всех	2	2
154	с этим	2	2
155	к этому	5	2
156	связанные с	3	2
157	не должно	3	2
158	что он	3	2
159	есть не	2	2
160	слово это	2	2
161	по своему	2	2
162	а на	2	2
163	связано с	2	2
164	тот же	2	2
165	одной из	2	2
166	и потому	3	2
167	не есть	2	2
168	в своей	3	2
169	как в	5	2
170	как нечто	2	2
171	мы найдем	3	2
172	в значительной	2	2
173	из которых	2	2
174	к нему	5	2
175	с ним	2	2
176	у них	2	2
177	или в	2	2
178	тем что	3	2
179	роль играет	2	2
180	со всех	2	2
