N	2gram	Vinokur_St_3	Vladivir
1	и в	25	40
2	то что	12	28
3	и не	10	25
4	не только	12	25
5	то есть	2	24
6	у него	9	24
7	но и	9	18
8	в том	20	18
9	том что	15	18
10	что в	19	17
11	в этом	24	16
12	так что	11	14
13	в его	12	14
14	не может	7	14
15	точки зрения	7	13
16	вовсе не	2	13
17	в виде	3	13
18	только в	6	13
19	сказать что	4	12
20	в конце	6	12
21	никогда не	2	11
22	таким образом	10	11
23	потому что	5	11
24	о том	8	11
25	прежде всего	10	10
26	тем не	2	10
27	ни в	5	10
28	это есть	4	10
29	не просто	2	10
30	как раз	3	10
31	в году	5	10
32	и его	3	10
33	не менее	2	9
34	что это	16	9
35	уже не	3	9
36	и с	4	9
37	в своей	4	9
38	не был	2	8
39	в этой	14	8
40	для него	3	8
41	может быть	19	8
42	и что	3	8
43	он не	5	8
44	а также	4	8
45	как мы	2	8
46	а не	5	8
47	что все	3	7
48	к тому	2	7
49	несмотря на	3	7
50	и если	3	7
51	а в	6	7
52	в своих	8	7
53	так как	3	7
54	с тем	4	7
55	того что	5	7
56	в то	7	7
57	вместе с	2	7
58	как и	4	7
59	и здесь	3	6
60	кроме того	3	6
61	не мог	2	6
62	и на	6	6
63	xix века	4	6
64	об этом	5	6
65	то в	4	6
66	в смысле	4	6
67	так и	5	6
68	с точки	4	6
69	но это	4	6
70	и это	5	6
71	с другой	5	5
72	в отношении	2	5
73	не было	4	5
74	все эти	3	5
75	в ней	4	5
76	что он	19	5
77	у нас	4	5
78	между прочим	3	5
79	конце концов	3	5
80	тем что	19	5
81	ничего не	4	5
82	тому что	3	4
83	на то	5	4
84	такой же	2	4
85	что если	2	4
86	до конца	3	4
87	такого рода	5	4
88	в самом	2	4
89	в котором	5	4
90	от того	2	4
91	не имеет	2	4
92	в результате	2	4
93	при помощи	2	4
94	но не	2	4
95	то время	4	4
96	еще не	2	4
97	было бы	7	4
98	то же	5	4
99	а с	2	4
100	в течение	4	4
101	то он	2	4
102	в каком	4	4
103	все же	4	4
104	но в	5	4
105	по мнению	3	4
106	уже в	3	3
107	вот что	3	3
108	независимо от	5	3
109	себе отчет	2	3
110	в качестве	4	3
111	это не	7	3
112	из этих	6	3
113	но все	2	3
114	одной стороны	3	3
115	как бы	6	3
116	в виду	2	3
117	всяком случае	4	3
118	и тем	4	3
119	к нему	4	3
120	отличается от	4	3
121	в связи	3	3
122	и только	2	3
123	с одной	2	3
124	не так	3	3
125	как на	6	3
126	не столько	2	3
127	что здесь	4	3
128	в россии	6	3
129	мы имеем	5	3
130	если бы	4	3
131	по этому	3	3
132	в духе	2	3
133	этом смысле	4	3
134	нельзя сказать	3	3
135	этих трех	2	3
136	ее в	2	3
137	и у	2	3
138	не в	6	3
139	и для	4	3
140	что этот	3	3
141	во всяком	4	3
142	в чем	4	3
143	это было	8	3
144	внимания на	2	2
145	в этих	11	2
146	все они	3	2
147	в какой	3	2
148	с этой	3	2
149	в предисловии	2	2
150	он был	3	2
151	что его	2	2
152	интересно что	6	2
153	же время	3	2
154	должен был	2	2
155	которые были	2	2
156	и наконец	3	2
157	на эти	3	2
158	не является	3	2
159	здесь нет	2	2
160	в целом	4	2
161	и за	2	2
162	является как	2	2
163	в их	3	2
164	другой стороны	5	2
165	то и	2	2
166	взгляд на	2	2
167	мы находим	2	2
168	и по	2	2
169	время как	4	2
170	этом отношении	4	2
171	можно найти	2	2
172	что касается	7	2
173	но как	2	2
174	в начале	4	2
175	что мы	3	2
176	ни на	2	2
177	и ни	2	2
178	к этой	2	2
179	во многом	2	2
180	с его	3	2
181	и более	3	2
182	найти в	2	2
183	не как	2	2
184	с этим	7	2
185	в жизни	4	2
186	к этому	3	2
187	и к	4	2
188	о которых	3	2
189	а то	2	2
190	того же	2	2
191	в это	2	2
192	одной из	2	2
193	в сущности	2	2
194	отчет в	2	2
195	на почве	5	2
196	со стороны	3	2
197	как можно	2	2
198	из этого	4	2
199	только что	2	2
200	не на	2	2
201	заметить что	2	2
202	для того	2	2
203	и всегда	2	2
204	мы не	2	2
205	как например	8	2
206	в другом	3	2
207	связи с	3	2
208	что эта	2	2
209	в в	3	2
210	в которой	4	2
211	не имел	2	2
