N	2gram	Bakhtin_Pr_3	NovoeSre
1	а не	9	17
2	не может	19	16
3	и в	34	16
4	совсем не	3	12
5	и не	29	11
6	что в	7	9
7	жизни и	3	8
8	он не	15	8
9	в том	3	8
10	как и	18	7
11	в этом	16	7
12	может быть	19	7
13	с его	6	6
14	никогда не	8	6
15	в высшей	3	6
16	не знает	6	6
17	не в	9	6
18	высшей степени	3	6
19	лишь в	5	6
20	но это	4	6
21	ни в	4	6
22	в нем	19	5
23	все это	16	5
24	в жизни	2	5
25	с ее	3	5
26	и к	12	5
27	в ней	3	5
28	не только	10	5
29	не менее	3	4
30	то что	11	4
31	в них	2	4
32	это не	5	4
33	и все	19	4
34	не было	2	4
35	и для	8	4
36	должно быть	3	4
37	потому что	12	4
38	по своему	3	4
39	прежде всего	15	4
40	о том	2	4
41	и потому	2	4
42	но и	12	3
43	в своей	3	3
44	с другой	4	3
45	вопрос о	2	3
46	стремится к	6	3
47	во всех	2	3
48	к тому	5	3
49	что такое	2	3
50	в мире	4	3
51	в ее	3	3
52	с тем	5	3
53	подобно тому	2	3
54	конечно не	2	3
55	как в	4	3
56	еще не	4	3
57	тому как	2	3
58	за пределы	2	3
59	сказать что	2	3
60	это было	3	3
61	что все	4	2
62	я не	7	2
63	на протяжении	5	2
64	все время	5	2
65	у него	4	2
66	вместе с	4	2
67	так и	6	2
68	для этого	3	2
69	другой стороны	3	2
70	и от	5	2
71	не знал	2	2
72	а в	5	2
73	я уже	2	2
74	этом смысле	4	2
75	все эти	4	2
76	уже не	2	2
77	нет и	3	2
78	такой же	3	2
79	и даже	7	2
80	хотя бы	5	2
81	но не	4	2
82	так же	8	2
83	это и	2	2
84	том что	3	2
85	но я	2	2
86	и с	15	2
87	и что	5	2
88	с этим	2	2
89	и на	6	2
90	в себе	6	2
91	ли это	2	2
92	ведь и	3	2
93	в то	12	2
94	как будто	7	2
95	и это	4	2
96	и должно	2	2
97	но для	3	2
98	хотя и	3	2
99	но в	16	2
100	еще до	2	2
