N	2gram	Tiupa_Narr_1	Literetu
1	не только	32	24
2	при этом	9	19
3	в качестве	21	17
4	но и	23	17
5	а не	12	16
6	в том	18	16
7	в частности	14	15
8	том что	14	14
9	может быть	25	13
10	тогда как	12	13
11	и не	20	12
12	в этом	17	12
13	состоит в	13	11
14	прежде всего	4	11
15	в своем	2	11
16	своего рода	12	11
17	такого рода	7	10
18	то что	11	10
19	или иначе	3	9
20	так или	2	8
21	не в	14	8
22	и в	19	8
23	в тексте	16	8
24	только в	4	8
25	как это	6	8
26	не менее	3	7
27	коммуникативного события	12	7
28	в его	9	7
29	как бы	4	7
30	уже не	5	7
31	в себе	8	7
32	в рамках	12	6
33	как и	7	6
34	связи с	4	6
35	себя в	5	6
36	точки зрения	10	6
37	то есть	19	6
38	с его	6	5
39	что он	6	5
40	же в	4	5
41	же время	4	5
42	в конечном	3	5
43	а также	7	5
44	как в	7	5
45	не может	10	5
46	то же	4	5
47	в отличие	5	5
48	уже в	3	5
49	тем самым	6	5
50	одним из	2	5
51	в данном	5	5
52	не столько	4	5
53	в то	3	5
54	отличие от	5	5
55	конечном счете	2	4
56	столь же	3	4
57	это не	2	4
58	в случае	7	4
59	в силу	4	4
60	представляет собой	13	4
61	но не	5	4
62	еще не	7	4
63	и тем	4	4
64	все же	7	4
65	из них	3	4
66	коммуникативное событие	3	4
67	данном случае	4	4
68	со стороны	9	4
69	так и	9	4
70	и т.п	8	4
71	никогда не	3	4
72	в связи	2	4
73	всего лишь	2	4
74	и его	5	4
75	как раз	2	4
76	не как	2	4
77	в этой	5	4
78	в основе	5	3
79	не было	2	3
80	что в	3	3
81	с другой	8	3
82	одного из	4	3
83	при всей	4	3
84	сводится к	3	3
85	да и	4	3
86	не сводится	2	3
87	субъекта и	2	3
88	одна из	3	3
89	в культуре	2	3
90	в пределах	2	3
91	например в	2	3
92	несмотря на	2	3
93	не мог	4	3
94	у него	4	3
95	по характеристике	4	3
96	один из	3	3
97	и др	2	3
98	жизни и	3	3
99	приводит к	2	3
100	при всем	2	3
101	по отношению	7	3
102	бы не	2	3
103	а в	11	3
104	этой точки	2	3
105	говоря словами	2	3
106	в принципе	4	3
107	и даже	3	3
108	одно из	2	3
109	нуждается в	5	3
110	к себе	5	3
111	но в	6	3
112	по своей	3	3
113	исходя из	2	3
114	далеко не	5	3
115	его в	2	3
116	в области	2	3
117	мира в	5	3
118	все та	2	2
119	с чем	2	2
120	должна быть	2	2
121	отнюдь не	5	2
122	однако в	2	2
123	которая в	2	2
124	та же	2	2
125	по мысли	3	2
126	из этих	3	2
127	подобно тому	2	2
128	в любом	2	2
129	в шмид	3	2
130	в себя	6	2
131	в мире	9	2
132	различие между	2	2
133	к тому	7	2
134	тем не	3	2
135	по выражению	2	2
136	или иную	2	2
137	тому же	5	2
138	различного рода	3	2
139	или иной	5	2
140	с.с аверинцева	2	2
141	для него	2	2
142	ту или	2	2
143	читателя в	2	2
144	одной стороны	7	2
145	было бы	4	2
146	адресата в	2	2
147	вплоть до	2	2
148	и самого	3	2
149	даже в	2	2
150	не является	8	2
151	не могло	2	2
152	в нем	4	2
153	не есть	3	2
154	отношению к	6	2
155	при всех	2	2
156	на том	3	2
157	в сущности	3	2
158	не на	2	2
159	и только	2	2
160	в коммуникативном	3	2
161	этом отношении	3	2
162	с одной	7	2
163	по терминологии	2	2
164	все эти	2	2
165	самом деле	2	2
166	во втором	4	2
167	что не	4	2
168	хотя бы	4	2
169	с точки	2	2
170	но без	2	2
171	роль в	2	2
172	можно было	2	2
173	тому как	2	2
174	не случайно	2	2
175	между тем	3	2
176	тем более	2	2
177	нового времени	2	2
178	героя с	2	2
179	тем что	3	2
180	одну из	2	2
181	могут быть	3	2
182	на себя	3	2
183	как представляется	2	2
184	более не	2	2
185	как будто	3	2
186	как правило	4	2
187	о том	6	2
188	сознания к	2	2
189	текста как	2	2
