N	2gram	Losev_Vlad_2	Narrotol
1	не только	12	31
2	но и	8	27
3	и не	18	23
4	при этом	5	19
5	может быть	7	15
6	в частности	2	14
7	как и	5	13
8	а не	7	13
9	а в	11	13
10	только в	6	12
11	в этом	20	12
12	и в	30	11
13	в данном	3	11
14	такого рода	2	10
15	и его	6	10
16	то что	20	9
17	то есть	7	9
18	то же	4	8
19	в том	18	8
20	данном случае	2	8
21	со стороны	4	8
22	не может	9	8
23	уже не	3	8
24	у него	19	7
25	том что	12	7
26	но в	8	7
27	к тому	2	6
28	об этом	6	6
29	а также	10	6
30	не в	9	6
31	и он	4	6
32	в самом	2	6
33	не мог	8	6
34	как бы	5	6
35	жизни и	6	6
36	в себе	6	6
37	в его	11	6
38	в этой	4	6
39	можно сказать	4	5
40	в своей	5	5
41	так и	5	5
42	и на	4	5
43	потому что	9	5
44	точки зрения	7	5
45	с его	4	4
46	о чем	6	4
47	никогда не	7	4
48	из этих	3	4
49	все же	9	4
50	для него	9	4
51	то в	5	4
52	но не	3	4
53	же время	3	4
54	прежде всего	6	4
55	к нему	2	4
56	вплоть до	3	4
57	в ней	4	4
58	в нем	4	4
59	по себе	5	4
60	как в	3	4
61	того что	5	4
62	того чтобы	2	4
63	хотя и	6	4
64	в то	9	4
65	о том	4	4
66	не менее	7	3
67	он сам	2	3
68	что в	12	3
69	однако в	2	3
70	в своем	8	3
71	это не	2	3
72	что он	13	3
73	тем не	6	3
74	у нас	6	3
75	и как	3	3
76	в начале	4	3
77	в целом	4	3
78	для того	2	3
79	и о	4	3
80	он не	4	3
81	о нем	2	3
82	еще в	2	3
83	его жизни	6	3
84	начала и	2	3
85	начиная с	2	3
86	не было	10	3
87	именно в	4	3
88	едва ли	3	3
89	мы не	2	3
90	и то	5	3
91	также и	6	3
92	их в	2	3
93	и с	14	3
94	как будто	2	3
95	и все	7	3
96	как это	7	3
97	этого не	2	2
98	казалось бы	2	2
99	в этих	4	2
100	его и	2	2
101	в конце	13	2
102	а за	2	2
103	в сущности	2	2
104	в свою	3	2
105	на то	2	2
106	ему в	2	2
107	о его	5	2
108	к его	2	2
109	как мы	11	2
110	же в	2	2
111	да и	3	2
112	в москве	6	2
113	свою очередь	2	2
114	по своему	2	2
115	до конца	7	2
116	она не	2	2
117	как у	2	2
118	во сне	2	2
119	он уже	5	2
120	никак не	3	2
121	не вполне	2	2
122	всяком случае	6	2
123	не имеет	2	2
124	хотя бы	3	2
125	себя в	2	2
126	вместе с	8	2
127	после смерти	4	2
128	жизни в	2	2
129	в отличие	3	2
130	в связи	8	2
131	не могла	2	2
132	если не	2	2
133	в году	24	2
134	и вот	3	2
135	в той	2	2
136	что не	2	2
137	говорил о	2	2
138	и даже	10	2
139	и притом	2	2
140	и для	3	2
141	друг друга	2	2
142	отличие от	3	2
143	в таком	3	2
144	ничего не	2	2
145	нас в	2	2
146	в результате	5	2
147	сказать что	11	2
148	во всяком	6	2
149	не о	2	2
150	и от	2	2
151	что касается	3	2
152	он и	3	2
153	связи с	8	2
154	я в	3	2
155	дело в	3	2
156	здесь не	4	2
157	в чем	2	2
158	с ним	5	2
159	в области	3	2
160	это было	4	2
