N	2gram	Voloshinov_1	OGranits
1	и в	19	13
2	и его	19	12
3	абстрактного объективизма	16	10
4	прежде всего	13	9
5	не может	24	8
6	и не	26	8
7	может быть	26	8
8	и их	2	7
9	и т.п	10	7
10	точки зрения	34	7
11	и пр	12	7
12	в его	6	7
13	таким образом	17	6
14	не только	8	6
15	социального общения	12	6
16	то что	8	6
17	только в	9	6
18	мы должны	3	6
19	как бы	15	6
20	все же	8	5
21	с точки	20	5
22	языка и	13	5
23	и эта	4	5
24	в материале	3	5
25	хотя бы	5	5
26	и т.д	2	5
27	в процессе	14	5
28	то же	7	4
29	не является	4	4
30	тех пор	2	4
31	в своей	3	4
32	до тех	2	4
33	все это	3	4
34	в каждом	7	4
35	в двух	2	4
36	лишь в	9	4
37	мы не	6	4
38	мы можем	2	4
39	было бы	4	4
40	вполне понятно	3	4
41	в сознании	2	4
42	но в	7	4
43	связана с	2	3
44	пор пока	2	3
45	к единству	2	3
46	отношению к	2	3
47	что в	4	3
48	никогда не	2	3
49	но и	8	3
50	так и	11	3
51	понятно что	3	3
52	что же	4	3
53	как системы	5	3
54	по отношению	3	3
55	не как	2	3
56	и все	5	3
57	точку зрения	2	3
58	здесь мы	4	3
59	самом деле	10	3
60	к одному	4	3
61	языка как	17	3
62	в ее	7	3
63	как и	12	3
64	не в	5	3
65	за пределы	5	3
66	в которой	3	3
67	не столько	4	3
68	в пределах	6	3
69	в себе	2	3
70	ничего общего	5	3
71	с этим	4	3
72	и для	11	3
73	общего с	3	3
74	так как	2	3
75	но для	2	3
76	слово в	3	3
77	и этот	2	2
78	не менее	4	2
79	и др	2	2
80	подойти к	2	2
81	с этой	2	2
82	а как	3	2
83	самого начала	4	2
84	в нем	10	2
85	сознания и	3	2
86	о языке	8	2
87	а не	7	2
88	школы и	2	2
89	в отношении	4	2
90	исследовательского пути	2	2
91	может стать	5	2
92	другой стороны	6	2
93	с другой	5	2
94	в языке	4	2
95	в связи	7	2
96	входит в	5	2
97	а в	4	2
98	общественной психологии	7	2
99	все эти	7	2
100	этой проблемы	4	2
101	вовсе не	5	2
102	те же	5	2
103	конечно в	2	2
104	с самого	4	2
105	к тому	2	2
106	и к	3	2
107	как в	4	2
108	если бы	2	2
109	в чем	2	2
110	не имеет	3	2
111	в лингвистике	4	2
112	в том	6	2
113	так же	7	2
114	том что	3	2
115	с помощью	6	2
116	в своих	2	2
117	в данном	4	2
118	зависимости от	2	2
119	в этом	16	2
120	от этого	2	2
121	тем что	2	2
122	между тем	3	2
123	и следовательно	3	2
124	могут быть	2	2
125	при этом	8	2
126	чем же	4	2
127	нуждается в	3	2
128	истории языка	2	2
129	и ее	3	2
130	для него	9	2
131	форм и	4	2
132	в другом	2	2
133	тот же	4	2
134	более того	3	2
135	в действительности	2	2
136	мы уже	2	2
137	общения и	5	2
138	в целях	3	2
139	слова и	3	2
140	в области	3	2
141	нет ничего	3	2
142	в самом	10	2
143	мог бы	2	2
144	и при	3	2
145	имеет место	2	2
146	там где	2	2
147	бы в	2	2
148	на язык	3	2
149	в ней	4	2
150	и является	2	2
151	языковых форм	5	2
152	явлений и	2	2
