N	2gram	Vinokur_Vv_1	Myslijsy
1	потому что	14	52
2	и в	27	39
3	может быть	24	27
4	в том	31	26
5	только в	13	25
6	что в	11	22
7	не может	13	22
8	а не	3	21
9	так как	13	21
10	не только	21	21
11	в нем	13	20
12	но и	5	20
13	и не	13	18
14	языка и	12	17
15	том что	26	16
16	так что	5	16
17	не в	8	15
18	в этом	34	15
19	если бы	2	14
20	отношению к	4	13
21	по отношению	4	13
22	в себе	4	13
23	таким образом	19	13
24	было бы	5	12
25	точно так	2	11
26	есть только	2	11
27	мы не	2	10
28	по себе	9	10
29	а потому	3	10
30	что не	5	10
31	не есть	4	10
32	то что	17	10
33	и что	4	10
34	могут быть	4	9
35	как и	5	9
36	мысли и	2	9
37	тем что	6	9
38	тогда когда	3	9
39	но в	10	9
40	в одном	4	8
41	но не	7	8
42	вместе с	6	8
43	со стороны	12	8
44	того что	12	8
45	точки зрения	7	8
46	с другой	8	7
47	язык как	3	7
48	должно быть	2	7
49	в ней	3	7
50	в истории	9	7
51	с этим	2	7
52	по его	2	7
53	это не	8	7
54	в этих	3	7
55	не менее	8	6
56	независимо от	3	6
57	по мере	4	6
58	тем не	8	6
59	и как	9	6
60	еще не	4	6
61	как бы	5	6
62	что и	3	6
63	все же	8	6
64	и т	43	6
65	то же	8	6
66	и наоборот	2	6
67	при этом	3	6
68	языка в	4	6
69	того как	3	6
70	зависит от	3	5
71	с тем	6	5
72	вовсе не	6	5
73	языка как	2	5
74	несмотря на	2	5
75	в его	10	5
76	то это	3	5
77	в первом	5	5
78	другой стороны	5	5
79	во всех	2	5
80	так же	3	5
81	а в	5	5
82	и для	4	5
83	деятельности и	2	5
84	во втором	2	5
85	не имеет	4	5
86	и его	5	5
87	не следует	2	5
88	между тем	8	5
89	если же	2	5
90	язык и	3	5
91	не могут	5	4
92	никогда не	3	4
93	однако в	3	4
94	вопрос о	8	4
95	этом смысле	11	4
96	прежде всего	8	4
97	а только	8	4
98	мы видели	2	4
99	же время	5	4
100	к тому	4	4
101	от того	3	4
102	в своих	2	4
103	в каждом	4	4
104	т п	5	4
105	т д	37	4
106	и других	3	4
107	и даже	5	4
108	а так	2	4
109	в более	2	4
110	говорит он	2	4
111	само по	3	4
112	из этих	5	4
113	во всем	2	4
114	в то	5	4
115	что мы	2	4
116	сама по	3	3
117	находятся в	2	3
118	что это	3	3
119	тому что	2	3
120	в них	4	3
121	и это	6	3
122	представить себе	5	3
123	о котором	8	3
124	так например	6	3
125	как она	4	3
126	в этой	3	3
127	в своем	3	3
128	того же	3	3
129	одной стороны	4	3
130	только на	3	3
131	все более	3	3
132	в своей	4	3
133	история языка	2	3
134	что если	2	3
135	для того	21	3
136	и тем	5	3
137	не иначе	2	3
138	об отношении	2	3
139	связи с	3	3
140	и той	2	3
141	в самом	12	3
142	и без	2	3
143	в основании	3	3
144	или же	3	3
145	с одной	4	3
146	хотя в	2	3
147	одной и	2	3
148	заключается в	4	3
149	не мог	2	3
150	о языке	3	3
151	как на	11	3
152	той же	4	3
153	должна быть	2	3
154	и то	5	3
155	во внимание	2	3
156	сказать что	5	3
157	во всяком	3	3
158	хотя и	3	3
159	одно из	5	3
160	что можно	2	3
161	отношений между	3	3
162	и при	2	3
163	и вообще	3	3
164	быть названо	4	3
165	с точки	2	3
166	в создании	2	3
167	языка а	2	3
168	и с	2	3
169	но как	2	3
170	не существует	2	2
171	нисколько не	3	2
172	и есть	3	2
173	как увидим	2	2
174	по этому	2	2
175	нуждается в	2	2
176	по времени	2	2
177	с этой	4	2
178	по крайней	4	2
179	одного и	2	2
180	мы называем	2	2
181	но с	4	2
182	в применении	6	2
183	как например	5	2
184	история и	3	2
185	значение и	2	2
186	в собственном	2	2
187	стороны и	3	2
188	что именно	2	2
189	только по	3	2
190	а как	3	2
191	не что	4	2
192	но если	3	2
193	как мы	9	2
194	о которых	2	2
195	в г	5	2
196	жизни и	2	2
197	уже не	5	2
198	у нас	2	2
199	но все	3	2
200	есть не	3	2
201	чем в	3	2
202	истории языка	5	2
203	после этого	2	2
204	с понятием	3	2
205	того чтобы	21	2
206	мог бы	2	2
207	в сущности	3	2
208	xviii в	6	2
209	ни одна	2	2
210	одним из	5	2
211	в виду	4	2
212	крайней мере	4	2
213	но уже	2	2
214	в целом	5	2
215	в отношениях	2	2
216	что же	3	2
217	на основании	5	2
218	в их	11	2
219	но дело	3	2
220	только что	4	2
221	тем более	2	2
222	для этого	3	2
223	связь между	4	2
224	тогда как	2	2
225	в разных	5	2
226	времени и	4	2
227	и того	2	2
228	что оно	2	2
229	связи между	4	2
230	этот вопрос	4	2
231	из того	2	2
232	применении к	6	2
233	в течение	5	2
234	на этот	4	2
235	хотя бы	5	2
236	том же	2	2
237	иное как	5	2
238	на свои	2	2
239	даже и	3	2
240	что иное	4	2
241	в начале	3	2
242	духовной жизни	3	2
243	что даже	2	2
244	язык но	2	2
245	как будто	3	2
246	его к	2	2
247	познания и	2	2
248	о том	15	2
249	при помощи	2	2
250	дело в	3	2
251	но вместе	2	2
252	когда мы	2	2
253	не могли	2	2
254	мы можем	2	2
