N	2gram	Vygotskiy__4	slovoVRo
1	и в	33	41
2	в нем	7	30
3	и т	6	28
4	то есть	13	26
5	т п	3	23
6	во всех	2	17
7	но и	3	16
8	и не	13	16
9	точки зрения	6	16
10	не только	7	16
11	а не	6	15
12	то же	9	14
13	в пределах	3	14
14	может быть	22	14
15	не может	10	14
16	и его	5	14
17	и на	5	14
18	в то	3	14
19	в сущности	6	13
20	в его	10	13
21	слова и	4	13
22	же время	2	12
23	до конца	7	12
24	как бы	25	12
25	в этом	28	12
26	так и	3	11
27	слово в	2	10
28	в той	3	10
29	таким образом	13	9
30	все эти	6	9
31	себя в	4	9
32	прежде всего	2	8
33	точка зрения	2	8
34	но в	2	8
35	как в	3	8
36	как мы	4	8
37	с точки	4	8
38	все они	2	7
39	не в	2	7
40	с ним	5	7
41	вовсе не	5	7
42	в своей	4	7
43	все же	5	7
44	во всяком	3	7
45	это не	6	6
46	при этом	2	6
47	а в	4	6
48	в них	2	6
49	слова как	3	6
50	только в	4	6
51	с другой	2	5
52	в самом	12	5
53	всяком случае	3	5
54	все это	13	5
55	т д	2	5
56	в основе	3	5
57	и к	2	5
58	не на	2	5
59	далеко не	3	5
60	перед нами	6	4
61	и от	2	4
62	одной стороны	3	4
63	в ней	6	4
64	один из	2	4
65	с ее	3	4
66	в их	2	4
67	с одной	3	4
68	и наконец	2	4
69	и формы	2	4
70	и с	2	4
71	в которой	4	4
72	и все	12	4
73	с его	2	4
74	всех этих	3	4
75	лежит в	2	4
76	ли он	2	4
77	как и	5	4
78	здесь в	3	4
79	и потому	2	4
80	о нем	4	4
81	автор не	2	4
82	другой стороны	2	4
83	и для	3	4
84	ничего не	2	4
85	как только	2	3
86	смысла и	4	3
87	есть как	2	3
88	все время	24	3
89	никогда не	5	3
90	хотя бы	2	3
91	из этих	2	3
92	к тому	12	3
93	в том	21	3
94	из них	4	3
95	его и	2	3
96	в своем	7	3
97	именно в	2	3
98	и других	4	3
99	того что	4	3
100	также и	2	3
101	в результате	2	3
102	образом в	2	3
103	и здесь	3	3
104	не было	3	3
105	конца и	2	3
106	о том	20	3
107	его в	3	3
108	так как	12	3
109	у него	6	3
110	с этим	5	3
111	в себе	6	3
112	с этой	4	3
113	по существу	2	3
114	она не	3	3
115	и может	5	3
116	было бы	12	3
117	конечно не	3	3
118	он не	11	3
119	из этого	5	3
120	бы и	2	3
121	почти всегда	2	3
122	и ее	2	3
123	же как	3	2
124	в частности	4	2
125	к своей	3	2
126	тому что	6	2
127	столь же	2	2
128	что все	11	2
129	на все	2	2
130	для понимания	2	2
131	можно сказать	2	2
132	для нас	7	2
133	так что	7	2
134	что они	6	2
135	на этом	3	2
136	такое понимание	2	2
137	друг с	4	2
138	например в	3	2
139	и той	2	2
140	для того	23	2
141	был бы	3	2
142	в целом	5	2
143	те же	2	2
144	должно быть	3	2
145	так же	13	2
146	время как	2	2
147	сказать что	13	2
148	потому что	24	2
149	именно как	2	2
150	но он	6	2
151	не является	2	2
152	а как	2	2
153	нисколько не	5	2
154	в котором	2	2
155	он может	2	2
156	бы его	3	2
157	в одном	3	2
158	к этому	4	2
159	связь с	5	2
160	и эти	2	2
161	у нас	4	2
162	том что	22	2
163	мы видим	6	2
164	одна из	4	2
165	но не	3	2
166	а на	2	2
167	то время	2	2
168	до сих	3	2
169	мы уже	5	2
170	совершенно не	4	2
171	и о	4	2
172	даже в	2	2
173	сих пор	3	2
174	и другим	2	2
175	в ее	2	2
176	как раз	9	2
177	в самых	3	2
178	нами в	2	2
179	а с	2	2
180	на самом	6	2
181	если мы	12	2
182	и эта	2	2
183	заставляет его	4	2
184	той же	4	2
185	мы не	5	2
186	можно было	4	2
187	и то	2	2
188	от этого	3	2
189	мы все	3	2
190	в виде	3	2
191	эти слова	3	2
192	тем и	2	2
193	связи с	2	2
194	с другом	4	2
