N	2gram	Tiupa_Disk_2	KulturaY
1	в том	8	30
2	и в	16	24
3	потому что	4	23
4	том что	10	21
5	что в	5	17
6	в этом	16	14
7	точки зрения	4	14
8	может быть	16	13
9	все же	6	12
10	в его	3	12
11	и не	15	12
12	не в	3	11
13	только в	3	11
14	не только	10	10
15	то что	5	9
16	прежде всего	7	9
17	отношению к	4	9
18	с точки	2	9
19	о том	4	9
20	по отношению	4	8
21	в языке	2	8
22	то же	6	8
23	уже не	3	8
24	а не	14	8
25	не менее	7	7
26	в них	3	7
27	с другой	5	7
28	в качестве	16	7
29	как бы	4	7
30	вместе с	2	7
31	не может	9	7
32	это не	3	7
33	в области	2	7
34	так и	9	7
35	именно в	2	6
36	что он	2	6
37	при этом	17	6
38	в ней	2	6
39	но и	11	6
40	что же	2	6
41	все это	2	6
42	другой стороны	2	6
43	все эти	3	6
44	мы имеем	2	6
45	но не	7	5
46	еще не	6	5
47	например в	3	5
48	но уже	2	5
49	этом отношении	4	5
50	в той	2	5
51	а в	2	5
52	и его	3	5
53	в результате	2	5
54	между тем	2	5
55	и с	2	5
56	в рамках	7	4
57	с его	6	4
58	в частности	12	4
59	в этих	3	4
60	же касается	2	4
61	в нем	7	4
62	указать на	2	4
63	есть в	2	4
64	разумеется не	4	4
65	того же	2	4
66	в пределах	4	4
67	из них	3	4
68	в первую	2	4
69	речи в	2	4
70	что и	2	4
71	в целом	2	4
72	со стороны	10	4
73	как в	8	4
74	не на	2	4
75	тем самым	6	4
76	роль в	4	4
77	и на	5	4
78	в данном	7	4
79	из этих	3	4
80	как на	3	3
81	состоит в	16	3
82	или иного	2	3
83	или иной	3	3
84	можно сказать	3	3
85	сводится к	2	3
86	в соответствии	2	3
87	соответствии с	3	3
88	в этой	4	3
89	в противовес	5	3
90	и может	3	3
91	в котором	3	3
92	не с	2	3
93	в своем	5	3
94	а с	5	3
95	не было	3	3
96	должно быть	2	3
97	той же	2	3
98	должна быть	2	3
99	с их	2	3
100	и то	4	3
101	в себе	19	3
102	здесь не	2	3
103	в одном	4	3
104	о чем	2	2
105	никогда не	2	2
106	по большей	2	2
107	не является	4	2
108	одного и	3	2
109	и все	3	2
110	большей части	2	2
111	идет о	2	2
112	к своему	2	2
113	в то	5	2
114	этом случае	2	2
115	и того	3	2
116	как и	16	2
117	и как	3	2
118	в большинстве	2	2
119	же время	5	2
120	не знают	3	2
121	первую очередь	2	2
122	было в	3	2
123	общения и	2	2
124	на мой	2	2
125	в своей	6	2
126	по преимуществу	2	2
127	свое время	2	2
128	в контексте	3	2
129	в свое	2	2
130	к жизни	3	2
131	ни в	7	2
132	он не	3	2
133	и для	2	2
134	иначе говоря	3	2
135	не столько	3	2
136	также и	3	2
137	может иметь	2	2
138	одно из	4	2
139	на примере	2	2
140	тогда как	11	2
141	но в	11	2
142	мой взгляд	2	2
