N	2gram	Bakhtin_Pr_2	Myshleni
1	в этом	20	29
2	точки зрения	19	28
3	и в	45	26
4	не только	16	24
5	для себя	3	24
6	то что	5	24
7	таким образом	11	23
8	с точки	9	21
9	в том	8	18
10	и не	42	18
11	том что	7	17
12	потому что	8	16
13	как и	14	15
14	того что	3	14
15	так же	5	14
16	так как	5	14
17	как мы	8	14
18	что в	6	12
19	и его	8	12
20	в которой	2	11
21	но и	15	11
22	мысли и	3	11
23	не может	24	11
24	что они	3	10
25	в развитии	2	10
26	в самом	13	9
27	по сравнению	2	9
28	в сущности	7	9
29	слово и	2	9
30	тем что	2	9
31	в себе	5	9
32	же как	4	8
33	то же	5	8
34	что она	4	8
35	сказать что	5	8
36	сравнению с	2	8
37	что он	7	8
38	ее в	2	8
39	тем самым	2	8
40	только в	9	8
41	представление о	2	7
42	прежде всего	11	7
43	может быть	18	7
44	и к	2	7
45	в смысле	2	6
46	по отношению	8	6
47	именно в	3	6
48	как на	2	6
49	мы должны	4	6
50	как бы	15	6
51	в ее	3	6
52	все что	3	6
53	и что	2	6
54	было бы	4	6
55	во всех	4	6
56	все эти	4	6
57	все же	4	6
58	самом деле	4	6
59	а не	10	6
60	выражение в	3	6
61	в сознании	2	6
62	что эта	2	6
63	слова в	4	5
64	можно сказать	2	5
65	до конца	7	5
66	если бы	2	5
67	и следовательно	7	5
68	в виду	2	5
69	в целом	5	5
70	и их	6	5
71	и с	7	5
72	в начале	2	5
73	бы в	5	5
74	как это	2	5
75	она не	5	5
76	отношению к	8	5
77	в процессе	2	5
78	только что	2	5
79	и для	2	5
80	не менее	2	4
81	никогда не	17	4
82	в нашем	2	4
83	что у	4	4
84	и от	3	4
85	в конце	4	4
86	на то	2	4
87	так что	2	4
88	в котором	7	4
89	не по	3	4
90	мысль не	3	4
91	этой точки	2	4
92	друг друга	7	4
93	в момент	3	4
94	в его	22	4
95	о том	3	4
96	но в	6	4
97	на пороге	4	4
98	еще не	9	4
99	одной из	2	4
100	не есть	2	4
101	как в	4	4
102	нами в	4	4
103	в той	3	4
104	не в	8	4
105	показать что	2	4
106	в области	2	4
107	я не	6	3
108	для этого	3	3
109	все это	5	3
110	это не	3	3
111	но это	2	3
112	есть в	8	3
113	для него	9	3
114	в ней	7	3
115	в основе	2	3
116	смысле этого	2	3
117	между ними	4	3
118	не является	3	3
119	его с	2	3
120	мы видели	3	3
121	как к	2	3
122	этом отношении	2	3
123	но только	2	3
124	в самой	3	3
125	отдельной мысли	2	3
126	самом начале	3	3
127	и по	2	3
128	он не	9	3
129	мы уже	3	3
130	нашей работы	2	3
131	с ним	8	3
132	были бы	2	3
133	по себе	8	3
134	об этом	3	3
135	мы остановимся	2	3
136	в то	5	3
137	но не	6	3
138	в одной	5	3
139	до сих	2	3
140	и о	2	3
141	и потому	6	3
142	этого слова	2	3
143	нет и	3	3
144	что и	5	3
145	в своей	6	3
146	сих пор	2	3
147	так и	3	3
148	как раз	6	3
149	и слово	6	3
150	к нему	11	3
151	мы видим	2	3
152	с другими	7	3
153	мы можем	4	3
154	в чем	2	3
155	перед нами	4	2
156	уже в	4	2
157	что если	3	2
158	к действительности	2	2
159	себя и	2	2
160	в этих	4	2
161	его и	3	2
162	друг с	2	2
163	точку зрения	5	2
164	что все	3	2
165	входит в	9	2
166	ни в	2	2
167	мы и	3	2
168	в большинстве	2	2
169	на его	5	2
170	и той	3	2
171	или в	2	2
172	одним из	3	2
173	все те	2	2
174	один из	2	2
175	в нем	20	2
176	есть только	4	2
177	с ее	3	2
178	друг от	2	2
179	отношение к	8	2
180	в их	4	2
181	за счет	2	2
182	отношения к	2	2
183	и других	3	2
184	образом в	2	2
185	лишь в	2	2
186	по природе	3	2
187	как слово	5	2
188	не имеет	3	2
189	должно быть	4	2
190	а в	3	2
191	что для	2	2
192	в своих	4	2
193	его в	3	2
194	с которыми	2	2
195	большинстве случаев	2	2
196	к этой	2	2
197	к этому	4	2
198	вовсе не	7	2
199	и здесь	2	2
200	у нас	2	2
201	идет о	2	2
202	от друга	2	2
203	относится к	2	2
204	даже в	6	2
205	и до	4	2
206	к другу	3	2
207	что же	4	2
208	по своим	2	2
209	находится в	2	2
210	того как	3	2
211	но с	3	2
212	что не	5	2
213	из которых	2	2
214	ко всем	2	2
215	и он	3	2
216	и развиваются	2	2
217	можно было	2	2
218	могут быть	4	2
219	и ее	7	2
220	с другом	2	2
221	которые в	2	2
222	не раз	2	2
223	ничего не	3	2
