N	2gram	Voloshinov_1	FransuaR
1	и в	12	41
2	таким образом	12	17
3	в нем	6	16
4	и с	3	16
5	и его	13	13
6	но и	3	13
7	в этом	4	12
8	все это	3	11
9	все эти	3	11
10	прежде всего	8	10
11	в самом	4	10
12	не только	4	10
13	и др	5	10
14	так как	9	10
15	то что	5	10
16	кроме того	2	9
17	и на	4	9
18	и все	2	9
19	о том	3	9
20	никогда не	5	8
21	но в	5	8
22	в них	3	7
23	том что	5	7
24	как бы	13	7
25	в особенности	2	7
26	как и	5	7
27	что в	2	7
28	в его	2	7
29	вместе с	2	6
30	с помощью	6	6
31	сказать что	7	6
32	в то	2	6
33	то же	5	5
34	с его	2	5
35	в литературе	4	5
36	так же	3	5
37	так и	4	5
38	в своем	2	5
39	и что	2	5
40	в себе	3	5
41	там где	2	5
42	подчеркнуть что	2	5
43	уже в	2	4
44	все время	6	4
45	с другой	4	4
46	не в	4	4
47	и вообще	3	4
48	одной стороны	2	4
49	в ней	6	4
50	в котором	3	4
51	все же	4	4
52	не может	16	4
53	с одной	2	4
54	как в	5	4
55	самом деле	3	4
56	и наконец	3	4
57	более того	2	4
58	с ним	3	4
59	из этого	3	4
60	с этой	2	3
61	на все	2	3
62	но это	2	3
63	до сих	3	3
64	конечно не	3	3
65	жизни и	4	3
66	сих пор	3	3
67	не остается	2	3
68	и для	3	3
69	при этом	6	3
70	и не	10	3
71	те же	2	3
72	того что	3	3
73	что не	4	3
74	между ними	2	3
75	к нему	4	3
76	с другими	2	3
77	в данном	2	3
78	только в	6	3
79	в чем	2	3
80	в этих	2	2
81	все они	2	2
82	стороны и	2	2
83	конечно в	2	2
84	в корне	2	2
85	для нас	7	2
86	в том	6	2
87	ведь и	3	2
88	литературы и	4	2
89	но не	2	2
90	должна быть	5	2
91	до конца	2	2
92	может быть	14	2
93	за пределы	4	2
94	в своей	3	2
95	он не	2	2
96	и потому	2	2
97	данном случае	2	2
98	в форме	2	2
99	другой стороны	2	2
100	и другие	2	2
101	как это	2	2
102	а не	5	2
103	с точки	2	2
104	и те	2	2
105	мы не	3	2
106	от всех	2	2
107	и то	2	2
108	между тем	3	2
109	точки зрения	14	2
110	что мы	5	2
111	но конечно	2	2
112	тогда когда	2	2
