N	3gram	Vygotskiy__5	Myshleni
1	в том что	14	17
2	вместе с тем	3	10
3	заключается в том	6	7
4	мы могли бы	4	7
5	для того чтобы	19	7
6	с самого начала	3	6
7	так же как	2	6
8	в отличие от	2	6
9	тот факт что	4	5
10	с одной стороны	12	5
11	можно было бы	3	5
12	в зависимости от	6	5
13	друг с другом	3	5
14	и того же	2	4
15	является то что	2	4
16	одного и того	2	4
17	по сравнению с	4	3
18	о том что	6	3
19	состоит в том	2	3
20	так же точно	5	3
21	с тем что	3	3
22	а с другой	4	3
23	сами по себе	2	3
24	бы сказать что	2	3
25	на то что	16	3
26	с другой стороны	5	3
27	могли бы сказать	2	3
28	в этом отношении	3	3
29	и той же	2	2
30	той или иной	2	2
31	на первый план	2	2
32	и то что	3	2
33	имеет дело с	2	2
34	само по себе	2	2
35	заключает в себе	4	2
36	мы никогда не	2	2
37	то что мы	2	2
38	то что в	2	2
39	не может быть	2	2
40	таким образом что	3	2
41	одной и той	2	2
