N	2gram	Bakhtin_Fr_3	Formalny
1	и в	40	24
2	в его	13	23
3	прежде всего	16	22
4	и не	13	20
5	так и	3	18
6	не может	3	16
7	точки зрения	2	16
8	в этом	15	15
9	в нем	5	14
10	может быть	9	14
11	таким образом	10	13
12	в своем	7	11
13	не менее	2	11
14	как и	11	11
15	в своей	6	11
16	в их	4	11
17	вовсе не	12	10
18	и ее	2	10
19	то же	7	10
20	в ней	4	10
21	а не	5	10
22	и его	17	10
23	и потому	4	9
24	все это	4	9
25	в то	6	9
26	в ее	3	8
27	же время	6	8
28	именно в	2	8
29	то что	5	8
30	как в	3	8
31	лишь в	2	8
32	и на	8	8
33	и с	8	8
34	и от	3	7
35	до конца	6	7
36	не только	13	7
37	жизни и	4	7
38	но и	11	7
39	на самом	3	7
40	и все	9	6
41	и здесь	4	6
42	было бы	4	6
43	в том	8	6
44	в этой	3	6
45	самом деле	3	6
46	до сих	4	6
47	еще не	3	6
48	как бы	3	6
49	сих пор	4	6
50	в целом	2	6
51	а в	3	6
52	все эти	8	6
53	на основе	2	6
54	хотя бы	2	5
55	в литературе	5	5
56	у нас	4	5
57	при этом	3	5
58	только на	4	5
59	со всею	3	5
60	и др	7	5
61	во всех	6	5
62	в самом	6	5
63	и до	8	5
64	как мы	10	5
65	должны быть	2	5
66	с другой	2	5
67	но в	8	5
68	мы увидим	2	4
69	с его	3	4
70	в частности	3	4
71	и к	3	4
72	в мире	4	4
73	для этого	3	4
74	если бы	3	4
75	конечно не	2	4
76	отношению к	2	4
77	по отношению	3	4
78	в связи	5	4
79	что в	12	4
80	в которой	2	4
81	в истории	4	4
82	как о	2	4
83	к этой	3	4
84	но не	2	3
85	всех этих	3	3
86	связи с	6	3
87	в них	9	3
88	что он	2	3
89	с помощью	2	3
90	нельзя понять	2	3
91	для него	5	3
92	это и	2	3
93	и как	3	3
94	но это	3	3
95	со всеми	5	3
96	он не	9	3
97	в основном	4	3
98	один из	4	3
99	все же	2	3
100	отношение к	8	3
101	влияние на	2	3
102	в особенности	5	3
103	или же	2	3
104	особенно в	4	3
105	не было	5	3
106	и других	6	3
107	культуры и	7	3
108	не боится	2	3
109	мы не	2	3
110	и наконец	3	3
111	и даже	4	3
112	между ними	3	3
113	со всем	2	3
114	в основе	5	3
115	они не	3	3
116	в себе	3	3
117	этого слова	2	3
118	здесь не	3	3
119	так сказать	5	3
120	думать что	2	3
121	в области	4	3
122	говорит он	2	3
123	и глубже	4	2
124	в нашем	4	2
125	это не	2	2
126	с этим	2	2
127	в одном	7	2
128	в системе	2	2
129	эпохи и	2	2
130	с начала	4	2
131	и форм	2	2
132	что было	2	2
133	в году	5	2
134	здесь в	4	2
135	о мире	2	2
136	ни в	4	2
137	мы видели	3	2
138	но все	3	2
139	одна из	3	2
140	из важнейших	2	2
141	только в	3	2
142	и если	2	2
143	одной из	2	2
144	этот образ	7	2
145	своей книге	2	2
146	как раз	5	2
147	на их	2	2
148	еще в	3	2
149	что и	3	2
150	начала и	5	2
151	вместе с	3	2
152	он в	2	2
153	во всей	3	2
154	всем этим	2	2
155	и вот	2	2
156	ко всем	3	2
157	не так	3	2
158	для этой	3	2
159	из этой	2	2
160	следовательно и	2	2
161	между тем	3	2
162	даже и	2	2
163	в своих	5	2
164	к новому	2	2
165	на его	2	2
166	они были	3	2
167	но ведь	3	2
168	и это	2	2
169	во всем	3	2
170	в эту	4	2
