N	2gram	Potebnia_M_1	KulturaY
1	и т	6	39
2	потому что	52	25
3	т п	4	24
4	и в	39	23
5	не только	21	20
6	в том	26	19
7	в этом	15	18
8	и не	18	16
9	было бы	12	15
10	так как	21	15
11	может быть	27	15
12	т д	4	14
13	точки зрения	8	14
14	если бы	14	12
15	у нас	2	12
16	в самом	3	12
17	том что	16	11
18	того чтобы	2	11
19	но в	9	11
20	что в	22	10
21	по себе	10	10
22	в языке	33	10
23	а не	21	10
24	вовсе не	5	9
25	вопрос о	4	9
26	в сущности	2	9
27	то что	10	9
28	для того	3	9
29	хотя бы	2	9
30	не может	22	9
31	с другой	7	8
32	прежде всего	4	8
33	не в	15	8
34	только потому	3	8
35	уже не	2	8
36	и что	10	8
37	с точки	3	8
38	языка и	17	8
39	что это	3	7
40	не менее	6	7
41	все же	6	7
42	но и	20	7
43	другой стороны	5	7
44	и с	3	7
45	слова в	2	6
46	это не	7	6
47	по крайней	2	6
48	крайней мере	2	6
49	в этой	3	6
50	но не	8	6
51	что не	10	6
52	тем не	6	6
53	вопроса о	2	6
54	то же	6	6
55	этот вопрос	2	6
56	между тем	5	6
57	что мы	4	6
58	не могут	4	5
59	должна быть	3	5
60	что все	3	5
61	этом смысле	4	5
62	еще не	6	5
63	несмотря на	5	5
64	в его	5	5
65	и тем	3	5
66	слова и	4	5
67	вместе с	8	5
68	что же	2	5
69	таким образом	13	5
70	там где	4	5
71	и то	3	5
72	не следует	5	5
73	речи и	10	5
74	во всяком	3	5
75	само по	4	5
76	только в	25	5
77	была бы	2	4
78	в них	3	4
79	на то	2	4
80	если мы	3	4
81	к тому	4	4
82	что на	6	4
83	для нас	9	4
84	но все	2	4
85	должно быть	7	4
86	на себе	2	4
87	или в	2	4
88	от того	4	4
89	хотя и	3	4
90	как бы	6	4
91	в нем	20	4
92	со стороны	8	4
93	так же	5	4
94	не было	4	4
95	и о	2	4
96	не имеет	5	4
97	сказать что	3	4
98	могут быть	9	4
99	в каком	6	4
100	в то	4	4
101	так и	13	4
102	чем в	2	3
103	нисколько не	2	3
104	ни были	3	3
105	для этого	2	3
106	что слово	3	3
107	точно так	11	3
108	же время	4	3
109	что оно	2	3
110	а только	4	3
111	о которых	2	3
112	же в	2	3
113	но это	5	3
114	того же	3	3
115	связи с	3	3
116	никак не	2	3
117	в ней	7	3
118	он не	3	3
119	что и	6	3
120	не все	2	3
121	как в	10	3
122	с этим	7	3
123	то и	7	3
124	как мы	2	3
125	того что	8	3
126	и по	6	3
127	а в	5	3
128	и его	5	3
129	языка но	3	3
130	слова не	2	3
131	тем что	9	3
132	языка в	6	3
133	что можно	3	3
134	в таких	2	3
135	и это	3	3
136	есть в	2	3
137	к этой	3	3
138	что дух	2	3
139	в виду	2	3
140	если и	2	3
141	только для	3	2
142	мы будем	2	2
143	и более	2	2
144	с тем	5	2
145	и есть	2	2
146	никогда не	4	2
147	о котором	3	2
148	оно не	3	2
149	с этой	2	2
150	и от	3	2
151	и все	3	2
152	быть не	4	2
153	одного из	2	2
154	на все	2	2
155	представить себе	3	2
156	язык не	5	2
157	его к	2	2
158	языка как	5	2
159	в самой	3	2
160	следовательно и	2	2
161	и потому	5	2
162	с одной	3	2
163	что если	3	2
164	свою очередь	4	2
165	очевидно что	3	2
166	не более	4	2
167	в свою	4	2
168	как будто	2	2
169	язык и	5	2
170	когда в	3	2
171	она не	3	2
172	при этом	6	2
173	по поводу	3	2
174	язык в	8	2
175	и если	2	2
176	мы в	2	2
177	между прочим	2	2
178	таким же	2	2
179	и даже	4	2
180	мы видели	4	2
181	но уже	2	2
182	в своей	3	2
183	все они	2	2
184	есть вместе	3	2
185	есть явление	2	2
186	в их	2	2
187	и следовательно	2	2
188	в своем	3	2
189	в основании	3	2
190	или же	3	2
191	того как	6	2
192	и для	5	2
193	нам и	2	2
194	этой цели	2	2
195	как и	9	2
196	чтобы не	2	2
197	но оно	3	2
198	тем самым	4	2
199	должны быть	7	2
200	на этот	2	2
201	тем же	2	2
202	той же	3	2
203	что для	3	2
204	в глазах	3	2
205	быть только	5	2
206	языка не	5	2
207	даже и	2	2
208	нуждается в	2	2
209	в своих	4	2
210	указания на	2	2
211	и вообще	3	2
212	могла бы	2	2
213	мы должны	3	2
214	могли бы	2	2
215	заключается в	3	2
216	то не	3	2
217	слов и	4	2
