N	2gram	Bakhtin_Fr_1	Vladivir
1	и в	65	31
2	в году	6	30
3	не только	10	24
4	но и	10	19
5	то что	3	18
6	и не	22	17
7	и даже	8	15
8	он был	2	14
9	том что	6	14
10	что в	3	14
11	в этом	15	14
12	и с	3	14
13	что он	3	12
14	в его	9	12
15	но в	14	12
16	с его	5	11
17	в том	16	11
18	между прочим	2	11
19	потому что	5	11
20	о том	2	11
21	он не	2	10
22	никогда не	6	9
23	как мы	6	9
24	даже и	3	9
25	только в	7	9
26	в дальнейшем	8	8
27	и по	2	8
28	так как	6	8
29	для него	5	7
30	кроме того	2	7
31	о нем	3	7
32	как раз	3	7
33	и его	10	7
34	сказать что	6	7
35	мы уже	12	7
36	еще и	5	7
37	он и	3	6
38	и к	4	6
39	можно сказать	2	6
40	и потому	10	6
41	может быть	6	6
42	свое время	2	6
43	так и	10	6
44	не может	3	6
45	на этот	2	6
46	разного рода	3	6
47	это было	2	6
48	все это	9	5
49	вовсе не	18	5
50	не в	4	5
51	но как	3	5
52	и от	2	5
53	в свое	2	5
54	жизни и	7	5
55	в своих	5	5
56	с ним	3	5
57	в своем	8	4
58	и все	5	4
59	в нем	13	4
60	главным образом	6	4
61	для нас	4	4
62	в себе	3	4
63	да и	2	4
64	и вообще	3	4
65	как и	5	4
66	мы и	3	4
67	в этой	4	4
68	по своей	3	4
69	хотя и	2	4
70	и особенно	2	4
71	в своей	5	4
72	ни с	2	4
73	мысли и	4	4
74	в особенности	2	4
75	и у	6	4
76	несмотря на	2	4
77	во всем	2	4
78	дело в	2	4
79	к нему	3	4
80	в общем	4	3
81	но на	3	3
82	к тому	2	3
83	с другой	3	3
84	и так	2	3
85	раз и	2	3
86	в жизни	4	3
87	как в	5	3
88	но не	2	3
89	но это	3	3
90	по своему	8	3
91	ничего не	3	3
92	за пределы	8	3
93	все же	6	3
94	на его	2	3
95	в целом	2	3
96	вся эта	3	3
97	отношение к	4	3
98	на него	2	3
99	только на	2	3
100	в отношении	6	3
101	все эти	10	3
102	и вот	2	3
103	уже не	3	3
104	и очень	2	3
105	и он	2	3
106	и на	11	3
107	это можно	2	3
108	это время	2	3
109	и здесь	3	3
110	во время	4	3
111	то есть	45	3
112	во многом	2	2
113	мы будем	3	2
114	в частности	5	2
115	нет и	2	2
116	она была	3	2
117	в них	5	2
118	на все	2	2
119	образом в	2	2
120	на всю	4	2
121	его к	2	2
122	в тех	3	2
123	от него	2	2
124	не были	3	2
125	еще не	6	2
126	при этом	6	2
127	того что	2	2
128	в это	2	2
129	совершенно не	4	2
130	в самом	4	2
131	для своего	2	2
132	одним из	2	2
133	на что	2	2
134	к жизни	2	2
135	даже в	3	2
136	и до	4	2
137	уже сказали	3	2
138	и глубоко	2	2
139	в свой	2	2
140	из них	4	2
141	который был	2	2
142	так например	2	2
143	и для	2	2
144	начиная с	2	2
145	были в	2	2
146	и других	3	2
147	что мы	2	2
148	по его	3	2
149	и почти	2	2
150	он так	2	2
151	точки зрения	7	2
152	к себе	2	2
153	из этих	2	2
154	и еще	4	2
155	всего на	2	2
156	его на	2	2
157	и это	2	2
158	и ни	3	2
159	в чем	2	2
