N	2gram	Bakhtin_Fr_7	Marksizm
1	точки зрения	5	34
2	может быть	4	26
3	и не	7	26
4	не может	3	24
5	с точки	3	20
6	и в	41	19
7	и его	9	19
8	таким образом	19	17
9	в этом	15	16
10	как бы	7	15
11	в процессе	2	14
12	прежде всего	11	13
13	как мы	11	13
14	как и	14	12
15	так и	10	11
16	и для	5	11
17	в нем	7	10
18	ни было	2	10
19	и т.п	9	10
20	для него	6	9
21	в результате	2	9
22	только в	6	9
23	при этом	3	8
24	но и	9	8
25	не только	5	8
26	то что	8	8
27	точка зрения	2	7
28	в связи	2	7
29	все эти	13	7
30	так же	5	7
31	и те	3	7
32	но в	8	7
33	во всех	3	7
34	то же	13	7
35	а не	2	7
36	с помощью	6	6
37	в том	11	6
38	кроме того	3	6
39	и здесь	4	6
40	того же	3	6
41	в его	12	6
42	мы не	2	6
43	так сказать	3	6
44	ничего не	4	6
45	в конце	8	5
46	именно в	2	5
47	не в	9	5
48	до конца	2	5
49	рядом с	4	5
50	и потому	3	5
51	и все	14	5
52	к этому	5	5
53	вовсе не	7	5
54	во всяком	2	5
55	может стать	2	5
56	что в	9	4
57	в отношении	3	4
58	с самого	2	4
59	в ней	5	4
60	а в	5	4
61	и на	4	4
62	тот же	2	4
63	с этим	2	4
64	еще не	2	4
65	было бы	4	4
66	как в	5	4
67	только на	2	4
68	и эта	3	4
69	в данном	2	4
70	выражение в	3	4
71	далеко не	2	4
72	место в	4	3
73	этом отношении	2	3
74	и есть	3	3
75	и от	8	3
76	одного из	2	3
77	переходим к	2	3
78	и как	2	3
79	но именно	3	3
80	в большинстве	2	3
81	же время	9	3
82	момент в	4	3
83	места в	2	3
84	из них	3	3
85	правда и	2	3
86	все это	10	3
87	по отношению	2	3
88	не было	3	3
89	конце концов	4	3
90	того что	2	3
91	не имеет	3	3
92	в то	10	3
93	его в	3	3
94	большинстве случаев	2	3
95	оно ни	2	3
96	он может	3	3
97	и к	5	3
98	том что	4	3
99	одной из	2	3
100	в сущности	4	3
101	он не	4	3
102	не есть	2	3
103	в своей	3	3
104	целый ряд	4	3
105	на самом	2	3
106	но все	4	3
107	и ее	2	3
108	и это	5	3
109	в которой	2	3
110	в области	2	3
111	том числе	4	2
112	никогда не	2	2
113	в своем	9	2
114	что все	2	2
115	его к	3	2
116	ни в	6	2
117	связаны с	2	2
118	свою очередь	3	2
119	числе и	2	2
120	в свою	3	2
121	для всех	2	2
122	в виду	4	2
123	и др	2	2
124	с ее	3	2
125	на этой	4	2
126	жизни и	3	2
127	в первой	2	2
128	и их	3	2
129	со всех	2	2
130	и других	2	2
131	не просто	2	2
132	должно быть	4	2
133	можно было	3	2
134	в одной	2	2
135	о том	6	2
136	как он	2	2
137	так как	3	2
138	бы в	2	2
139	нет ни	2	2
140	и с	4	2
141	исторического времени	2	2
142	от этого	3	2
143	норм и	2	2
144	нового времени	3	2
145	и во	2	2
146	в литературе	2	2
147	что он	3	2
148	в себе	11	2
149	в романе	7	2
150	одна из	4	2
151	во все	2	2
152	они и	2	2
153	в качестве	9	2
154	другими словами	2	2
155	мы уже	12	2
156	к тому	2	2
157	явлений и	2	2
158	что и	5	2
159	отношению к	2	2
160	благодаря этому	2	2
161	и сама	2	2
162	следовательно и	2	2
163	человека в	2	2
164	из которых	2	2
165	мира и	4	2
166	той же	3	2
167	или в	2	2
168	тем что	3	2
169	этой системы	2	2
170	ту же	2	2
171	не знает	3	2
172	и т.д	2	2
173	в чем	2	2
