N	2gram	Bakhtin_Pr_2	Hudozhes
1	то есть	4	18
2	и не	29	16
3	в том	6	15
4	и в	43	15
5	не только	11	15
6	может быть	23	13
7	при этом	6	12
8	а в	5	12
9	и его	8	12
10	но не	5	11
11	в этом	13	11
12	в себе	5	11
13	как бы	22	10
14	отношению к	5	10
15	но и	14	10
16	так и	3	10
17	по отношению	5	10
18	то же	8	10
19	а не	7	10
20	в его	10	9
21	точки зрения	13	9
22	себя в	3	8
23	с другой	4	7
24	или иной	3	7
25	в отличие	4	7
26	внутренней речи	2	7
27	в то	7	7
28	отличие от	4	7
29	но в	10	7
30	я и	2	7
31	с его	4	6
32	что в	4	6
33	том что	2	6
34	не в	11	6
35	же время	5	6
36	отношение к	2	6
37	приводит к	6	6
38	не может	18	6
39	художественного творчества	2	5
40	могут быть	3	5
41	ни в	2	5
42	только в	4	5
43	в самом	7	5
44	того что	2	5
45	той или	3	5
46	в нем	12	5
47	то что	7	5
48	между ними	4	5
49	или менее	3	5
50	другой стороны	3	5
51	в их	3	5
52	уже не	3	5
53	героя и	5	5
54	более или	3	5
55	в этих	6	4
56	прежде всего	10	4
57	к тому	4	4
58	и как	2	4
59	в другом	7	4
60	для него	8	4
61	еще не	9	4
62	например в	2	4
63	хотя и	5	4
64	он не	9	4
65	в своей	4	4
66	в форме	2	4
67	входит в	2	4
68	отношения к	2	4
69	в слове	5	4
70	самим собой	3	4
71	и то	2	4
72	сказать что	2	4
73	между тем	3	4
74	речи и	4	4
75	не знает	3	4
76	не менее	3	3
77	если бы	3	3
78	произведения как	2	3
79	в отношении	3	3
80	это не	3	3
81	этом смысле	2	3
82	была бы	2	3
83	что он	13	3
84	и к	3	3
85	тем не	2	3
86	в пределах	16	3
87	по своему	2	3
88	того же	3	3
89	одно и	2	3
90	как раз	4	3
91	далеко не	4	3
92	к нему	5	3
93	в точке	2	3
94	в целом	2	3
95	не на	4	3
96	таким образом	5	3
97	как и	14	3
98	в той	5	3
99	лишь в	8	3
100	и что	5	3
101	с точки	8	3
102	и для	3	3
103	в таком	2	3
104	в рассказе	3	3
105	их в	4	3
106	автора и	2	3
107	но он	4	3
108	и ее	3	3
109	его в	3	3
110	в художественном	3	3
111	в произведении	4	3
112	герой не	2	3
113	в виду	3	3
114	слова в	12	2
115	я не	4	2
116	сама по	4	2
117	но на	2	2
118	с человеком	2	2
119	в сторону	2	2
120	себя и	3	2
121	в своем	4	2
122	в них	4	2
123	превращается в	2	2
124	и особенно	2	2
125	не как	6	2
126	в одном	12	2
127	человека и	2	2
128	вовсе не	5	2
129	по себе	11	2
130	для понимания	2	2
131	что может	2	2
132	об этом	2	2
133	с самим	8	2
134	есть в	3	2
135	одна из	2	2
136	времени и	2	2
137	в глаза	2	2
138	с их	2	2
139	и сам	7	2
140	за пределы	3	2
141	во всех	4	2
142	и о	2	2
143	для автора	2	2
144	на почве	2	2
145	даже в	3	2
146	для себя	2	2
147	и др	2	2
148	могут оказаться	2	2
149	образом и	3	2
150	как в	2	2
151	слова как	3	2
152	здесь не	6	2
153	одного сознания	2	2
154	в романе	3	2
155	другого в	3	2
156	а с	2	2
157	все эти	5	2
158	в себя	3	2
159	не входит	2	2
160	или в	8	2
161	к другому	5	2
162	высказывания и	2	2
163	так же	2	2
164	с ним	3	2
165	и на	10	2
166	у него	6	2
167	самим собою	5	2
168	о себе	7	2
169	отношении к	2	2
170	о том	5	2
171	еще один	3	2
172	и это	4	2
173	автора как	2	2
174	бы не	2	2
