N	2gram	Trubetskoy_1	Istorich
1	и в	14	24
2	что он	6	21
3	не только	9	21
4	и т	3	17
5	может быть	9	14
6	не может	22	14
7	в этих	2	13
8	что в	4	13
9	в этом	17	12
10	но и	10	11
11	у него	2	10
12	том что	9	10
13	а в	5	10
14	и что	2	10
15	не в	4	9
16	все же	4	9
17	о том	7	9
18	потому что	5	9
19	еще не	3	8
20	что и	3	8
21	все это	6	8
22	то же	11	8
23	а не	2	8
24	или в	3	8
25	так как	4	8
26	в том	17	7
27	одна из	3	7
28	во всех	5	7
29	то что	13	7
30	вместе с	4	7
31	к нему	2	7
32	таким образом	11	7
33	тем что	3	6
34	всех этих	3	6
35	для нас	2	6
36	как и	4	6
37	так же	2	6
38	но не	4	6
39	в нем	5	6
40	он не	5	6
41	того что	3	6
42	во время	2	6
43	только в	5	6
44	что это	3	6
45	то это	3	5
46	с ним	2	5
47	но в	2	5
48	никогда не	5	4
49	по существу	5	4
50	при этом	5	4
51	есть и	2	4
52	одной из	3	4
53	мы уже	2	4
54	как бы	4	4
55	в их	4	4
56	если не	2	4
57	и не	19	4
58	в других	2	4
59	точки зрения	11	4
60	в данном	7	4
61	мы должны	7	4
62	мы можем	2	4
63	в качестве	3	3
64	тогда когда	4	3
65	вопрос о	5	3
66	на то	5	3
67	так что	2	3
68	что они	3	3
69	и если	7	3
70	том чтобы	3	3
71	себе и	4	3
72	его в	4	3
73	сих пор	5	3
74	ее в	2	3
75	данном случае	3	3
76	видеть в	2	3
77	и наконец	2	3
78	и даже	2	3
79	и по	3	3
80	приходит к	3	3
81	но это	2	3
82	знаем что	3	3
83	к себе	2	3
84	из этих	3	3
85	от него	2	3
86	связи с	3	3
87	которой он	4	3
88	в конце	3	3
89	тогда как	2	3
90	на земле	4	2
91	не будет	7	2
92	согласиться с	2	2
93	по этому	2	2
94	для нее	2	2
95	тому что	2	2
96	и от	2	2
97	этого не	2	2
98	прежде всего	8	2
99	совершенно очевидно	2	2
100	не могут	4	2
101	их не	2	2
102	к которой	6	2
103	не можем	2	2
104	она будет	2	2
105	в то	10	2
106	ни в	2	2
107	в силу	2	2
108	ее он	2	2
109	она не	2	2
110	участие в	2	2
111	было бы	5	2
112	и тот	2	2
113	в самом	3	2
114	и о	2	2
115	но для	2	2
116	в котором	2	2
117	если в	6	2
118	на себя	2	2
119	и тем	2	2
120	этом и	2	2
121	на том	3	2
122	со стороны	4	2
123	отличается от	2	2
124	точно так	2	2
125	уже не	2	2
126	во многих	2	2
127	не просто	2	2
128	в другое	4	2
129	что такое	2	2
130	не так	2	2
131	друг друга	3	2
132	из них	3	2
133	с этим	2	2
134	и на	5	2
135	этот вопрос	2	2
136	во всем	4	2
137	только на	2	2
138	в таких	2	2
139	все эти	2	2
140	конечно не	5	2
141	до сих	5	2
