N	2gram	Ircho_Kome_1	Myslijsy
1	потому что	5	49
2	и в	22	24
3	может быть	9	23
4	в сознании	3	23
5	то что	2	20
6	и не	8	19
7	в том	11	18
8	что в	6	16
9	не только	10	15
10	того же	2	14
11	при этом	5	13
12	было бы	2	13
13	не в	6	13
14	но не	2	12
15	не может	2	12
16	то же	6	12
17	мы можем	4	12
18	что и	4	11
19	вместе с	2	11
20	мы не	3	11
21	только в	3	11
22	таким образом	8	11
23	в себе	2	10
24	как в	5	10
25	так как	4	10
26	независимо от	2	9
27	вовсе не	2	9
28	в нем	4	9
29	но и	11	9
30	то и	2	9
31	а в	6	8
32	том что	12	8
33	или менее	2	8
34	и на	3	8
35	в этом	3	8
36	могут быть	3	8
37	прежде всего	5	7
38	во всяком	2	7
39	всяком случае	2	7
40	как и	9	7
41	тем что	4	7
42	в чем	3	7
43	того как	3	7
44	в состоянии	2	6
45	с другой	5	6
46	в одном	8	6
47	и как	3	6
48	в свою	2	6
49	по поводу	4	6
50	тем не	2	6
51	и т	9	6
52	между тем	5	6
53	в то	10	6
54	уже в	5	5
55	не менее	3	5
56	столь же	2	5
57	же в	4	5
58	что они	4	5
59	тот же	3	5
60	на то	3	5
61	о том	8	5
62	судя по	2	5
63	так и	5	5
64	в них	3	5
65	все остальные	3	5
66	из них	10	5
67	все же	3	5
68	в которой	6	5
69	место в	3	4
70	во время	5	4
71	главным образом	3	4
72	образом в	2	4
73	что он	6	4
74	такой же	2	4
75	одна из	2	4
76	до сих	2	4
77	еще не	2	4
78	в самом	2	4
79	между прочим	2	4
80	время как	4	4
81	в котором	4	4
82	только один	2	4
83	сих пор	2	4
84	указания на	2	4
85	так в	4	4
86	с одной	3	4
87	то время	5	4
88	одном из	4	4
89	в других	2	4
90	но в	4	4
91	и все	3	3
92	они с	2	3
93	на все	2	3
94	хотя и	3	3
95	от них	2	3
96	о которых	5	3
97	ни было	2	3
98	все что	2	3
99	одной стороны	3	3
100	но это	2	3
101	мог бы	2	3
102	вслед за	2	3
103	относится к	2	3
104	и во	2	3
105	его в	3	3
106	и тем	2	3
107	в целом	3	3
108	на него	4	3
109	со стороны	2	3
110	находится в	2	3
111	только что	2	3
112	т п	5	3
113	т д	4	3
114	которых мы	2	3
115	и притом	2	3
116	и у	3	3
117	время и	2	2
118	а то	2	2
119	связанные с	2	2
120	и его	8	2
121	что у	2	2
122	но он	2	2
123	несколько раз	2	2
124	а к	2	2
125	к этому	4	2
126	вопрос о	3	2
127	после того	3	2
128	мы знаем	2	2
129	у нас	3	2
130	за пределы	2	2
131	совсем не	2	2
132	так же	3	2
133	у него	3	2
134	же время	4	2
135	в действительности	2	2
136	к ней	2	2
137	в его	5	2
138	один из	5	2
139	на две	2	2
140	указывает на	2	2
141	все это	5	2
142	другой стороны	5	2
143	видно из	2	2
144	и других	7	2
145	в себя	2	2
146	и по	6	2
147	как это	3	2
148	или в	2	2
149	по отношению	3	2
150	и здесь	2	2
151	нас в	2	2
152	тем как	2	2
153	в другом	4	2
154	или по	2	2
155	на этом	2	2
156	к которому	3	2
