N	2gram	Propp_Isto_3	Psycholo
1	то что	7	37
2	и в	22	30
3	в том	9	27
4	что в	15	24
5	и что	2	23
6	потому что	3	23
7	том что	8	21
8	все время	2	20
9	таким образом	10	20
10	что он	9	17
11	не только	14	16
12	в этом	17	14
13	так же	3	13
14	одной стороны	2	12
15	вместе с	9	12
16	с одной	2	12
17	если бы	6	11
18	может быть	11	11
19	о том	3	10
20	никогда не	3	9
21	с другой	7	9
22	мы увидим	3	9
23	не может	4	9
24	и то	2	9
25	сказать что	3	9
26	так как	7	9
27	с тем	2	8
28	мы имеем	19	8
29	к тому	3	8
30	не в	4	8
31	а не	6	8
32	при этом	2	8
33	того что	5	8
34	мы видим	8	8
35	могут быть	5	8
36	и это	2	8
37	в нем	9	7
38	и как	3	7
39	но не	7	7
40	мы можем	6	7
41	все же	5	7
42	и т	16	7
43	то же	6	7
44	точки зрения	2	7
45	как это	4	7
46	в своем	2	6
47	что она	5	6
48	как и	3	6
49	совершенно не	2	6
50	и для	2	6
51	но и	12	6
52	и не	12	6
53	жизни и	2	6
54	и его	4	6
55	или в	11	6
56	и здесь	7	6
57	тем что	4	6
58	мы уже	6	6
59	как будто	2	6
60	на этом	4	6
61	дело с	2	5
62	только не	2	5
63	и есть	2	5
64	в целом	3	5
65	как мы	8	5
66	и потому	2	5
67	в этой	5	5
68	что они	8	5
69	еще не	10	5
70	до сих	5	5
71	было бы	3	5
72	один из	5	5
73	сих пор	5	5
74	другой стороны	7	5
75	но в	10	5
76	только в	4	5
77	как только	2	4
78	в частности	5	4
79	от него	2	4
80	и все	3	4
81	этот вопрос	2	4
82	прежде всего	3	4
83	стороны и	3	4
84	то это	2	4
85	уже давно	2	4
86	у нас	4	4
87	и к	3	4
88	в ней	2	4
89	в его	3	4
90	в него	2	4
91	в них	6	4
92	только на	2	4
93	а в	6	4
94	мы найдем	2	4
95	там где	7	4
96	должен был	3	4
97	и уже	2	3
98	что герой	3	3
99	и другие	4	3
100	у него	3	3
101	что у	3	3
102	это не	6	3
103	из этих	3	3
104	состоит в	3	3
105	к этому	7	3
106	и говорит	9	3
107	вовсе не	2	3
108	вопрос о	2	3
109	показывает что	5	3
110	что на	4	3
111	видим что	4	3
112	для нас	4	3
113	так что	5	3
114	эти два	3	3
115	одна из	2	3
116	что здесь	6	3
117	в свою	4	3
118	он не	5	3
119	что и	9	3
120	на его	3	3
121	ни в	2	3
122	данном случае	3	3
123	так и	2	3
124	со стороны	3	3
125	как в	2	3
126	так в	6	3
127	т д	15	3
128	из того	2	3
129	и о	2	3
130	целый ряд	3	3
131	той же	2	3
132	в силу	2	3
133	но он	4	3
134	и на	4	3
135	в данном	4	3
136	в другом	2	3
137	мы должны	7	3
138	в этих	11	3
139	мы сейчас	2	3
140	образом мы	2	3
141	это делает	2	2
142	ни один	2	2
143	же как	2	2
144	связи с	6	2
145	знаем что	2	2
146	в одной	3	2
147	с этим	8	2
148	в одном	2	2
149	не что	3	2
150	можно сказать	2	2
151	лицо и	2	2
152	несомненно что	2	2
153	мы знаем	2	2
154	же в	2	2
155	этом случае	5	2
156	а затем	3	2
157	но все	2	2
158	предположить что	7	2
159	не дает	2	2
160	если я	3	2
161	что по	2	2
162	следующим образом	3	2
163	на том	3	2
164	в качестве	2	2
165	в котором	2	2
166	или наоборот	2	2
167	себе и	2	2
168	не с	2	2
169	иное как	3	2
170	образом и	2	2
171	из них	7	2
172	представляют собой	4	2
173	быть и	3	2
174	в нее	2	2
175	находится в	4	2
176	по отношению	2	2
177	в течение	6	2
178	все равно	3	2
179	и вот	2	2
180	и герой	2	2
181	и даже	2	2
182	и он	2	2
183	два типа	2	2
184	есть только	2	2
185	он видит	3	2
186	время как	2	2
187	ничего не	6	2
188	в которых	2	2
189	и с	4	2
190	и так	2	2
191	что иное	3	2
192	в то	2	2
193	ту же	2	2
194	его на	2	2
195	все эти	4	2
196	же не	2	2
197	смерти в	3	2
198	но она	2	2
199	на самом	2	2
