N	2gram	Trubetskoy_1	Formalny
1	и в	14	24
2	в его	4	23
3	прежде всего	8	22
4	и не	19	20
5	не может	22	16
6	точки зрения	11	16
7	в этом	17	15
8	в нем	5	14
9	может быть	9	14
10	на почве	2	13
11	с точки	9	13
12	таким образом	11	13
13	и т	3	12
14	в своем	6	11
15	как и	4	11
16	должно быть	3	11
17	в своей	5	11
18	в их	4	11
19	в настоящее	2	10
20	то же	11	10
21	в ней	2	10
22	а не	2	10
23	настоящее время	2	10
24	и потому	3	9
25	все это	6	9
26	в то	10	9
27	же время	10	8
28	именно в	3	8
29	то что	13	8
30	лишь в	3	8
31	и на	5	8
32	не в	4	8
33	и с	7	8
34	место в	2	7
35	должна быть	2	7
36	и от	2	7
37	не только	9	7
38	жизни и	4	7
39	но и	10	7
40	на самом	6	7
41	отнюдь не	7	6
42	было бы	5	6
43	в том	17	6
44	в этой	4	6
45	более или	4	6
46	самом деле	7	6
47	до сих	5	6
48	она не	2	6
49	еще не	3	6
50	как бы	4	6
51	сих пор	5	6
52	или менее	4	6
53	а в	5	6
54	отношения к	2	6
55	все эти	2	6
56	что бы	3	5
57	хотя бы	5	5
58	по себе	2	5
59	бы ни	2	5
60	при этом	5	5
61	только на	2	5
62	во всех	5	5
63	в самом	3	5
64	со стороны	4	5
65	того что	3	5
66	но в	2	5
67	главным образом	3	4
68	в частности	2	4
69	никогда не	5	4
70	и к	6	4
71	в мире	4	4
72	для этого	3	4
73	если бы	6	4
74	конечно не	5	4
75	всяком случае	6	4
76	быть и	2	4
77	так же	2	4
78	по отношению	2	4
79	что в	4	4
80	друг друга	3	4
81	как на	8	4
82	во всяком	9	4
83	к этой	4	4
84	но не	4	3
85	всех этих	3	3
86	связи с	3	3
87	то ни	4	3
88	он должен	5	3
89	бы то	4	3
90	ясно что	2	3
91	или иного	2	3
92	что он	6	3
93	к тому	7	3
94	для него	6	3
95	и как	3	3
96	но это	2	3
97	в роде	2	3
98	в большинстве	3	3
99	но для	2	3
100	не о	2	3
101	он не	5	3
102	лучшем случае	3	3
103	все же	4	3
104	время в	2	3
105	отличается от	2	3
106	в россии	6	3
107	не было	3	3
108	сводится к	3	3
109	культуры и	2	3
110	тем самым	2	3
111	и наконец	2	3
112	и даже	2	3
113	его в	4	3
114	целый ряд	2	3
115	в лучшем	3	3
116	в себе	9	3
117	в области	2	3
118	а лишь	4	2
119	того или	2	2
120	сама по	2	2
121	нисколько не	2	2
122	ни стало	3	2
123	всю свою	2	2
124	и более	2	2
125	с тем	6	2
126	его и	2	2
127	жизни в	5	2
128	с этим	2	2
129	вопрос о	5	2
130	не можем	2	2
131	том чтобы	3	2
132	таким же	3	2
133	ни в	2	2
134	уже не	2	2
135	по существу	5	2
136	одна из	3	2
137	только в	5	2
138	и если	7	2
139	одной из	3	2
140	от друга	2	2
141	от того	4	2
142	и является	2	2
143	что и	3	2
144	не есть	3	2
145	друг от	2	2
146	вместе с	4	2
147	всем этим	2	2
148	к отрицанию	2	2
149	и вот	2	2
150	и что	2	2
151	приводит к	4	2
152	во что	3	2
153	ко всем	3	2
154	не так	2	2
155	и те	2	2
156	следовательно и	2	2
157	культуры с	2	2
158	в результате	2	2
159	между тем	5	2
160	даже и	2	2
161	в своих	6	2
162	отношении к	2	2
163	если же	2	2
164	во всем	4	2
165	большинстве случаев	2	2
166	с ним	2	2
167	и должно	2	2
168	что такое	2	2
