N	2gram	Tiupa_Vved_1	Myshleni
1	то что	6	26
2	в этом	21	25
3	потому что	5	21
4	таким образом	4	19
5	в том	10	18
6	не может	7	18
7	что в	3	16
8	и в	13	16
9	того что	6	16
10	не только	20	16
11	том что	7	15
12	между собой	2	13
13	отношению к	7	12
14	в ходе	2	12
15	по отношению	7	12
16	и не	12	12
17	в области	3	12
18	отношение к	2	11
19	в его	4	11
20	но не	5	10
21	было бы	4	10
22	как мы	3	10
23	а не	15	10
24	в силу	2	10
25	только в	6	10
26	может быть	18	9
27	точка зрения	3	8
28	о том	5	8
29	в основе	3	8
30	если бы	7	8
31	как и	11	8
32	он не	3	8
33	то же	5	8
34	тем самым	5	8
35	в нем	5	7
36	так и	8	7
37	по себе	2	7
38	представляет собой	15	7
39	приводит к	2	7
40	в какой	4	6
41	не в	6	6
42	но и	19	6
43	и на	3	6
44	как он	2	6
45	но в	6	6
46	состоит в	10	6
47	к тому	6	6
48	в той	4	6
49	мы можем	2	6
50	должна быть	2	5
51	никогда не	4	5
52	в своем	5	5
53	мы и	2	5
54	для него	3	5
55	как бы	4	5
56	не является	3	5
57	этом отношении	4	5
58	в то	4	5
59	с ним	3	5
60	мере в	2	5
61	можно сказать	4	5
62	как в	4	5
63	можно было	2	5
64	тем что	2	5
65	зависит от	2	4
66	с другой	5	4
67	это не	6	4
68	в свою	4	4
69	в пределах	2	4
70	при этом	26	4
71	в самом	2	4
72	в целом	3	4
73	не имеет	2	4
74	и по	3	4
75	что мы	2	4
76	в результате	3	4
77	к которому	2	4
78	бы в	3	4
79	точек зрения	2	4
80	в качестве	8	4
81	еще не	7	4
82	тому как	2	4
83	могут быть	4	4
84	подобно тому	2	4
85	и т.д	5	4
86	и составляет	3	4
87	не менее	4	3
88	в частности	13	3
89	прежде всего	7	3
90	но это	3	3
91	самом деле	3	3
92	свою очередь	4	3
93	одной стороны	5	3
94	до конца	3	3
95	вместо того	2	3
96	если в	2	3
97	и тем	2	3
98	мы видели	2	3
99	с одной	5	3
100	сознания в	3	3
101	а в	6	3
102	и с	2	3
103	к его	3	3
104	говорить о	2	3
105	по своей	3	3
106	в первом	2	3
107	в этих	3	3
108	мы не	4	3
109	между двумя	3	3
110	и более	3	3
111	и чужого	2	3
112	к этому	2	3
113	той мере	2	3
114	все же	6	3
115	и того	2	3
116	по своему	2	3
117	своей природе	2	3
118	никак не	2	3
119	еще в	2	3
120	что и	2	3
121	и его	5	3
122	и от	2	2
123	высшей степени	2	2
124	по поводу	2	2
125	вслед за	2	2
126	имеет место	4	2
127	одним из	5	2
128	в ней	4	2
129	в котором	8	2
130	в своей	5	2
131	в отличие	2	2
132	представляют собой	3	2
133	которая в	3	2
134	другой стороны	2	2
135	то и	2	2
136	те же	2	2
137	к ним	2	2
138	в своих	2	2
139	или не	2	2
140	все равно	2	2
141	их в	2	2
142	том как	3	2
143	но они	2	2
144	в этот	2	2
145	о чем	2	2
146	в них	2	2
147	в жизни	4	2
148	но при	5	2
149	в случае	2	2
150	не с	3	2
151	и к	2	2
152	отличие от	2	2
153	все что	3	2
154	жизни и	7	2
155	обратиться к	2	2
156	детского сознания	3	2
157	при которой	3	2
158	в высшей	2	2
159	принадлежит к	3	2
160	во всех	2	2
161	в центре	2	2
162	тому же	4	2
163	а с	2	2
164	должны были	2	2
165	как будто	4	2
