N	2gram	Vygotskiy__2	KFilosof
1	может быть	9	43
2	в его	2	39
3	не может	9	27
4	и не	7	26
5	по отношению	6	25
6	и в	15	22
7	в котором	2	21
8	отношению к	5	21
9	в себе	2	21
10	а не	3	17
11	и его	4	17
12	только в	4	16
13	точки зрения	26	13
14	в этом	19	13
15	ни в	2	12
16	для него	3	12
17	но не	3	12
18	и это	3	12
19	все эти	3	11
20	в своей	4	11
21	не в	8	11
22	в своем	9	10
23	это не	5	10
24	все это	4	10
25	во всех	2	10
26	с точки	18	10
27	и есть	2	9
28	в целом	10	9
29	но и	10	9
30	в их	2	9
31	как бы	7	9
32	и все	3	9
33	и для	2	9
34	лишь в	3	8
35	если бы	8	8
36	было бы	10	8
37	со стороны	3	8
38	на основе	7	7
39	во всем	2	7
40	вовсе не	6	7
41	должен быть	2	7
42	что и	2	7
43	то что	20	7
44	в себя	2	7
45	в том	33	6
46	и только	3	6
47	отнюдь не	2	6
48	и их	5	6
49	он не	7	6
50	никогда не	8	5
51	хотя бы	4	5
52	но эта	3	5
53	то же	5	5
54	но все	2	5
55	от его	4	5
56	именно в	2	5
57	не имеет	4	5
58	должно быть	2	5
59	в основе	3	5
60	но ведь	2	5
61	с ним	3	5
62	но в	6	5
63	как и	6	5
64	не только	15	5
65	для себя	3	5
66	все же	4	5
67	мы имеем	3	5
68	там где	6	5
69	что в	14	4
70	для нас	4	4
71	при этом	3	4
72	в категориях	2	4
73	в одном	2	4
74	нисколько не	2	4
75	мира и	2	4
76	том что	27	4
77	во всей	5	4
78	а в	4	4
79	тем самым	3	4
80	и т.д	12	4
81	бы и	3	3
82	независимо от	4	3
83	что это	6	3
84	не дает	2	3
85	на язык	2	3
86	в виду	6	3
87	и тем	2	3
88	от того	2	3
89	того что	17	3
90	о том	9	3
91	мы не	10	3
92	тогда когда	5	3
93	этом смысле	2	3
94	для которого	3	3
95	нет и	2	3
96	на самом	3	3
97	самом деле	6	3
98	для того	10	3
99	к чему	2	3
100	тем что	2	3
101	могут быть	2	3
102	в другом	2	3
103	ничего не	3	3
104	а с	4	2
105	мысль и	2	2
106	прежде всего	4	2
107	вопрос о	5	2
108	его к	2	2
109	или иной	2	2
110	и как	2	2
111	это есть	2	2
112	и само	2	2
113	и мы	2	2
114	но для	2	2
115	его с	2	2
116	по себе	7	2
117	для этого	3	2
118	мышления и	16	2
119	и других	2	2
120	мышление и	3	2
121	потому что	7	2
122	к себе	2	2
123	той или	2	2
124	говорить о	2	2
125	были бы	2	2
126	с его	4	2
127	что эта	6	2
128	познания но	2	2
129	к этому	4	2
130	что он	12	2
131	в качестве	4	2
132	тот же	7	2
133	мышления как	5	2
134	этого слова	3	2
135	научного мышления	2	2
136	в процессе	11	2
137	так и	8	2
138	как в	4	2
139	вытекает из	3	2
140	того чтобы	12	2
141	и эта	2	2
142	в данном	3	2
143	от этого	2	2
144	всей его	2	2
145	в этой	6	2
146	или как	2	2
147	едва ли	7	2
148	не потому	2	2
