N	2gram	Potebnia_M_3	Istorich
1	и в	30	25
2	что он	6	22
3	вместе с	12	22
4	и т	5	20
5	т д	3	18
6	может быть	28	17
7	не только	21	13
8	но и	19	13
9	в его	4	12
10	и не	15	11
11	уже не	6	11
12	так как	13	11
13	все же	2	10
14	в этом	10	10
15	тем что	7	10
16	с другой	7	9
17	его в	3	9
18	и его	4	9
19	таким образом	14	9
20	в виде	2	9
21	с тем	7	8
22	связи с	2	8
23	что в	17	8
24	том что	18	8
25	мы видим	2	8
26	еще не	5	8
27	на него	3	8
28	связь с	3	8
29	другой стороны	4	8
30	и что	10	8
31	и на	3	8
32	во время	2	7
33	мы видели	4	7
34	как и	10	7
35	но это	6	7
36	то что	18	7
37	одной стороны	3	7
38	в нем	9	7
39	с одной	7	7
40	потому что	46	7
41	только в	21	7
42	о том	2	7
43	прежде всего	3	6
44	что и	13	6
45	как в	10	6
46	не может	6	6
47	не в	15	6
48	или в	3	6
49	могут быть	3	6
50	в том	32	6
51	там где	3	6
52	что это	4	5
53	с этим	6	5
54	в образе	3	5
55	показывает что	2	5
56	как мы	7	5
57	для нас	20	5
58	но все	2	5
59	но не	7	5
60	например в	6	5
61	в ней	8	5
62	так же	3	5
63	входит в	2	5
64	мы не	9	5
65	не менее	5	4
66	если не	4	4
67	не как	2	4
68	что все	3	4
69	не всегда	2	4
70	и тем	5	4
71	с другими	5	4
72	тем не	3	4
73	в ее	2	4
74	мы уже	2	4
75	из себя	2	4
76	все это	4	4
77	то же	23	4
78	от этого	2	4
79	он не	4	4
80	за ним	3	4
81	мы должны	4	4
82	и это	4	4
83	в которой	3	4
84	с ним	6	4
85	того как	4	4
86	и как	5	3
87	и все	3	3
88	в целом	3	3
89	в свою	3	3
90	ему в	2	3
91	в этой	2	3
92	в то	10	3
93	того чтобы	3	3
94	но оно	6	3
95	только один	2	3
96	но мы	2	3
97	то это	6	3
98	не знаем	3	3
99	в форме	2	3
100	что при	3	3
101	по которому	5	3
102	для того	4	3
103	к нему	3	3
104	друг друга	3	3
105	а в	12	3
106	его к	2	3
107	в которых	2	3
108	их в	2	3
109	и с	2	3
110	можно бы	4	3
111	никто не	3	3
112	и вообще	3	3
113	но вместе	4	3
114	или же	4	3
115	перед нами	2	2
116	уже в	5	2
117	у него	2	2
118	бы мы	2	2
119	в животном	3	2
120	в некотором	2	2
121	только тогда	9	2
122	тогда когда	9	2
123	человека и	5	2
124	к этому	3	2
125	вовсе не	7	2
126	а как	2	2
127	по себе	16	2
128	и вместе	3	2
129	на то	2	2
130	от них	2	2
131	можно сказать	3	2
132	так что	7	2
133	об этом	2	2
134	же в	2	2
135	с этой	2	2
136	такое же	3	2
137	и при	4	2
138	очевидно что	5	2
139	находит в	2	2
140	до сих	3	2
141	она не	2	2
142	жизни и	2	2
143	несмотря на	2	2
144	и мы	2	2
145	если бы	12	2
146	или на	2	2
147	выше мы	2	2
148	должно было	2	2
149	как бы	3	2
150	и потому	4	2
151	из двух	3	2
152	по мере	4	2
153	даже в	2	2
154	один из	4	2
155	сих пор	3	2
156	в своей	2	2
157	отношению к	5	2
158	том чтобы	2	2
159	время в	3	2
160	со стороны	3	2
161	так например	2	2
162	по отношению	5	2
163	в одно	3	2
164	здесь как	3	2
165	самом деле	2	2
166	а не	15	2
167	того что	18	2
168	и по	4	2
169	в других	2	2
170	на которой	3	2
171	у царя	2	2
172	так в	2	2
173	сказать что	5	2
174	образом в	3	2
175	точки зрения	2	2
176	входящий в	2	2
177	что мы	8	2
178	из них	6	2
179	в свое	2	2
180	из него	2	2
181	это было	3	2
182	том как	3	2
183	мы можем	3	2
