N	3gram	Bakhtin_Pr_1	Formalny
1	с точки зрения	13	14
2	не может быть	4	14
3	на самом деле	4	12
4	то же время	9	7
5	в то же	9	7
6	во всяком случае	3	6
7	и т п	3	5
8	с другой стороны	3	5
9	в зависимости от	5	5
10	в данном случае	2	4
11	в самом деле	2	4
12	в большинстве случаев	2	4
13	и не может	2	4
14	бы то ни	2	4
15	подобно тому как	3	4
16	видения и понимания	3	4
17	в самом произведении	2	3
18	в одной плоскости	5	3
19	в этом отношении	3	3
20	в том что	6	3
21	по отношению к	8	3
22	лишь одним из	2	2
23	и в то	2	2
24	то же что	3	2
25	сами по себе	3	2
26	в конце концов	5	2
27	только то что	2	2
28	именно потому что	2	2
29	в этом смысле	10	2
