N	2gram	Bakhtin_Fr_6	Dialekti
1	и не	3	30
2	а не	2	18
3	может быть	2	17
4	то что	10	16
5	и в	41	15
6	как бы	7	14
7	так как	10	14
8	точки зрения	2	14
9	что это	5	13
10	того что	3	13
11	прежде всего	10	11
12	в том	2	11
13	не может	4	11
14	говорить о	2	11
15	и все	9	11
16	в этом	12	11
17	в основе	4	10
18	потому что	3	10
19	том что	7	10
20	было бы	3	9
21	все это	11	9
22	мы не	2	9
23	и что	5	9
24	это и	2	9
25	то же	5	9
26	с точки	2	9
27	не в	4	8
28	в себе	5	8
29	не только	10	8
30	в чем	3	8
31	что в	7	7
32	что именно	2	7
33	должна быть	2	7
34	что мы	2	7
35	что он	6	7
36	как и	7	7
37	и его	13	7
38	или в	6	7
39	и вообще	4	7
40	только в	3	7
41	перед нами	3	6
42	так что	2	6
43	же время	5	6
44	хотя и	2	6
45	а именно	2	6
46	и даже	4	6
47	в результате	4	6
48	сказать что	6	6
49	вовсе не	7	6
50	тем более	2	6
51	в то	6	6
52	так и	5	5
53	в своем	5	5
54	того чтобы	4	5
55	в ней	4	5
56	но если	2	5
57	в нем	16	5
58	таким образом	17	5
59	именно в	4	5
60	и на	9	5
61	о том	9	5
62	с его	5	5
63	тогда когда	2	5
64	в сущности	8	5
65	если мы	2	5
66	и для	3	5
67	той же	5	5
68	что все	2	4
69	и как	4	4
70	но это	3	4
71	в этой	8	4
72	что они	2	4
73	есть в	3	4
74	один из	6	4
75	жизни и	3	4
76	но и	13	4
77	в особенности	7	4
78	так же	5	4
79	также и	6	4
80	и с	16	4
81	в одном	5	4
82	мы видим	6	4
83	как раз	2	4
84	бы в	2	4
85	в его	7	4
86	что если	2	3
87	та же	4	3
88	на этом	2	3
89	все эти	11	3
90	есть только	3	3
91	и наконец	4	3
92	с этим	3	3
93	в истории	2	3
94	с ним	4	3
95	но в	8	3
96	у нас	4	3
97	есть и	2	3
98	мы уже	18	3
99	за пределы	2	3
100	в своей	2	3
101	и потому	2	3
102	как в	4	3
103	что не	3	3
104	в данном	3	3
105	и то	2	3
106	в области	2	3
107	от него	2	3
108	не могут	2	2
109	мы будем	3	2
110	в частности	2	2
111	мы еще	2	2
112	с этой	3	2
113	из этих	2	2
114	человека и	2	2
115	представление о	2	2
116	на все	3	2
117	что человек	2	2
118	и само	2	2
119	заключается в	2	2
120	как о	2	2
121	кроме того	9	2
122	при этом	3	2
123	и часто	2	2
124	в самом	10	2
125	только его	2	2
126	никогда не	8	2
127	в котором	4	2
128	был бы	2	2
129	из них	5	2
130	и их	3	2
131	природы и	2	2
132	есть нечто	2	2
133	другой стороны	2	2
134	для этого	2	2
135	мы находим	2	2
136	лишь в	2	2
137	не мог	3	2
138	между собою	5	2
139	и когда	2	2
140	ведь и	2	2
141	во всем	5	2
142	что даже	2	2
143	весь мир	3	2
144	как это	2	2
145	но они	4	2
146	в них	7	2
147	и во	2	2
148	в ее	5	2
149	все же	4	2
150	сила и	2	2
151	все что	4	2
152	одной из	3	2
153	никто не	2	2
154	в целях	3	2
155	конечно не	3	2
156	никак не	3	2
157	себя в	2	2
158	во всех	17	2
159	вместе с	6	2
160	тех же	2	2
161	да еще	2	2
162	тем что	5	2
163	солнца и	2	2
164	это все	2	2
165	это было	2	2
