N	2gram	Tiupa_Hudo_1	Dialekti
1	т е	4	48
2	и не	2	27
3	а не	12	26
4	точки зрения	5	25
5	и в	14	24
6	и т	11	24
7	не только	12	23
8	т д	3	23
9	по себе	2	20
10	не может	7	19
11	ничего не	8	17
12	и что	2	15
13	в таком	3	14
14	то что	8	14
15	с точки	3	14
16	может быть	5	13
17	и даже	3	13
18	что он	9	13
19	того что	4	12
20	не менее	5	11
21	не имеет	2	11
22	что же	2	11
23	тем не	4	10
24	отнюдь не	3	10
25	ни в	5	9
26	но и	5	9
27	что она	4	9
28	нет ничего	2	9
29	прежде всего	11	8
30	так что	2	8
31	том что	16	8
32	в этом	11	8
33	что в	6	7
34	никогда не	6	7
35	в самом	4	7
36	потому что	5	7
37	ясно что	2	7
38	как и	9	7
39	только на	2	7
40	как раз	4	7
41	ничем не	3	7
42	все это	2	6
43	и с	4	6
44	о том	12	6
45	если бы	3	6
46	превращается в	3	6
47	и все	4	6
48	об этом	5	6
49	то же	9	6
50	самом деле	5	6
51	с этой	2	5
52	в том	12	5
53	хотя и	2	5
54	жизни и	5	5
55	и его	5	5
56	или не	3	5
57	в то	8	5
58	вопрос о	2	5
59	и к	4	5
60	было бы	6	5
61	он не	4	5
62	так и	13	5
63	уже не	7	5
64	что не	2	5
65	мы не	2	5
66	личности и	2	5
67	только в	5	5
68	тому что	4	4
69	это не	7	4
70	к тому	7	4
71	от себя	2	4
72	говорить о	3	4
73	о нем	3	4
74	только что	4	4
75	и это	4	4
76	для него	10	4
77	перед нами	5	3
78	как все	2	3
79	быть может	7	3
80	не было	4	3
81	все же	3	3
82	в своем	4	3
83	в одной	2	3
84	и от	4	3
85	мы знаем	2	3
86	не в	7	3
87	она не	4	3
88	же время	8	3
89	в нем	3	3
90	из них	4	3
91	то и	3	3
92	все эти	3	3
93	того или	2	3
94	должно быть	2	3
95	друг друга	5	3
96	и на	3	3
97	с этим	3	3
98	мы уже	4	3
99	ни к	2	3
100	тем что	3	3
101	природы если	2	3
102	на то	4	3
103	одна из	2	3
104	и о	4	3
105	как бы	7	3
106	той же	2	3
107	не знает	2	3
108	же как	2	2
109	в частности	5	2
110	что у	3	2
111	на этом	3	2
112	еще не	7	2
113	при этом	12	2
114	несмотря на	4	2
115	например в	2	2
116	не о	2	2
117	себя и	2	2
118	так или	2	2
119	не имеют	3	2
120	именно в	7	2
121	они не	2	2
122	и по	3	2
123	а в	7	2
124	в своих	3	2
125	никак не	2	2
126	в ней	4	2
127	для себя	3	2
128	и потому	2	2
129	к этой	3	2
130	но в	5	2
131	я и	2	2
132	с его	5	2
133	у него	9	2
134	бытия и	4	2
135	в их	2	2
136	все еще	2	2
137	личности в	7	2
138	или иного	2	2
139	же в	3	2
140	но как	2	2
141	только потому	2	2
142	то в	4	2
143	но не	3	2
144	но еще	2	2
145	и когда	3	2
146	со стороны	3	2
147	себя в	4	2
148	так в	2	2
149	все равно	2	2
150	как мы	3	2
151	и он	5	2
152	и для	3	2
153	или иначе	2	2
154	в себе	11	2
155	в его	8	2
156	может и	3	2
