N	2gram	Tiupa_Hudo_1	VLabPisa
1	таким образом	3	27
2	в этом	11	26
3	и в	19	25
4	не только	16	22
5	может быть	14	21
6	и не	15	19
7	художественного творчества	4	18
8	не может	7	17
9	в его	9	15
10	прежде всего	4	13
11	в том	18	13
12	в частности	13	12
13	все это	2	12
14	как это	5	12
15	с другой	7	11
16	в качестве	24	10
17	о том	2	10
18	в художественном	4	10
19	об этом	2	9
20	что в	6	9
21	для него	4	9
22	и др	2	9
23	но и	10	9
24	то же	10	9
25	говорит и	3	8
26	все эти	2	8
27	в своем	2	8
28	другой стороны	5	8
29	могут быть	4	8
30	не следует	4	8
31	из этих	3	7
32	в году	2	7
33	как и	2	7
34	том что	8	7
35	в конечном	5	7
36	отношению к	9	7
37	во всех	3	7
38	по отношению	9	7
39	а не	9	7
40	в порядке	2	6
41	это не	2	6
42	художественного произведения	3	6
43	в себе	9	6
44	то что	4	6
45	более или	5	6
46	в нем	5	6
47	так и	11	6
48	или менее	5	6
49	и его	12	6
50	их в	3	6
51	между тем	4	6
52	в то	6	6
53	тому что	2	5
54	же время	5	5
55	конечном счете	5	5
56	как говорит	3	5
57	в пределах	3	5
58	в искусстве	7	5
59	как бы	9	5
60	один из	2	5
61	в их	5	5
62	приводит к	5	5
63	на основе	2	5
64	сказать что	4	5
65	только в	5	5
66	не в	7	5
67	не является	4	5
68	произведения как	3	5
69	к тому	4	4
70	никогда не	2	4
71	в одном	2	4
72	в целом	3	4
73	что он	3	4
74	с его	6	4
75	можно сказать	5	4
76	в ее	5	4
77	в романе	3	4
78	одна из	2	4
79	в своей	5	4
80	в самом	5	4
81	даже в	3	4
82	как раз	3	4
83	в них	2	4
84	в этой	2	4
85	в противоположность	3	3
86	и к	3	3
87	и ее	3	3
88	и как	3	3
89	говорит в	2	3
90	но как	2	3
91	или в	2	3
92	например в	3	3
93	далеко не	2	3
94	в виду	5	3
95	его в	2	3
96	что и	2	3
97	ее в	2	3
98	говоря иначе	2	3
99	именно в	2	3
100	сводится к	7	3
101	того что	4	3
102	и по	2	3
103	так же	2	3
104	в слове	3	3
105	точки зрения	10	3
106	всего лишь	4	3
107	не менее	3	2
108	том числе	2	2
109	в стихотворении	3	2
110	на время	2	2
111	мира и	2	2
112	отличается от	2	2
113	в жизни	2	2
114	вовсе не	2	2
115	по себе	2	2
116	только о	2	2
117	или иной	7	2
118	даже самая	2	2
119	анны карениной	2	2
120	и потому	2	2
121	но не	11	2
122	в системе	2	2
123	еще не	3	2
124	одной стороны	2	2
125	для того	2	2
126	одной из	2	2
127	если бы	3	2
128	мы имеем	6	2
129	что она	2	2
130	не вполне	2	2
131	отнюдь не	2	2
132	во всей	3	2
133	а в	12	2
134	начиная с	2	2
135	с одной	2	2
136	и некоторые	2	2
137	заключается в	2	2
138	того чтобы	2	2
139	между ними	4	2
140	и для	2	2
141	с другими	4	2
142	не столько	3	2
143	хотя и	3	2
144	лишь в	4	2
145	он не	4	2
146	к его	2	2
147	говорить о	3	2
148	в другом	3	2
149	того или	3	2
150	в чем	2	2
151	в которой	2	2
152	в области	6	2
153	о чем	2	2
154	но в	7	2
