N	2gram	Vygotskiy__5	Psycholo
1	в том	18	37
2	и в	16	32
3	и что	12	22
4	том что	15	21
5	то что	26	21
6	таким образом	19	21
7	потому что	21	21
8	что в	16	20
9	так же	15	18
10	может быть	9	18
11	что и	3	17
12	не может	18	17
13	точки зрения	18	17
14	что она	2	16
15	самом деле	3	16
16	того чтобы	17	14
17	что он	25	13
18	при этом	4	13
19	то же	8	13
20	для того	14	13
21	в этом	25	13
22	по себе	7	12
23	если мы	7	12
24	в самом	4	12
25	не только	16	12
26	заключается в	5	12
27	так как	16	12
28	с тем	3	11
29	было бы	10	11
30	в основе	8	11
31	как и	8	10
32	когда он	2	10
33	но и	6	10
34	и не	12	10
35	с точки	9	10
36	никогда не	5	9
37	что все	6	9
38	как в	5	9
39	в своих	2	9
40	тем что	5	9
41	не менее	3	8
42	не в	6	8
43	с таким	3	8
44	той же	4	8
45	того что	16	8
46	к тому	6	7
47	мы знаем	3	7
48	и как	3	7
49	такой же	4	7
50	а не	10	7
51	говорит что	5	7
52	в сущности	13	7
53	все эти	4	7
54	совершенно ясно	2	7
55	можно было	5	7
56	и его	3	7
57	что для	2	7
58	сказать что	13	7
59	как будто	2	7
60	только в	10	7
61	что они	5	7
62	в этой	6	6
63	тот же	5	6
64	и из	2	6
65	он не	8	6
66	как бы	5	6
67	те же	2	6
68	же самое	4	6
69	что если	4	6
70	о том	8	6
71	если бы	8	6
72	что у	2	5
73	на все	5	5
74	вслед за	2	5
75	в ней	2	5
76	до сих	3	5
77	исходит из	2	5
78	сих пор	3	5
79	все это	2	5
80	показать что	3	5
81	этом отношении	5	5
82	только на	2	5
83	и даже	2	5
84	как на	3	5
85	и на	6	5
86	в то	5	5
87	и более	3	4
88	же как	7	4
89	столь же	2	4
90	от того	3	4
91	с этой	4	4
92	в жизни	2	4
93	есть не	2	4
94	как это	8	4
95	в чем	3	4
96	в действительности	3	4
97	из этого	2	4
98	никак не	3	4
99	совершенно не	2	4
100	и по	4	4
101	и тем	3	4
102	в нем	7	4
103	все же	3	4
104	из них	2	4
105	жизни и	2	4
106	но только	2	4
107	а в	3	4
108	сущности говоря	4	4
109	к одному	2	4
110	мы видим	4	4
111	не имеет	4	4
112	тому что	5	4
113	и с	3	4
114	говорит он	2	4
115	могут быть	4	4
116	с этим	3	4
117	в целом	4	4
118	ту же	2	4
119	ничего не	5	4
120	как она	3	4
121	того как	5	4
122	и поэтому	2	4
123	между тем	3	4
124	по своему	3	3
125	не могут	4	3
126	состоит в	6	3
127	в частности	3	3
128	к которым	2	3
129	но он	7	3
130	хотя бы	5	3
131	с другой	4	3
132	показывает что	5	3
133	указывает на	2	3
134	точно как	2	3
135	которые не	2	3
136	и к	2	3
137	а только	4	3
138	видим что	2	3
139	по существу	3	3
140	так что	4	3
141	это значит	5	3
142	но как	3	3
143	до конца	3	3
144	в свою	4	3
145	что с	5	3
146	в своей	2	3
147	то это	2	3
148	так и	7	3
149	то как	3	3
150	во всех	2	3
151	и их	4	3
152	же мы	2	3
153	в их	3	3
154	в отношении	9	3
155	на этом	3	3
156	еще более	5	3
157	образом в	2	3
158	этот вопрос	6	3
159	время как	4	3
160	должны быть	2	3
161	приходит к	3	3
162	тому как	4	3
163	то время	4	3
164	в смысле	3	3
165	он в	3	3
166	само по	2	3
167	и то	4	3
168	во всем	2	3
169	ни на	2	3
170	мы должны	8	3
171	и отношений	3	3
172	тогда когда	5	3
173	но в	6	3
174	мы не	3	3
175	значит что	5	3
176	в виду	2	3
177	мы можем	6	3
178	не до	2	2
179	на вопрос	5	2
180	в самых	4	2
181	этих двух	3	2
182	зависит от	4	2
183	показали что	7	2
184	оба эти	4	2
185	мы будем	2	2
186	казалось бы	4	2
187	больше того	2	2
188	показал что	3	2
189	этой теории	5	2
190	в них	2	2
191	все что	2	2
192	сравнению с	5	2
193	в какой	6	2
194	эта теория	4	2
195	это не	4	2
196	и от	2	2
197	точка зрения	8	2
198	одного и	3	2
199	в одном	3	2
200	именно потому	2	2
201	этой точки	4	2
202	во всяком	2	2
203	допустить что	3	2
204	и эти	2	2
205	и здесь	2	2
206	говорит о	3	2
207	в новой	4	2
208	мысль что	4	2
209	такое же	2	2
210	тем более	4	2
211	вывод что	2	2
212	свою очередь	3	2
213	еще не	4	2
214	но не	10	2
215	очевидно что	2	2
216	того же	7	2
217	по сравнению	5	2
218	но что	3	2
219	ничего другого	2	2
220	стоит только	2	2
221	и тот	3	2
222	из которых	3	2
223	вовсе не	2	2
224	на его	2	2
225	не имеют	2	2
226	к нему	3	2
227	во внимание	2	2
228	к ним	2	2
229	и следовательно	6	2
230	в его	11	2
231	если в	3	2
232	том как	2	2
233	в состоянии	4	2
234	как он	6	2
235	в этих	3	2
236	отношение к	11	2
237	в процессе	13	2
238	вместе с	4	2
239	значение в	3	2
240	речи с	2	2
241	не на	3	2
242	при анализе	2	2
243	другой стороны	2	2
244	а с	2	2
245	что оно	6	2
246	форм и	2	2
247	а потому	3	2
248	из того	11	2
249	что ребенок	11	2
250	и другое	4	2
251	на этот	4	2
252	на который	2	2
253	самое что	2	2
254	отличие от	2	2
255	но это	3	2
256	частный случай	3	2
257	их в	2	2
258	подобно тому	4	2
259	два момента	2	2
260	могли бы	6	2
261	же самые	2	2
262	в свое	2	2
263	в свете	4	2
264	на примере	3	2
265	ответ на	3	2
266	это происходит	2	2
267	в которой	5	2
268	учения о	2	2
269	к которому	4	2
