N	2gram	Voloshinov_1	Istorich
1	и в	38	24
2	что он	2	21
3	не только	27	21
4	может быть	13	14
5	не может	12	14
6	в этих	2	13
7	мы имеем	2	12
8	как в	2	12
9	в этом	10	12
10	и здесь	3	12
11	но и	13	11
12	это не	3	10
13	том что	3	10
14	а в	5	10
15	мы видим	3	10
16	не в	6	9
17	все же	7	9
18	о том	4	9
19	потому что	5	9
20	еще не	3	8
21	что и	3	8
22	все это	4	8
23	то же	14	8
24	а не	6	8
25	или в	2	8
26	так как	7	8
27	с собой	2	7
28	один из	4	7
29	в том	2	7
30	мы видели	5	7
31	во всех	6	7
32	то что	8	7
33	вместе с	5	7
34	к нему	2	7
35	таким образом	7	7
36	тем что	2	6
37	об этом	3	6
38	для нас	3	6
39	как и	10	6
40	так же	4	6
41	но не	2	6
42	мы увидим	5	6
43	в нем	4	6
44	он не	2	6
45	и все	4	6
46	того что	4	6
47	только в	6	6
48	что это	4	6
49	ответ на	2	6
50	в тех	3	5
51	отношение к	2	5
52	так и	6	5
53	здесь мы	3	5
54	с ним	2	5
55	ничего не	8	5
56	но в	5	5
57	никогда не	7	4
58	что у	3	4
59	не всегда	2	4
60	вовсе не	2	4
61	но все	4	4
62	представляет собой	2	4
63	при этом	9	4
64	тех случаях	2	4
65	одной из	2	4
66	мы уже	10	4
67	как бы	28	4
68	ли он	2	4
69	случаях когда	2	4
70	если не	3	4
71	и не	14	4
72	мы не	9	4
73	точки зрения	10	4
74	мы должны	10	4
75	мы можем	7	4
76	уже в	5	3
77	с его	7	3
78	в качестве	4	3
79	если он	3	3
80	вопрос о	2	3
81	чаще всего	3	3
82	видим что	2	3
83	в дальнейшем	2	3
84	кроме того	2	3
85	себе и	2	3
86	его в	4	3
87	связано с	2	3
88	с ней	2	3
89	сих пор	2	3
90	как мы	9	3
91	должны были	2	3
92	и наконец	5	3
93	и даже	3	3
94	и он	2	3
95	и его	7	3
96	но это	2	3
97	хотя и	3	3
98	связи с	3	3
99	что мы	11	3
100	в конце	6	3
101	как только	4	2
102	перед нами	3	2
103	не будет	3	2
104	тому что	5	2
105	или даже	2	2
106	та же	3	2
107	и так	6	2
108	и от	7	2
109	к этому	2	2
110	прежде всего	21	2
111	этом мы	3	2
112	в то	9	2
113	в ее	3	2
114	нас не	2	2
115	из всего	2	2
116	связаны с	4	2
117	и нет	2	2
118	связанные с	2	2
119	в форме	6	2
120	тот же	2	2
121	было бы	7	2
122	на его	5	2
123	в самом	4	2
124	и эта	3	2
125	но для	3	2
126	должно было	3	2
127	и когда	2	2
128	в котором	3	2
129	и тем	6	2
130	другими словами	7	2
131	на него	4	2
132	связь с	2	2
133	здесь не	2	2
134	в связи	2	2
135	уже не	4	2
136	не просто	2	2
137	но эта	2	2
138	что такое	4	2
139	не так	3	2
140	в которой	7	2
141	друг друга	2	2
142	как это	5	2
143	его не	2	2
144	увидим что	2	2
145	сказать что	3	2
146	в основе	2	2
147	из них	3	2
148	с этим	2	2
149	и на	6	2
150	этот вопрос	2	2
151	только на	3	2
152	но вот	3	2
153	при которых	2	2
154	в приведенных	2	2
155	что эти	2	2
156	все эти	2	2
157	и это	7	2
158	конечно не	3	2
159	но при	3	2
