N	2gram	Trubetskoy_1	Istorich
1	что он	6	24
2	и т	3	19
3	не только	9	18
4	может быть	9	17
5	никогда не	5	15
6	и в	14	15
7	но и	10	14
8	так как	4	14
9	так же	2	13
10	что в	4	12
11	знаем что	3	12
12	а в	5	12
13	то что	13	12
14	в этих	2	11
15	и не	19	11
16	в этом	17	11
17	что они	3	10
18	его в	4	10
19	то же	11	10
20	с тем	6	9
21	еще не	3	9
22	все же	4	9
23	в другом	3	9
24	потому что	5	9
25	связи с	3	8
26	он не	5	8
27	мы можем	2	8
28	том что	9	7
29	в нем	5	7
30	вместе с	4	7
31	сих пор	5	7
32	таким образом	11	7
33	не в	4	7
34	точно так	2	6
35	так что	2	6
36	до сих	5	6
37	мы уже	2	6
38	что это	3	6
39	в его	4	6
40	как бы	4	6
41	то это	3	6
42	что и	3	6
43	и что	2	6
44	в том	17	6
45	только в	5	6
46	но в	2	6
47	и есть	2	5
48	с этим	2	5
49	прежде всего	8	5
50	этом случае	3	5
51	к тому	7	5
52	она не	2	5
53	было бы	5	5
54	этого не	2	5
55	в котором	2	5
56	не может	22	5
57	а не	2	5
58	и наконец	2	5
59	к нему	2	5
60	можно было	4	5
61	его и	2	4
62	вопрос о	5	4
63	у него	2	4
64	для нас	2	4
65	но это	2	4
66	в этой	4	4
67	при этом	5	4
68	одной из	3	4
69	в ней	2	4
70	не должен	2	4
71	и с	7	4
72	тем что	3	4
73	и на	5	4
74	в себе	9	4
75	мы должны	7	4
76	все эти	2	4
77	к этой	4	4
78	всех этих	3	3
79	в качестве	3	3
80	из этих	3	3
81	на то	5	3
82	но если	3	3
83	о том	7	3
84	в их	4	3
85	все это	6	3
86	по отношению	2	3
87	того что	3	3
88	как будто	2	3
89	в других	2	3
90	во время	2	2
91	зависит от	2	2
92	не было	3	2
93	и более	2	2
94	он должен	5	2
95	себя и	5	2
96	к себе	2	2
97	на самом	6	2
98	главным образом	3	2
99	и вместе	2	2
100	нисколько не	2	2
101	ни в	2	2
102	да и	3	2
103	именно в	3	2
104	по существу	5	2
105	как и	4	2
106	в силу	2	2
107	является не	2	2
108	одна из	3	2
109	но не	4	2
110	есть и	2	2
111	того чтобы	8	2
112	и если	7	2
113	и для	6	2
114	чтобы понять	2	2
115	хотя бы	5	2
116	ее в	2	2
117	на этой	2	2
118	из них	3	2
119	во всех	5	2
120	в некоторых	2	2
121	приводит к	4	2
122	и только	5	2
123	а с	2	2
124	не просто	2	2
125	самом деле	7	2
126	тем самым	2	2
127	к чему	2	2
128	и по	3	2
129	на которой	2	2
130	или в	3	2
131	и то	4	2
132	состоит в	2	2
133	это только	2	2
134	в таких	2	2
135	их в	2	2
136	только с	2	2
