N	2gram	Losev_Prob_3	Formalny
1	и в	44	38
2	в этом	17	27
3	может быть	28	23
4	и его	5	21
5	таким образом	9	20
6	и не	35	20
7	в самом	3	16
8	прежде всего	3	15
9	не в	13	15
10	и т	13	14
11	не может	7	14
12	в нем	9	13
13	но и	10	13
14	связи с	8	13
15	языка и	4	12
16	с тем	5	11
17	в том	21	11
18	вовсе не	37	11
19	в его	9	10
20	в связи	7	10
21	с другими	3	10
22	и с	9	9
23	как и	10	9
24	при этом	4	9
25	в процессе	2	9
26	не только	14	9
27	отнюдь не	10	8
28	что и	9	8
29	все же	6	8
30	так и	10	8
31	самом деле	3	8
32	тем что	4	8
33	точки зрения	5	8
34	что в	8	7
35	по себе	25	7
36	для него	3	7
37	по существу	2	7
38	слова и	3	7
39	в своей	5	7
40	как мы	8	7
41	уже не	7	7
42	с точки	2	7
43	художественного произведения	14	6
44	не было	5	6
45	в результате	2	6
46	то что	23	6
47	и ее	3	6
48	в ней	5	6
49	в этой	3	6
50	было бы	8	6
51	вместе с	2	6
52	в их	2	6
53	то же	13	6
54	все эти	7	6
55	а не	18	6
56	как раз	8	6
57	могут быть	2	6
58	он не	8	6
59	только в	19	6
60	а в	5	6
61	хотя бы	3	6
62	ни о	3	5
63	если бы	3	5
64	или иного	3	5
65	что он	9	5
66	именно в	2	5
67	это и	7	5
68	в слове	2	5
69	во всех	2	5
70	если мы	16	5
71	что же	8	5
72	с этим	2	5
73	и только	6	5
74	т д	13	5
75	и для	2	5
76	в основе	2	5
77	говорить о	3	5
78	в то	9	5
79	бы в	2	5
80	во всяком	9	5
81	всяком случае	6	5
82	как о	5	4
83	не столько	2	4
84	раз и	4	4
85	к тому	3	4
86	мы видели	2	4
87	что они	5	4
88	литературы и	2	4
89	чем он	2	4
90	совершенно не	4	4
91	здесь и	3	4
92	того или	6	4
93	как бы	9	4
94	и к	6	4
95	из них	2	4
96	как в	5	4
97	другой стороны	5	4
98	за счет	2	4
99	мы говорим	4	4
100	что оно	2	4
101	и даже	14	4
102	даже и	16	4
103	здесь не	8	4
104	ничего не	3	4
105	так как	9	4
106	но в	12	4
107	все дело	2	3
108	всех этих	2	3
109	же как	3	3
110	для них	2	3
111	и может	2	3
112	с другой	7	3
113	ни была	2	3
114	а как	2	3
115	бы она	2	3
116	и здесь	5	3
117	и как	3	3
118	но все	3	3
119	время и	2	3
120	но именно	2	3
121	о каком	2	3
122	не является	11	3
123	то это	10	3
124	не есть	35	3
125	в целом	6	3
126	жизни и	6	3
127	быть и	3	3
128	и до	2	3
129	значение и	5	3
130	только на	5	3
131	все это	5	3
132	она ни	2	3
133	то и	5	3
134	только и	8	3
135	на самом	7	3
136	произведения и	2	3
137	того что	8	3
138	тем же	2	3
139	мы не	7	3
140	или в	4	3
141	сам по	6	3
142	хотя и	5	3
143	чем же	4	3
144	он и	2	3
145	и все	3	3
146	его в	3	3
147	том смысле	3	3
148	что это	3	3
149	не то	2	3
150	это было	2	3
151	произведения в	2	2
152	уже в	3	2
153	и более	2	2
154	и другие	3	2
155	никогда не	6	2
156	имеет значение	6	2
157	в этих	2	2
158	в качестве	3	2
159	тому что	4	2
160	для этого	6	2
161	перед нами	8	2
162	говорим о	3	2
163	от его	2	2
164	этом понятии	2	2
165	или даже	5	2
166	это не	9	2
167	в конце	5	2
168	в понятии	2	2
169	с нею	2	2
170	не просто	23	2
171	первый план	2	2
172	ее и	2	2
173	именно здесь	2	2
174	в тех	3	2
175	а только	5	2
176	на котором	2	2
177	его как	3	2
178	в ее	4	2
179	относится и	2	2
180	себе а	3	2
181	том что	12	2
182	смысле что	3	2
183	но это	8	2
184	то в	3	2
185	является не	2	2
186	от него	2	2
187	но не	3	2
188	совсем не	2	2
189	но как	4	2
190	от тех	2	2
191	кроме того	3	2
192	она не	3	2
193	ни на	3	2
194	мы в	4	2
195	на первый	4	2
196	едва ли	5	2
197	и о	5	2
198	же и	4	2
199	мы ни	2	2
200	конце концов	3	2
201	слова как	2	2
202	в котором	2	2
203	для нее	2	2
204	сами по	6	2
205	не так	3	2
206	и тем	9	2
207	с теми	2	2
208	есть только	4	2
209	ни в	8	2
210	а к	2	2
211	художественное произведение	8	2
212	а именно	8	2
213	даже не	2	2
214	во всей	3	2
215	как она	2	2
216	его не	2	2
217	в известной	2	2
218	то ни	6	2
219	в той	3	2
220	этого термина	2	2
221	тем самым	5	2
222	являются только	3	2
223	не имеет	9	2
224	и по	2	2
225	быть даже	3	2
226	что для	3	2
227	отличие от	3	2
228	в таком	5	2
229	этот вопрос	3	2
230	и то	14	2
231	формы и	3	2
232	сказать что	16	2
233	ничем не	2	2
234	широком смысле	2	2
235	является в	2	2
236	он в	2	2
237	и от	9	2
238	в отличие	2	2
239	в искусстве	4	2
240	значение именно	2	2
241	если же	3	2
242	при помощи	8	2
243	и это	9	2
244	в художественном	3	2
245	из этого	3	2
246	в чем	4	2
247	потому что	25	2
248	от всякого	2	2
249	как это	2	2
250	в которой	2	2
251	с ним	7	2
252	в виду	10	2
253	из него	2	2
