N	2gram	Losev_Dial_2	Vladivir
1	и в	19	40
2	то что	14	28
3	и не	30	25
4	не только	19	25
5	но и	12	18
6	в том	14	18
7	том что	10	18
8	что в	7	17
9	также и	2	17
10	в этом	8	16
11	так что	7	14
12	не может	9	14
13	точки зрения	12	13
14	вовсе не	13	13
15	в виде	2	13
16	только в	5	13
17	а именно	5	12
18	сказать что	10	12
19	в конце	2	12
20	никогда не	9	11
21	таким образом	4	11
22	потому что	14	11
23	о том	5	11
24	прежде всего	8	10
25	тем не	2	10
26	ни в	10	10
27	это есть	8	10
28	то это	2	10
29	не просто	12	10
30	и потому	5	10
31	не есть	47	10
32	как раз	5	10
33	и его	5	10
34	не менее	3	9
35	что это	10	9
36	уже не	3	9
37	есть только	4	9
38	и с	5	9
39	и то	7	9
40	в своей	8	9
41	что же	2	9
42	в себе	15	9
43	в своем	4	8
44	в этой	3	8
45	может быть	20	8
46	так же	2	8
47	и что	5	8
48	он не	4	8
49	как мы	3	8
50	а не	16	8
51	к тому	2	7
52	а только	3	7
53	и как	10	7
54	несмотря на	2	7
55	и если	4	7
56	а в	4	7
57	в своих	2	7
58	так как	14	7
59	с тем	2	7
60	того что	6	7
61	в то	6	7
62	что и	5	7
63	вместе с	2	7
64	как и	10	7
65	оно есть	3	6
66	да и	6	6
67	это значит	8	6
68	кроме того	3	6
69	и даже	14	6
70	и от	3	6
71	по себе	18	6
72	об этом	3	6
73	в смысле	5	6
74	не будет	2	6
75	так и	10	6
76	иной раз	5	6
77	хотя бы	4	6
78	с точки	8	6
79	но это	7	6
80	и это	5	6
81	значит что	12	6
82	содержит в	4	5
83	с другой	5	5
84	должно быть	7	5
85	не было	3	5
86	все эти	2	5
87	только и	2	5
88	в ней	2	5
89	тут же	4	5
90	в истории	2	5
91	отнюдь не	6	5
92	в одном	4	5
93	что он	6	5
94	мы уже	8	5
95	или менее	2	5
96	в данном	3	5
97	тем что	2	5
98	более или	2	5
99	ничего не	3	5
100	тому что	2	4
101	вопрос о	3	4
102	и можно	2	4
103	что если	3	4
104	в самом	5	4
105	от того	4	4
106	бы и	2	4
107	в результате	2	4
108	мы должны	2	4
109	как это	7	4
110	и все	12	4
111	оно должно	2	4
112	но не	6	4
113	есть и	6	4
114	то время	4	4
115	еще не	4	4
116	было бы	3	4
117	даже в	3	4
118	то же	12	4
119	если мы	2	4
120	в каком	4	4
121	все же	4	4
122	но в	2	4
123	или как	3	4
124	перед нами	2	3
125	уже в	4	3
126	я не	6	3
127	же как	3	3
128	независимо от	4	3
129	что бы	2	3
130	это не	10	3
131	всегда есть	2	3
132	человека и	2	3
133	только о	2	3
134	но все	2	3
135	не больше	4	3
136	при этом	4	3
137	как бы	14	3
138	в виду	5	3
139	всяком случае	2	3
140	и тут	3	3
141	в нем	10	3
142	к нему	4	3
143	то как	3	3
144	ни с	4	3
145	что есть	2	3
146	в связи	4	3
147	и только	4	3
148	с одной	2	3
149	именно в	2	3
150	что здесь	2	3
151	или не	2	3
152	же самое	2	3
153	но вот	2	3
154	мы имеем	3	3
155	нисколько не	4	3
156	само по	2	3
157	нельзя сказать	4	3
158	но о	2	3
159	же в	2	3
160	но нельзя	2	3
161	за пределы	4	3
162	ее в	2	3
163	как нечто	4	3
164	собственно говоря	2	3
165	он мог	2	3
166	на самом	2	3
167	и притом	7	3
168	не в	8	3
169	в таком	4	3
170	жизнь и	5	3
171	что этот	3	3
172	во всяком	2	3
173	и вообще	6	3
174	бытие и	2	3
175	в чем	3	3
176	это было	3	3
177	не могут	4	2
178	должна быть	5	2
179	где тут	2	2
180	можно ли	3	2
181	в этих	3	2
182	в какой	2	2
183	же это	4	2
184	что на	2	2
185	не очень	2	2
186	же время	5	2
187	но что	7	2
188	которые были	2	2
189	же и	9	2
190	той или	4	2
191	в каких	2	2
192	себе и	3	2
193	так или	2	2
194	не стану	2	2
195	только то	4	2
196	что она	14	2
197	в их	2	2
198	другой стороны	4	2
199	в изображении	2	2
200	взгляд на	2	2
201	в разных	3	2
202	можно только	2	2
203	мы находим	3	2
204	но только	3	2
205	в одно	5	2
206	и по	4	2
207	время как	7	2
208	есть просто	3	2
209	это время	3	2
210	но как	5	2
211	он всегда	2	2
212	по своей	4	2
213	что мы	2	2
214	ни на	2	2
215	его в	3	2
216	иметь в	2	2
217	то не	3	2
218	нет ни	3	2
219	таком случае	3	2
220	бы это	3	2
221	и более	3	2
222	не как	2	2
223	с этим	3	2
224	в жизни	2	2
225	быть в	4	2
226	но мы	2	2
227	есть не	7	2
228	этого последнего	2	2
229	и к	7	2
230	тут тоже	2	2
231	в силу	5	2
232	но тут	3	2
233	одно и	4	2
234	она не	8	2
235	в это	3	2
236	из них	3	2
237	совершенно не	7	2
238	в сущности	2	2
239	и бытия	3	2
240	только к	2	2
241	в мире	2	2
242	как не	2	2
243	данном случае	2	2
244	быть и	4	2
245	на него	2	2
246	только что	5	2
247	не на	2	2
248	иначе и	2	2
249	так вот	2	2
250	хочет быть	3	2
251	или иначе	2	2
252	от этого	3	2
253	сам по	3	2
254	когда оно	2	2
255	в другом	4	2
256	связи с	4	2
257	об этой	2	2
258	в которой	2	2
259	которые не	2	2
260	же не	3	2
