N	2gram	Vygotskiy__5	RusskieA
1	и в	16	29
2	что в	16	22
3	том что	15	22
4	в том	18	22
5	как бы	5	18
6	состоит в	6	15
7	и другие	2	14
8	может быть	9	13
9	так как	16	13
10	как и	8	11
11	в этом	25	11
12	все это	2	10
13	в этот	2	10
14	и с	3	10
15	не только	16	10
16	о том	8	9
17	а в	3	9
18	показывает что	5	8
19	но и	6	8
20	ее в	3	8
21	его в	2	8
22	мы видели	3	7
23	как в	5	7
24	представляют собой	2	7
25	с тем	3	6
26	мы не	3	6
27	этом случае	3	6
28	же в	2	6
29	еще не	4	6
30	для того	14	6
31	вместе с	4	6
32	таким образом	19	6
33	при этом	4	6
34	того чтобы	17	6
35	и на	6	6
36	на нее	2	6
37	потому что	21	5
38	это не	4	5
39	к этому	3	5
40	то что	26	5
41	и что	12	5
42	но не	10	5
43	к жизни	3	5
44	не может	18	5
45	но в	6	5
46	именно в	4	4
47	о чем	2	4
48	в них	2	4
49	эта теория	4	4
50	тогда когда	5	4
51	вопрос о	12	4
52	по существу	3	4
53	так что	4	4
54	не в	6	4
55	предположить что	2	4
56	из них	2	4
57	к нему	3	4
58	же как	7	4
59	так же	15	4
60	то и	2	4
61	то же	8	4
62	у нас	2	4
63	а не	10	4
64	их в	2	4
65	и потом	2	4
66	как это	8	4
67	на этом	3	3
68	тем что	5	3
69	в этих	3	3
70	в качестве	4	3
71	и от	2	3
72	до конца	3	3
73	того что	16	3
74	было бы	10	3
75	нас к	3	3
76	что она	2	3
77	но если	6	3
78	в котором	2	3
79	не имеет	4	3
80	во всех	2	3
81	в свете	4	3
82	в отличие	2	3
83	что для	2	3
84	все эти	4	3
85	и по	4	3
86	как мы	10	3
87	тому как	4	3
88	между тем	3	3
89	но он	7	3
90	подобно тому	4	3
91	в этой	6	3
92	отличие от	2	3
93	не менее	3	2
94	с этой	4	2
95	связи с	3	2
96	могут быть	4	2
97	никогда не	5	2
98	переход от	7	2
99	связанные с	6	2
100	между собой	13	2
101	из нее	5	2
102	с другой	4	2
103	представления о	2	2
104	если он	2	2
105	прежде всего	3	2
106	совершенно очевидно	2	2
107	как уже	3	2
108	что и	3	2
109	что с	5	2
110	говорит о	3	2
111	в новой	4	2
112	это и	3	2
113	и как	3	2
114	приводит нас	2	2
115	одним из	2	2
116	вывод что	2	2
117	чем в	3	2
118	очевидно что	2	2
119	то время	4	2
120	из основных	3	2
121	одной стороны	3	2
122	для объяснения	4	2
123	совершенно не	2	2
124	из этого	2	2
125	с развитием	2	2
126	в виду	2	2
127	еще в	3	2
128	не с	2	2
129	все же	3	2
130	в своей	2	2
131	в их	3	2
132	того как	5	2
133	а с	2	2
134	должны были	2	2
135	с одной	3	2
136	образом в	2	2
137	этот вопрос	6	2
138	из которых	3	2
139	должно быть	8	2
140	можно было	5	2
141	в своих	2	2
142	и то	4	2
143	в момент	2	2
144	с этим	3	2
145	во всем	2	2
146	в то	5	2
147	представляет собой	7	2
148	в которой	5	2
149	эти теории	2	2
