N	2gram	Propp_Isto_4	Tvorches
1	и в	26	21
2	как бы	3	17
3	в его	5	13
4	то же	8	13
5	что в	14	12
6	как и	7	12
7	том что	3	11
8	все это	2	10
9	как в	7	8
10	он не	7	8
11	то что	16	8
12	у него	5	7
13	в том	3	7
14	при этом	3	7
15	не только	15	7
16	и не	9	7
17	и на	2	7
18	но в	5	7
19	что он	10	6
20	и все	2	6
21	не менее	2	6
22	а в	8	6
23	и его	10	6
24	в этом	7	6
25	о том	4	6
26	это уже	2	5
27	вовсе не	4	5
28	а не	6	5
29	но это	3	5
30	может быть	14	5
31	в этой	2	5
32	все же	9	5
33	таким образом	10	5
34	хотя бы	2	5
35	потому что	6	5
36	только в	3	5
37	в русской	3	5
38	в своем	2	4
39	и как	5	4
40	в целом	2	4
41	в своей	4	4
42	не может	6	4
43	это не	5	4
44	не случайно	2	4
45	уже в	2	3
46	и другие	3	3
47	никогда не	2	3
48	с другой	4	3
49	на берегу	2	3
50	сливается с	2	3
51	говорит о	2	3
52	это и	5	3
53	в дальнейшем	6	3
54	что я	2	3
55	но не	5	3
56	на его	3	3
57	даже в	4	3
58	в нем	2	3
59	и т	27	3
60	не по	2	3
61	но и	12	3
62	дело не	2	3
63	уже не	5	3
64	тут и	2	3
65	на земле	3	3
66	и других	3	3
67	он говорит	2	3
68	того что	2	3
69	и даже	4	3
70	и по	5	3
71	так же	18	3
72	связан с	3	3
73	и с	5	3
74	хотя и	2	3
75	в виде	2	3
76	представляет собой	2	3
77	так как	9	3
78	перед нами	3	2
79	а как	2	2
80	в частности	2	2
81	однако в	2	2
82	в этих	7	2
83	на том	2	2
84	в качестве	7	2
85	в лице	2	2
86	точно так	5	2
87	к этому	5	2
88	что и	9	2
89	а по	4	2
90	его как	2	2
91	а затем	3	2
92	об этом	7	2
93	так что	2	2
94	не в	5	2
95	никуда не	2	2
96	одна из	2	2
97	из них	2	2
98	живет в	2	2
99	в одной	3	2
100	герой в	3	2
101	и тем	2	2
102	тем не	2	2
103	когда он	6	2
104	вместе с	6	2
105	собой в	2	2
106	данном случае	3	2
107	так и	10	2
108	говорит что	2	2
109	что она	3	2
110	здесь мы	2	2
111	не мог	3	2
112	и у	5	2
113	и он	3	2
114	только что	3	2
115	на смену	3	2
116	представлений о	2	2
117	или в	3	2
118	сказать что	2	2
119	могут быть	6	2
120	но он	4	2
121	известно что	2	2
122	в данном	3	2
123	в себе	2	2
124	при помощи	10	2
125	переходит в	3	2
126	человека с	3	2
127	говорит об	2	2
